487leifb,Feb 2018,3,"Bra och ""gratis"" buffe på kvällen gör att man kan spara några tusenlappar.",Gratis buffe. Neutral personal den här gången. Har varit mer välkomnande vid tidigare besök. Mycket kallt på rummet. Trivsamt läge och bra gratis parkering. Kaffe och kakor som var gratis tidigare hela natten var nu indraget.,,,,Date of stay: November 2017,"[All, languages]",138
JeJoHa,Sep 2017,2,Helt utan charm,"Hotellet ligger helt öde i ett bostads och sjukhusområde. Byggnaden ser ofräsch ut utifrån. Inuti är det helt ok. Gullig personal. Rummet är sorgligt med gammal fleecefilt i påslakanet och en hemsk kudde. Plusset här är dock fint förpackade produkter i badrummet, även om…",,,,Date of stay: September 2017,"[All, languages]",138
Jonas M,Sep 2017,4,Överaskande bra,Ett trevligt hotel. Var skeptisk när jag blev bokad här. Men den åsikten ändrade jag snabbt vid ankomst. Dessutom ingick middag på kvällen. Även frukosten var bra. Cyklar fanns om man kände för det. Trevligt grönområde att promenera i bara två min från hotellet. Parkeringen…,,,,Date of stay: September 2017,"[All, languages]",138
Wilmerol,Sep 2017,4,Bonito hotel en Lund,"Hotel pequeño muy bonito con un personal muy amable. El servicio de desayuno es excelente. Nos alojamos allí antes del Lund University Arrival Day y disfrutamos la estadía. La cama normal era comoda, no así el adicional. Teníamos una suite con un  kichinette pequeño, útil para…",,,,Date of stay: August 2017,"[All, languages]",138
SureshDenmark,Aug 2017,4,A bundle of mixes,"Don't be afraid of the name - Djingis Khan never even passed by anywhere near this place. You will know the secret behind the name when you go to this hotel. The hotel is simple, almost student hostel like, and mainly caters to the students. Located near some of the university…",,,,Date of stay: August 2017,"[All, languages]",138
JOSE G,Aug 2017,3,A good option near Lund centre,"I was hosted in a kind of an apartment with a tiny kitchen and a huge bathroom.  The apartment was spacious for three people, The cleanliness left a lot to be desired. The staff is just kind. The dinning room is  really cosy and you can have breakfast or take a drink. Coffee and…",,,,Date of stay: May 2017,"[All, languages]",138
KristofferHell,Jul 2017,2,4 stjerner spøk,"Dette hotellet skal liksom ha 4 stjerner men burde vært mer som 2. Middag og frokost inkludert men det kunne de spart seg. Middagen var tam og kjedelig. Frokosten var kjedelig og tam. Hadde litt utvalg, men ingenting der fristet. De hadde heller ikke bacon eller noe hjemmelaget.…",,,,Date of stay: July 2017,"[All, languages]",138
Penguin888,Jun 2017,5,Surprising hotel,"We realy felt welcome from the moment of arrival until our departure. This hotel sticks out as very individual between all Swedish hotels. The people there work with natural interest and great attention. The food in the excelent restaurant has a mediteranian touch, and breakfast…",,,,Date of stay: June 2017,"[All, languages]",138
elinzme,Jun 2017,5,Nice and quaint,Nice little homely hotel with pleasant surroundings. We stayed just one night but really enjoyed this hotel. The price included both dinner and breakfast. You can make your own waffles and press fresh orange juice at breakfast. The rooms were well-equipped and comfortable. There…,,,,Date of stay: June 2017,"[All, languages]",138
Swedish84_34,Jun 2017,3,Enkel men prisvärt,"Vi har bott på detta hotell flera gånger vi varit i Lund och har aldrig haft några problem med vare sig personal eller ostädat rum. Rummen är enkla men funktionella , sängarna var sköna och det är är familjär stämning. Hotellet ligger lite avsides i ett bostadsområde och det är…",,,,Date of stay: August 2016,"[All, languages]",138
Veronika B,Apr 2017,1,Usel service,Urusel service från början till slut från personalen i receptionen. Inte gästvänliga eller välkomnande för fem öre. Exempelvis kommer de till en när man äter middag och kräver att man ska betala en dricka. Det är inte ok att störa så mitt i maten och sådant brukar man betala när…,,,,Date of stay: April 2017,"[All, languages]",138
danilina89,Mar 2017,5,"Business trip, great hotel",I stayed there 3 nights and it was really nice. It was really familiar. They served dinner besides the breackfast and the food was always different and good. You can find everything you need. I had a course at the hospital and it aas a great location but it was not ao far from…,,,,Date of stay: March 2017,"[All, languages]",138
vikingtraveller07,Mar 2017,5,Very decent place,"If you do not mind staying a bit away from the center of Lund, this is a great place. (But there is a bus stop in front of the hotel and you can get bus tickets at the reception - not sold on the bus. The bus goes to the Central Station and the town center.) It is fantastic…",,,,Date of stay: March 2017,"[All, languages]",138
610villeh,Jan 2017,4,Affordable and cozy,"The hotel is affordable, our price included a breakfast buffet and a dinner buffet (nothing fancy, but does its job). Rooms are in OK condition and the services (free washing machine usage, sauna, gym, bicycle loan) are a good addition to the value. Quite friendly staff.",,,,Date of stay: December 2016,"[All, languages]",138
Ditte B,Jan 2017,5,Great service,Very friendly and helpfull staff. Will definitely come back to this hotel at my next stay in Lund. The rooms was spacious and clean. Good atmosphere at the hotel and at the restaurant. Can definitely recommend this hotel to families.,,,,Date of stay: January 2017,"[All, languages]",138
Nick T,Jan 2017,3,Enkelt ,Hotellet får en svag trea. Det som räddar upp det hela är väl att middag ingick på kvällen för den som önskade. Jag åt aldrig där utan gjorde det i stan. Vid ankomst till rummet luktade det väldigt instängt vilket var mindre trevligt. Ett enkelt rum med det nödvändigaste.…,,,,Date of stay: January 2017,"[All, languages]",138
Joy W,Dec 2016,1,kasst.,dem tog extra pengar för en 7 årigt barn. skitigt hotell. extremt otrevlig personal. äckliga rum. dem försöker tjäna pengar på allt och alla. Vi hade betalt för 1 rum i förväg och så säger dem att vi inte hade betalt och pratade som om vi ljög. vi fick betala igen trots att vi…,,,,Date of stay: December 2016,"[All, languages]",138
ArmandTr,Nov 2016,3,Prima hotel,"Wij verbleven in het hotel voor een sporttoernooi. De kamers zijn prima, niet uitstekend. Bedden waren zacht, maar erg groot/breed. Dat was erg prettig. Badkamer was redelijk gedateerd. De gratis wifi was goed, enige nadeel is dat hij je 's nachts automatisch uitlogt. ",,,,Date of stay: November 2016,"[All, languages]",138
chaarl_6,Nov 2016,1,Ohyra på rummen! Bo här på egen risk!,Hade planerat att bo på detta hotell 5 nätter. Såg i första rummet jag fick att det var ganska så ostädat så gjorde därför en koll och det visade sig finnas ohyra. Fick byta till ett annat rum som även var ostädat med liknande ohyra. Efter en check på google så verkar det vara…,,,,Date of stay: November 2016,"[All, languages]",138
a_liljeson,Oct 2016,3,Lite omodernt men med trevlig kvällsmeny ,Hotellet ligger lite avsides i ett bostadsområde. Läget är lugnt men hotellet är i behov av en uppdatering rent stilmässigt. Man har stannat lite i slutet på 90-talet. Men restaurangdelen är trevlig och kvällsmåltiden som ingår är trevlig. Det ingår wi-fi men den funkar inte på…,,,,Date of stay: October 2016,"[All, languages]",138
den_spb,Sep 2016,5,Недалеко от Мальме,"Этот отель мы выбрали из-за близкого расположения к Мальме, в городке Лунд. Номер понравился. У нас даже была собственная мини-кухня. Завтрак и ужин входят в стоимость номеров. И нам понравилось ужинать здесь на открытой террасе. Рядом с отелем есть автобусная остановка - удобно…",,,,Date of stay: August 2016,"[All, languages]",138
seelivetravelexplore,Sep 2016,2,Glorified 1970's Dormitory,"This place is not a 4-star, more like an objective 2-star.  It seems to be converted dormitory, and is in a university area surrounded by nothing but dormitories.  The condition of this building is quite old, in an antiquated and rundown way, not a classic one.  The rooms are…",,,,Date of stay: September 2016,"[All, languages]",138
Hermanlasse,Aug 2016,3,Slitet och segt,"Väldigt segt wifi med starkt nätverk men alldeles för klen lina till internet. Inredningen säkert fin en gång, men på många håll väldigt sliten. Stolarna i matsalen nedsuttna, och på rummen gav stolarna sjösjuka. Receptionisten vi möttes hade inte kundbemötande som främsta mål. …",,,,Date of stay: August 2016,"[All, languages]",138
svenvera,Aug 2016,5,Fräscht och prisvart.,"Ett bra familjehotell. Barnvänligt och lugnt. Frukost, kaffe med kaka när du önskar, kvällsbuffé. parkering, låna cykel. Allt ingår. 50 meter till busshållplats.  Servicen är bra. Rummet har kylskåp, säkerhetsbox , tv och internet som går att streama film.",,,,Date of stay: August 2016,"[All, languages]",138
froded2015,Jul 2016,5,Start på ferie tur ,Kjempe bra hotell til bra pris.. rent og pent rom . Hyggelig betjening.  Kveldsmat og frokost med I prisen .. smakte kjempegodt  og familien ble fornøyd.  Bra utvalg av toalett artikler. . Alt I alt en god opplevelse.  Anbefaler dette.  ,,,,Date of stay: July 2016,"[All, languages]",138
KorngateLind,Jul 2016,4,Prisvärt,"Vi lånade cyklar, som det finns gott om. Slitna men funktionella och gjorde vår vistelse enklare. Rummet enkelt och rent. Bra gemensamma utrymmen och utmärkt frukost. Tillmötesgående personal. Riktigt bra bas för utflykter.",,,,Date of stay: June 2016,"[All, languages]",138
satsumas11,Jun 2016,3,Decent,"Ugly, kitschy decor. We were 3 people sharing a room and I had to sleep on a spare bed, which was uncomfortable. The room was clean, but the furniture was old and worn. Good breakfast with fresh squeezed orange juice. Located not in the city center, but close to where we were…",,,,Date of stay: February 2016,"[All, languages]",138
Thomas Å,Jun 2016,3,Familjen ,"Ett bra hotell för familjen. Prisvärt hotell, en bit utanför centrala Lund. Frukosten är på ""basic"" nivå. Hotellet serverar en middag varje kväll som ingår i priset. Kvalitén på middagen kunde vara bättre. Fri parkering och Wi-fi. Trevlig uteplats där man kan äta…",,,,Date of stay: June 2016,"[All, languages]",138
allsterner,Jun 2016,5,"Prisvärt, vänligt och utmärkt frukost","Spontant bokat via nätet och kommer fram till ""ur-trevligt"" bemötande, fritt kaffe, hembonad miljö och en baksida som var en trivsam grön överraskning som för tankarna till England. Efter en lung natt en trevlig och balanserad frukost. Lätt att parkera och lätt att hitta. Namnet…",,,,Date of stay: June 2016,"[All, languages]",138
Dodgerson,Apr 2016,3,"Not the worst, not the best","A good hotel for a business trip hotel that was quiet, comfortable and clean, a short walk through a splendid graveyard into the centre of Lund. Staff friendly, food - not bad. Would recommend for one or two nights max. ",,,,Date of stay: April 2016,"[All, languages]",138
Yunhao L,Apr 2016,3,没什么特色的四星酒店,因为工作的关系每年年初都要去一次Lund，公司就订的这个酒店。 酒店有自助餐，但是基本没什么可以自助的，只能看当天提供什么，有时候是好吃的肉，有时候是一看就没什么食欲的千层面。早餐也是典型的欧洲酒店的自助，炒鸡蛋、培根、肉肠等等。 酒店离城中心需要走二十分钟，可以穿过一个公园，也是一个墓园。。。 房间在欧洲酒店来说挺大的，由于在城边，窗外景色也不错。 酒店有桑拿。,,,,Date of stay: February 2016,"[All, languages]",138
AnitaBeijer,Mar 2016,4,Prisvärt,"En bra och prisvärd övernattning. Tyst även med rum åt gatan. Mycket välstädat och bra datauppkoppling. Vi var på besök hos vänner som bor i området, så det var gångavstånd hem. Bra frukost och trevlig personal. Matsalen har utsikt mot en trädgård.",,,,Date of stay: March 2016,"[All, languages]",138
Ananda135,Jan 2016,3,"Old, good and expensive",We stayed 3 nights at this hotel. It is a old and very expensive hotel compare to other close to university. Morning stuffs are much friendly than evening. Breakfast was as usual swedish buffet breakfast. They do serve dinner but it's very simple and nothing for vegetarian. I…,,,,Date of stay: January 2016,"[All, languages]",138
Jan-Theo S,Nov 2015,4,"Unassuming, but very nice ",The hotel Djingis Khan is a unassuming but very nice hotel. The rooms are nothing special but the breakfast offer a wide variety and choice. The breakfast room is partly in the conservatory which offers a nice place to start the day. Since it is outside of downtown the…,,,,Date of stay: December 2014,"[All, languages]",138
eldjei,Nov 2015,2,Helt greit stopp - Ok stop,"Interessant inngangsparti med stilige sorte fliser å statuer. Pluss for gratis parkering og baderoms artikler. Stort minus for betjening som ikke var særlig imøtekommende. Lot som de ikke forsto verken norsk eller engelsk, -før vi dro dagen etterpå.   Interesting entrance with…",,,,Date of stay: July 2015,"[All, languages]",138
Aliis,Oct 2015,2,Tråkig vistelse.,"Fyra stjärnor?? Min säng hade bara en bäddmadrass ovanpå resårbotten, stenhårt att sova på. Bad att få en madrass på sängen ""nej jag tror inte vi har några.."" Jag sa att klart ett hotell måste ha extra madrasser..De lovade fixa detta, och sedan la en till tunn bäddmadrass ovanpå…",,,,Date of stay: October 2015,"[All, languages]",138
Ekaterina,Oct 2015,3,Worth for money,"We visit our client in Ideon area for a week, so we needed dinner package and a bike to rent.  Price is fare, but the rooms is small and not super clean.  Shower booth was a broken, so I took a shower in the basement.    Cleaning people may be lazy, everyday towels were missing…",,,,Date of stay: September 2015,"[All, languages]",138
Rob C,Sep 2015,3,Decent nights in a clean hotel,"We needed a quick break in a place that would accept pets.  The room was standard European (i.e. smallish to Americans), but clean and efficient.  Small but comfortable bed, little desk and chair, tiny closet to hang clothes up.  Dinner and breakfast was included.  Waffle maker!…",,,,Date of stay: September 2015,"[All, languages]",138
Johan20012015,Sep 2015,5,The family feeling and the difference with staff that has the eye for details.,As we have been guests in several occasions and are used to hotels from all over the world the number of stars the hotel shows of has less and less meaning for us.  Grant that you will benefit from good basic things and it has to be clean. The hotel staff is the most important…,,,,Date of stay: September 2015,"[All, languages]",138
BrightcutOne,Sep 2015,4,Two days passing through.,"Nice hotel - nothing fancy, clean and tidy, room fine, comfortable beds and quiet residential area, 10-15 minute walk from town centre. bathroom a bit dated, nice breakfast and freebie dinner was good basic soup, main and salad and plenty of fresh fruit. Would certainly stay…",,,,Date of stay: August 2015,"[All, languages]",138
Maxime C,Aug 2015,3,"Bien placé, confortable, mais chambre non faite à mon arrivée","L'hôtel est très bien placé et le personnel très accueillant. Bien que l'hôtel ne soit plus très jeune, des efforts ont été fait pour rénover et proposer des chambres de qualité. A mon arrivée chambre n'était pas faite. Le personnel de l'hôtel s'est aussitôt excusé et m'a…",,,,Date of stay: August 2015,"[All, languages]",138
Trudy H,Aug 2015,5,zeer fijn!!!,"Fijn appartement, behulpzaam personeel. Keuken, douche, bed, wasmachine, droger, fitness, gratis parking (belangrijk, want overal betalend parkeren in Lund). Gratis prima fietsen. Voor slechts 100 SEK een prima ontbijt en eenvoudig diner als we dit wilden. Een beetje verouderd,…",,,,Date of stay: August 2015,"[All, languages]",138
JLD1368,Aug 2015,3,"Residential area hotel, convenient to bus",We stayed at this hotel because we have family in one of the nearby apartment complexes.  We booked a one bedroom apartment without meals included since we would be staying for a longer visit.  There are definitely some pros and cons to this place.  The hotel in located in a…,,,,Date of stay: July 2015,"[All, languages]",138
Karolina D,Aug 2015,3,Ok men inte mer,"Hemvändande efter en längre resa i Europa så för oss var detta hotell bara en säng för natten och inget mer. Hotellet är ganska slitet och gammalt och att det är 4 stjärnigt ställer jag mig ytterst frågande till. Servicen och bemötandet var mycket bra, de löste vårt behov med en…",,,,Date of stay: August 2015,"[All, languages]",138
Kenneth P,Jul 2015,4,Herr,Ett mycket bra prisvärt hotell i centrala Lund. Utmärkt frukostbuffé samt ett trevligt & proffsigt bemötande i receptionen där vi fick bra tips på vad man kan göra & äta. Ett stort tack till Johanna med personal på djingis Khan kan varmt rekommenderas. Kenneth :),,,,Date of stay: July 2015,"[All, languages]",138
69DenisVr,Jul 2015,4,muito bom!,"ótima localização, pratico e limpo, ótimo quarto e ótimo serviço. localizado na linda Lund, com suas universidades... o que mais apreciei foi a quiete e a qualidade do serviço. otima comida em restaurante internacional.",,,,Date of stay: September 2014,"[All, languages]",138
Ken1Sweden,Jun 2015,5,Nära sjukhus o universitet,Trevligt o mycket prisvärt hotell. Frukost o kvällsmat ingår i priset. Riktigt god mat. Trevlig o kompetent personal Rent o fräscht. Välgörande relaxavdelning med bastu. Gratis cyklar för att ta sig till centrum - 5 min,,,,Date of stay: June 2015,"[All, languages]",138
Janpeterweethetbeter,Jun 2015,2,"Disappointing, not a four star hotel","Stayed here overnight for a visit in Lund. Hotel is old and has seen better days. Reception was not very enthusiastic, gave little information. Dinner was simple and tasteless, some dry rice and battered fish, remoulade sauce  from supermarket bottle. The salad was ok. Room is…",,,,Date of stay: June 2015,"[All, languages]",138
June E,May 2015,5,Practical Place for a Pleasant Stay,"I've stayed at the Hotel Djingis Khan quite a few times over the last couple of years.  I, or someone in my group, have stayed in all of their different sorts of accommodations at one time or another.  I have always found the staff to be ultra-friendly and helpful.  The rooms…",,,,Date of stay: May 2015,"[All, languages]",138
mustaf1952,May 2015,5,Hard to beat in Lund!,"Not our first visit to this hotel,and we was delighted with our stay again.Very clean, lovely and helpful staff. Just in the right area for us on a bus route and a charming short  walk into the beautiful city of Lund. The garden is so nice to sit and have your coffee in after…",,,,Date of stay: May 2015,"[All, languages]",138
Fredsviews,Mar 2015,4,Half Board accommodation,"We needed some basic accommodations while we were doing family history research near the University of Lund.  This hotel on the university campus is designed for university visitors and appears to be a remodeled student dormitory.  It was the right price, very clean.  The best…",,,,Date of stay: May 2014,"[All, languages]",138
SailorNGO,Feb 2015,5,Charming hotel,"Very nice small hotel with very friendly staff. Breakfast and dinner service is excellent and quite delicious. I really enjoyed staying here. I was misguided by one reviewer who mention the Wi-Fi was slow and closet was small. I was staying here for 6 days, closet size is…",,,,Date of stay: February 2015,"[All, languages]",138
boombar,Dec 2014,3,Nice place with some drawbacks,"Hotel is placed not so far from the center, but in a peaceful neighborhood. At a first glance you get impression it's a family ran business. Corridors and stairs are uncomfortably narrow.  Rooms are regular to small sized. No objection to cleanness. But heating in rooms is not…",,,,Date of stay: November 2014,"[All, languages]",138
Nadi555,Dec 2014,4,Цена-качество,"Отличный отель за свои деньги. Предлагает завтраки и ужины. Очень удобно. Уютный, почти домашний отель. Вай фай работает отлично во всем отеле. В номере есть чайник - для холодной Швеции это важно. Расположен в 15 минутах пешком от центра города. Рекомендую.",,,,Date of stay: December 2014,"[All, languages]",138
RossellaR17,Nov 2014,4,Non manca nulla,"Quattro stelle tutte vere, per un prezzo davvero competitivo. La posizione è sfavorevole se non si ha un mezzo di trasporto proprio, ma tutto il resto è delizioso. Colazione a buffet ricchissima, cena a buffet inclusa nel prezzo (non vi aspettate niente di che, ma la qualità del…",,,,Date of stay: August 2014,"[All, languages]",138
SwedenTraveller100,Oct 2014,3,Kanske inte något riktigt topphotell,"Hotellet är ok, men inte mer. Bristande kunskaper i svenska språket hos personalen komplicerar alltid. Kvällsbuffé, som var ok, ingick i priset. Någonstans fick jag dock en känsla av öststatskaraktär över det hela. Kan det vara språket? Rummet helt ok. Läget är ocentralt och…",,,,Date of stay: August 2014,"[All, languages]",138
FannyJonssson,Sep 2014,1,"Dålig service, unken doft. Lurendrejeri.","Fick inte vad jag betalade för. Känner mig lurad, kom till hotellet och fick inte vad jag bokat. Rummen såg helt annorlunda ut än på bilderna och personalen var helt oförstående när jag framförde mitt klagomål. Istället för att hjälpa mig snäste de, och sprang ifrån…",,,,Date of stay: September 2014,"[All, languages]",138
Harry S,Sep 2014,4,Overnight stay,The hotel was comfortable and clean. The set menu dinner was excellent. The breakfast selection was also very good. I would use this hotel again. The city of Lund is well worth visiting as it is a vibrant university city.,,,,Date of stay: September 2014,"[All, languages]",138
Boro6591,Aug 2014,4,Albergo in periferia. Spartano ma con ogni confort,"Ai bordi del centro (davanti fermata autobus) comunque a 15 minuti a piedi. Albergo dotato di ogni cosa (sauna, sala fitness , angolo lettura). Camera grande e silenziosa. Buffet sia alla sera che alla mattina buono e diqualità. Orari nordici (cena 18-20) colazione entro le…",,,,Date of stay: August 2014,"[All, languages]",138
Cy R,Aug 2014,4,Très agréable,"Parfait pour se poser à lund quelques jours. Personnel agréable,  petit dejeuner excellent avec vue agréable sur jardin. Bus en bas de l'hôtel ou centre ville rapidement accessible à pieds. J y retourne en octobre.  Sans hésiter. ",,,,Date of stay: March 2014,"[All, languages]",138
zozopy,Aug 2014,4,A comfortable stopover,We arrived in Lund travelling back home from Stockholm and stopped here before crossing Malmö bridge. The hotel itself has everything you may need as sauna or fitness. They offer a light buffet dinner and a very good breakfast. The only bad think is that they are very rigid…,,,,Date of stay: August 2014,"[All, languages]",138
kajsa234,Aug 2014,4,Mycket för pengarna,"Bra läge, mycket rena och fräscha rum. Frukosten är mycket bra, kvällsmaten håller dock inte alls samma kvalité. Sommartid är rummen varma. Bra service. På det hela taget ett mysigt hotell med trevligt stämning.",,,,Date of stay: May 2014,"[All, languages]",138
EastKentGenie,Aug 2014,4,Great resting point on camping trip,"Lund is a very interesting town. The hotel is located a bit  out of town, sat nav took us first to a field but once we reset it we found a helpful sign. It looked like a university hall of residence from outside . It seems to combine the features of a residence with a 4 star…",,,,Date of stay: August 2014,"[All, languages]",138
pfsaltis,Jul 2014,4,Prisvärt hotell i Lund,I priset för detta hotell ingår en mycket bra frukost och dessutom kvällsmat. Vidare lånar man ut cyklar till sina gäster. Promenaden till centrum tar ca 15 minuter och för den som inte vill gå eller cykla finns en busshållplats precis utanför dörren. Rummet var fräscht och…,,,,Date of stay: July 2014,"[All, languages]",138
Niek W,Jun 2014,3,Fine hotel. Quiet area is very nice!,"Near Lund University,  very convenient. Rooms are large enough although the beds are extremely soft. Rooms are in a bit of old state though. Tea cooker in the room with no tea? Luckily I took some tea bags from the lobby. Good value for money!",,,,Date of stay: June 2014,"[All, languages]",138
Mats L,Jun 2014,3,Lättillgängligt,"För 200 kr extra fick jag ett stort rum som till och med hade ett kök. Fräscha korridorer och en jättebra frukost. Göra egen juice och våfflor (utan ägg) var underbart.  Städningen kunde vara bättre och utbudet i receptionen med snacks, vin och öl var dåligt. Köpte en flaska…",,,,Date of stay: June 2014,"[All, languages]",138
hotelinspectorgadget,Jun 2014,3,Fullgott alternativ,"Fasaden är i lite tråkigt skick och hotellet ligger en bit från centrum, men inuti är standarden bättre. Välkomnande, tillmötesgående personal. Att kvällsmat ingår kom som en överaskning som vi tyvärr inte kunde bedöma närmare. Dubbelrum med 140-säng är kanske mysigt för par,…",,,,Date of stay: May 2014,"[All, languages]",138
VCP14,Jun 2014,5,Home base during PhD studies,"Have stayed here 4-5 times a year, for 2 weeks at a time whilse a doctoral student.  I booked one of the upstairs apartments and settled in.  This became my home away from home and the staff like family.  One one side of the hotel is a beautiful park with rolling hills - perfect…",,,,Date of stay: November 2013,"[All, languages]",138
Jorrico,May 2014,4,Surpreendente,"A funcionária que nos recebeu foi muito simpática, educada e prestativa. Adoramos o hotel desde a instalação que é muito bonita e bem cuidada ao delicioso jantar (buffet) incluso na diária. O estacionamento é gratuito e o carro fica bem perto. Limpeza impecável. Hotel muito bem…",,,,Date of stay: May 2014,"[All, languages]",138
1ne,Apr 2014,5,Уютный и домашний отель,"Отель Чингисхан находиться в 15 минутах хотьбы от центрального вокзала и в 10 минутах от центра города. Отель очень понравился, в следующий раз обязательно буду заселяться именно туда. Также жил в Гранд отеле, напротив станции, он понравился меньше. В номерах есть бесплатный…",,,,Date of stay: February 2014,"[All, languages]",138
paupau2015,Jan 2014,1,Bloß nicht!,"Katastrohales Hotel, bloß nicht!  Zimmer: Billigst ausgestattet, Möbel gehen aus dem Leim, Badamaturen aus der Steinzeit. Bettwäsche müffelt. Fenster geht nur ganz auf, Gardinen gehen nicht zu. Zugang zu WLAN nicht möglich.  Restaurant: Schließt um 20:00 Uhr, ein absoluter Witz,…",,,,Date of stay: January 2014,"[All, languages]",138
ali n,Dec 2013,3,decent room,"I stayed in the hotel for 2 nights in october. Very nice breakfast buffe (included in the price) and decent wifi speed. The room was clean, spacious enough and had furniture, which is nice if you do not want to stay in bed all the time. The hotel is within about 15 minutes…",,,,Date of stay: October 2013,"[All, languages]",138
Banksy40,Dec 2013,3,Nice hotel,Having stayed here before we booked again.  We booked a double and a twin room and emailed the hotel before hand to ensure the booking was correct and that the rooms would be close to each other. An email back confirmed that would be ok.  On check in we found we had been out in…,,,,Date of stay: August 2013,"[All, languages]",138
ILunde,Nov 2013,3,Skuffet!!,Bodde her fra fredag 8 til søndag 10 november 2013. Har bodd her flere ganger og vært veldig fornøyd. Denne gangen ble inntrykket helt ødelagt. Glemte en uåpnet flaske rødvin på rommet da vi sjekket ut. Kom tilbake noe senere og sa fra om dette.  Da var rommet akkurat klargjort…,,,,Date of stay: November 2013,"[All, languages]",138
ennnnaaa,Oct 2013,4,nice place,"the service was great, the people friendly. it isn't in the center  of town, but it+s not that far away. it was easy to find from the train station. the bar is not a classic bar, and i was unfortunate to stay in lund when there was a huge storm, so i was a bit bored. the light…",,,,Date of stay: October 2013,"[All, languages]",138
