Amit S,Aug 2018,4,Nice hotel in the middle of center,"We stayed here for 2 nights. The hotel is spacious, clean and tidy. The bathroom can be bit better, since there was some fungus on the edges of the shower part.  The lobby where we had breakfast was big and we spent some nice time there playing cards, telling stories and having…","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hello Amit,  Thank you for your feedback. We will absolutely look into the cleaning of our bathrooms and thank you for bringing this to our attention. We are glad that you enjoyed the rest of our facilities and happy to hear that you used our living room to the fullest.  Hope to see you back in Lund again soon.  Best regards, Olivia Bröddén Guest Service Representative",Date of stay: August 2018,"[All, languages]",190
Karin E,Aug 2018,4,Trevlig vistelse i centrum,"Jag och en kompis bodde i en twin studio och fick ett förvånansvärt stort och luftigt rum med breda sängar. Fint pentry som t.o.m. hade diskmaskin. Bra läge i stan, gångavstånd till det mesta t.ex. Mårtenstorget med saluhall ett kvarter bort. Stor Coop finns i kvarteret. Trevlig…","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hej Karin,   Vi tackar för en riktigt utförlig recension. Det är härligt att höra att du och din kompis hade en fin vistelse hos oss och verkligen fick uppleva Lund. Skönt att ni hittade en billig parkering. Då vi ligger mitt i centrum är tyvärr de allmänna parkeringarna runtomkring väldigt dyra. Vi har dygnsbiljetter som är rabatterade men självklart blir det billigare om man kan tänkte sig gå en liten bit. Vi hoppas att vi får nöjet att välkomna er tillbaka.  Vänligen, Olivia Bröddén Guest Service Representative ",Date of stay: August 2018,"[All, languages]",190
Sigges v,Aug 2018,4,Fint,"Ett lagom stort lägenhets hotell. Som har kakor och pingis-bord i lobbyn. Hotellet är fräscht, fint  Och har god frukost. Det fins tvätt- stuga och bastu på hotellet. Saker som är nära hotellet är botaniska trädgården en Coop affär och flera restauranger.","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hej Sigge,   Tack för ditt omdöme! Härligt att höra att allting var bra med din vistelse och vi hoppas att du unnade dig en riktigt härlig bastustund. Varmt välkommen tillbaka.  Vänligen,  Olivia Bröddén Guest Service Representative ",Date of stay: August 2018,"[All, languages]",190
193Elly,Aug 2018,5,oplevelsen værd,"Fremragende , meget centralt placeret til det meste i Lund, værelser store, med lille tekøkken, med alt så man kan lave et måltid mad, opholdet er inklusiv morgenmad, som er fremragende, man kan låne cykler","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hej Elly,   Tack för din fina feedback! Kul att du nyttjade vår fria cykeluthyrning under din vistelse. Vi hoppas att vi får välkomna dig tillbaka till oss igen.  Vänligen, Olivia Bröddén Guest Service Representative",Date of stay: July 2018,"[All, languages]",190
Sanny S,Aug 2018,5,A melhor estadia da viagem!,"O apart hotel tem tudo que uma família realmente precisa. Studio completo com todos os utensílios de cozinha, impecavelmente limpo e organizado. Tem muitas janelas, o que ajudou muito com o calor feito em toda Scandinavia. Possui estacionamento com entrada para os quartos.…","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hello Sanny,  Thank you for your lovely feedback. The heatwave this summer was intense but we're happy to know that our hotel provided some relief with all the windows. We're glad that the rest of the stay was good as well and we hope that we get to welcome you back to us soon.  Best regards, Olivia Bröddén Guest Service Representative",Date of stay: July 2018,"[All, languages]",190
Kaare W,Jul 2018,5,Exceptionelt til prisen!,"Fantastisk nyligt gennemrenoveret lejlighedshotel, hvor man får forbløffende meget for pengene! Boede der én overnatning fra lørdag til søndag i juli (højsæson) for 884 SEK (639 DKR). For dette fik man meget rummelig studiolejlighed med veludstyret nyere køkken og bad, hvor der…","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hej Kaare,   Tack för din härliga feedback! Fantastiskt att vi fick nöjet att ha dig som gäst när våra sommarrabatter var i full gång. Underbart att allting kändes bra och prisvärt med din vistelse. Varmt välkommen åter!  Vänligen, Olivia Bröddén Guest Service Representative",Date of stay: July 2018,"[All, languages]",190
ellejaytrips,Jul 2018,5,"Spacious room, good breakfast","I liked this hotel a lot.  We only stayed one night but I could see staying here longer term.  It's fully equipped with a kitchen, sofa bed, bed.  Everything was very clean.  Breakfast was included, and they had snacks and coffee available all day.  Convenient location walking…","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hello Ellejaytrips,   Thank you for your great review and high rating. We're glad that your short stay was such a good one and we hope to have the pleasure of welcoming you back a little longer next time. Long or short, we always strive to give the best experince.  Best regards,  Olivia Bröddén Guest Service Representative",Date of stay: June 2018,"[All, languages]",190
gudyke,Jul 2018,4,Heel aangenaam,"Ik verbleef hier 5 maanden, alles was er zeer goed in orde. Super vriendelijk en behulpzaam personeel. De kleine studio was zeer praktisch ingericht met bureau, vaatwasmachine en zelfs vloerverwarming in de badkamer. Zeker een aanrader. Enkel de kleine kleerkast is een minpunt.","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hello Gudyke,  Thank you for your great feedback of our apartment hotel. It was a pleasure of having you here for such an extended amount of time and we're very happy to hear that you enjoyed your stay too. We wish you the best of luck forward and hope to see you back with us again.  Best regards, Olivia Bröddén Guest Service Representative",Date of stay: March 2018,"[All, languages]",190
Mikael L,Jul 2018,4,Queensize. Hm...,"Perfekt kombination av centralt beläget hotell och självhushåll. Bilen parkerade vi långt bort men promenaden från den var jätte fin. Antal fula platser i Lund är få. Stayat, numera Forenom är fräscht, har en helt ok frukost, bjuder på kaffe och te hela dagen, har ett för litet…","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Oct 23, 2018","Responded Oct 23, 2018","Hej Mikael,   Tack för din utförliga feedback! Vi är glada att höra att din vistelse hos oss var trivsam och att allting från personal till faciliteterna var bra. Tack för tipset angående dubbelsängen, detta ska vi självklart se över. Varmt välkommen tillbaka!  Vänligen, Olivia Bröddén Guest Service Representative",Date of stay: July 2018,"[All, languages]",190
Vesa T,Jun 2018,5,Ystävällistä ja hyvää palvelua,"Perhehuoneisto tilava ja hyvin varustettu. Henkilökuntana on alan parhaita ammattilaisia. Hotellilla hyvin keskeinen sijainti lähellä keskustoria, liikkeitä ja palveluita. Erinomainen hotelli perheille ja pariskunnille.","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Jun 20, 2018","Responded Jun 20, 2018","Hello Vesa,  Thank you so much for your fantastic feedback and top rating! We always try to make our guests feel as at home as possible and it makes us very happy to hear that we are succeeding.  We wish you a warm welcome back to us in Lund!  Best regards,  Olivia Bröddén Guest Service Representative",Date of stay: June 2018,"[All, languages]",190
Milind G,Jun 2018,4,"Very good hotel to stay. It's central location, good rooms, kitchen and friendly staff makes it the best place to stay.","This is my 4th stay in Lund. The coop super market makes it further convenient for bringing daily groceries. It is taken over by another group further making it better placed. For those who want the homely food prepared and long durations stays, I strongly recommend it. ","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded Jun 20, 2018","Responded Jun 20, 2018","Hello Milind,  Thank you so much for your great feedback! We're so happy to know that  you have chosen to come back to us time and time again. Our goal has always been to make our guests get the feeling of a home away from home. We look forward to welcoming you back again very soon.  Best regards, Olivia Bröddén Guest Service Representative",Date of stay: June 2018,"[All, languages]",190
MajaK2010,May 2018,4,Easy going apart hotel with sauna,"Good location next to Mårtenstorget. Friendly staff, nice spacious rooms and great breakfast.  The beds are too soft though and in a double bed you feel your partner move! Better opt for twin beds maybe?","Response from StayAtHotelLund, GSR at Forenom Aparthotel LundResponded May 24, 2018","Responded May 24, 2018","Hello Maja,   Thank you for your feedback! We are glad to hear that you enjoyed your visit with us.  We are sorry that you found our beds too soft. The hotel have rooms with both double and twin beds and we'll happily help to arrange a twin room for your next visit.  Welcome back!    Best regards,  Olivia Bröddén Guest Service Representative",Date of stay: April 2018,"[All, languages]",190
Rose-Marie B,Mar 2018,4,Bra hotell,"Bodde en natt för första gången här. Rummet var rent och mycket fräscht, med utrustat kök för de som vill självhushålla. Frukosten jättebra. Lugnt och centralt läge. Personalen väldigt trevlig och hjälpsam. Rekommenderas varmt! Nära till restauranger.","Response from StayAtHotelLund, Guest Service Representative at Forenom Aparthotel LundResponded Mar 21, 2018","Responded Mar 21, 2018","Tack för ditt fina omdöme Rose-Marie! Vi är glada att höra att vi lyckades ge dig en fin första vistelse hos oss. Varmt välkommen tillbaka!  Vänligen,  Olivia Bröddén Guest Service Representative",Date of stay: March 2018,"[All, languages]",190
MagsOakman,Mar 2018,5,Great all round ,"StayAt Lund is just off the square in central Lund. We walked from the station and as we were arriving late, after reception had closed, we arranged to get our room key by ringing the hotel. They emailed us the information and it was an easy clear process. Our room was large and…","Response from StayAtHotelLund, Guest Service Representative at Forenom Aparthotel LundResponded Mar 21, 2018","Responded Mar 21, 2018","Hello Mags,   Thank you so much for your great feedback! We always try to make the check-in as smooth and easy for our guests as possible, no matter their time of arrival, and we are glad that this worked for you as well. It also makes us very happy to hear that you got to enjoy everything our hotel has to offer. We look forward to welcome to back to us again in the future!  Best regards, Olivia Bröddén Guest Service Representative",Date of stay: March 2018,"[All, languages]",190
EvaP641772,Mar 2018,5,Excellent rooms in the heart of Lund!,"Very nice spacious rooms with kitchen, flat TV screen and excellent free wifi. Amazing breakfast and great young staff ! Cosy environment.  Some evenings they propose movie or other entertainment (ping pong etc)!  I felt like at home!","Response from StayAtHotelLund, Guest Service Representative at Forenom Aparthotel LundResponded Mar 12, 2018","Responded Mar 12, 2018","Hello Eva,  Thank you so much for your lovely feedback! A homely feeling is something we treasure dearly and we are happy to know that you got to experience that throughout your stay. Welcome back!   Yours sincerely, Olivia Bröddén Guest Service Representative ",Date of stay: January 2018,"[All, languages]",190
Marie M,Feb 2018,5,Fräscht lägenhetshotell i centrala stan,"Vi var förvånade över storleken på rummet, superstort, och hur fint det var. Allt du kan behöva för både kort och långt besök finns här! Mycket god frukost och plus för gratis fika större delen av dagen!  Fräsch bastu och riktigt trevlig personal! ","Response from StayAtHotelLund, Guest Serivce Representative at Forenom Aparthotel LundResponded Mar 4, 2018","Responded Mar 4, 2018","Hej Marie, Tack för ditt fina omdöme.  Vi är väldigt glada att höra att ni fick ett sådant fint intryck av vårt hotell. Varmt välkomna åter!  ",Date of stay: February 2018,"[All, languages]",190
Ashley H,Jan 2018,4,"Basic & simple, but clean and reasonable value","""Value"" is obviously relative in any of the Nordic countries, but StayAt Lund is a good option in this very pretty, university city. There isn't much in the way of staff, the rooms are not cleaned daily unless you pay extra, but they are a good size, adequately furnished in a…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Feb 12, 2018","Responded Feb 12, 2018","Hello Ashley,  We are so glad that you took the time to give us feedback on your stay. Thank you for your rating!  Welcome back next time you're visiting Lund.  Best regards, Nathalie Jabrell Operations Manager",Date of stay: November 2017,"[All, languages]",190
Antonio C,Jan 2018,5,Excellent staff and facilities ,"The hotel offers excellent rooms and very good facilities. The staffs was super nice and helpful. The breakfast is not that selective, but I still cannot complain about it. I will stay here again if it comes the chance :)","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Feb 12, 2018","Responded Feb 12, 2018","Thank you for your feedback Antonio! We surely enjoyed having you as a guest and hope to see you sometime in the future again.  Best regards, Nathalie Jabrell Operations Manager",Date of stay: January 2018,"[All, languages]",190
Katelan F,Jan 2018,4,Happy home base while in Lund!,"Coffee and cookies in the lounge all day, plenty of space to sit and relax; rooms were clean and comfortable. I stayed with a large group (10 people) and this was the perfect place for us to all have our own spaces but also be able to be together before/after exploring Lund.","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 15, 2018","Responded Jan 15, 2018","Thanks for your great review Katelan F!  We are glad that you and your group enjoyed your stay with us and we hope to see you again soon. Welcome back!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: April 2017,"[All, languages]",190
Håkan O,Nov 2017,2,Basic!,"Not a comfort hotel with small and bad decorated room. If you need a bed whenever you are in Lund, this will serve you for a night or two. Acceptable value for money due to its location close to Mårtenstorget.","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Nov 28, 2017","Responded Nov 28, 2017","Hej Håkan,  Tack för att du tagit dig tid att ge oss feedback på din vistelse. Vi är ledsna att höra att standarden inte levde upp till dina förväntningar. Om du har några konkreta tips på förbättringar tar vi gärna emot det som underlag för att utveckla vår produkt, du är varmt välkommen att återkoppla till nathalie.jabrell@stayat.se om du har tid/möjlighet.  Ha det gott, Nathalie Jabrell Operations Manager StayAt Lund",Date of stay: February 2017,"[All, languages]",190
taximannen,Nov 2017,4,Bra koncept och lite mer familjärt än vanliga hotell,"Lite svårt att betygsätta, men landar i en fyra. Vi börjar kort med det negativa. Receptionen stänger kl 22. Kan tänka mig att det är lite jobbigt om man som gäst inte tänkt på detta, och kommer sent. Sen var det inget varmt på frukosten, i övrigt höll den bra nivå. Detta är ett…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Nov 13, 2017","Responded Nov 13, 2017","Hej taximannen,  Tack för att du tagit dig tid att ge oss feedback på din vistelse. Vi är glada att du uppskattar den familjära stämning som vi strävar efter att skapa och hoppas att du fick tillfället att närvara på en filmkväll under din vistelse!  Sen ankomst fungerar utmärkt även utanför våra öppettider. Ofta meddelar de flesta gäster som kommer efter kl. 22 detta i förväg och då skickar vi ut information via mail innan ankomst. I annat fall får man som gäst support via vårt systerhotell StayAt Bromma som hjälper en att komma till rätta.  Vi ser fram emot att välkomna dig åter till oss framöver!  Vänligen, Nathalie Jabrell Operations Manager",Date of stay: October 2017,"[All, languages]",190
Peter V,Nov 2017,3,"Mooi in het centrum, normaal, niet bijzonder.","Prima hotel, aan de prijs voor wat er geboden wordt. Schone handdoeken tegen extra betaling is jammer, net als het parkeren; ook bij betalen. Jammer dat dat niet op de site staat! Ontbijtbuffet oké, niet spectaculair. Gekookt eitje -koud- , twee soorten kaas, koffieautomaat.…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Nov 13, 2017","Responded Nov 13, 2017","Hello Peter,  Thank you for giving us feedback on your stay.  We are sorry that the information regarding weekly- and departure cleaning along with parking costs wasn't clear enough before arrival. We try to put this information on all sites were you can book our rooms, and would appreciate your help in identifying which website that lacks this information so we can add this for future guests.  All in all, we are glad that your found our hotel value for money and that you are satisfied with the service from the staff.  We hope to get the pleasure of welcoming you back to us in the future!  Best regards, Nathalie Jabrell Operations Manager  ",Date of stay: November 2017,"[All, languages]",190
KonradVP,Nov 2017,3,Ok but....,"Arrived on a Sunday very early, 7am. Nobody at reception. Had to deal with a telephone. They let me wait 6 hours (I was very early and check-in is only at 14h00) to get a room. Still they could have done better!   Had a brekkie and could sit in a comfortable common area.  Room…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Nov 5, 2017","Responded Nov 5, 2017","Hello Konrad,  Thank you for your review! I'm sorry that we were not able to help you with a room sooner, however it's often difficult to provide early check-in at weekends since most leisure guests stay in their rooms until check-out at 12 o'clock.  We are glad to hear that you could enjoy a breakfast and spend some time in our Living Room while waiting.  Welcome back to us next time!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: November 2017,"[All, languages]",190
Annerees,Oct 2017,5,Good place to stay in Lund,"We spent a weekend here as part of a large group (a choir) who were visiting Lund. It’s a really good hotel in a very central location. Breakfast was wonderful, plentiful buffet style. The rooms are large and very well equipped. If you’re on a budget, the fully fitted kitchen is…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Oct 30, 2017","Responded Oct 30, 2017","Hello Anne,  Thank you for taking the time to give us a review on Tripadvisor. We are glad that you enjoyed your stay with us and hope that everything went well with your performances this weekend.  Welcome back!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: October 2017,"[All, languages]",190
Helen R,Oct 2017,5,Perfekt på alla vis,"Det här hotellet har allt; superbt läge på lugn gata precis vid centrum, möjlighet att laga egen mat, sköna sängar och bra med utrymme för en familj. Det var fräscha och fina rum och frukosten (som jag inte hade några höga förväntningar på då det saknades varm mat) var också…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Oct 16, 2017","Responded Oct 16, 2017","Hej Helen,  Tack för ditt omdöme. Vi är glada att ni hade en fin upplevelse hos oss och hoppas att vi ses snart igen!  Varmt välkomna åter, Nathalie Jabrell Operations Manager StayAt Hotel Apartments",Date of stay: November 2016,"[All, languages]",190
Salamanca-16,Oct 2017,4,Buena opción,"Los apartamentos de que dispone son amplios y hacen que estancias de varios días sean agradables. Tienen cocina. Ofrece siempre Fika en la planta baja. El desayuno es sencillo, pero completo. Hay un supermercado al lado donde se puede comprar de todo en un  amplio horario.","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Oct 9, 2017","Responded Oct 9, 2017","Dear Salamanca-16,  Thank you for taking the time to give us feedback on your stay. We are glad that you had a pleasant visit and hope to see you soon again!  Best regards, Nathalie Jabrell Operations Manager StayAt Hotel Apartments  The apartments available are spacious and make several-day stays pleasant. They have kitchen. Always offers Fika on the ground floor. Breakfast is simple but full. There is a supermarket next door where you can buy everything at an ample schedule.",Date of stay: February 2017,"[All, languages]",190
CalgaryGirl26,Aug 2017,4,Big Rooms.,"These were the largest rooms we stayed in on our trip.  Very spacious.  Very clean.  Well-appointed.  Nice big bathroom.  Nice breakfast, but not as plentiful as others.  We checked in very late at night and there was nobody at the front desk.  We had to call a number and…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Aug 21, 2017","Responded Aug 21, 2017","Hello CalgaryGirl26,  Thank you for taking the time to give us feedback on your stay.   We hope that everything worked out well with late check-in with our on-duty staff at StayAt Bromma. Even though we do not have any staff on-site during nights, we are always available on the phone for any questions our guests might have.  In case of emergency, we always have a representative for the hotel on-site within 10 minutes.  We hope you will return if you are visting Lund in the future!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: August 2017,"[All, languages]",190
Zimcadre,Jul 2017,4,Great apartments for short or long stay!,"Booked in a standard queen room. Sparkling clean on checking in. Freshened up once a week unless you pay for extra cleaning. Bed was queens size with two sets of linen half the size of the bed. This made the bed area an eyesore. However, everything else spot on; you have iron…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Aug 6, 2017","Responded Aug 6, 2017","Hello Zimcadre,  Thank you for your rating, we are glad to hear such positive comments on your stay with us! We truly enjoyed having you as a guest and hope to see you with us again soon.  Best regards, Nathalie Jabrell Operations Manager",Date of stay: July 2017,"[All, languages]",190
Chrisbaer,Jul 2017,4,Eine Woche Urlaub....,Ein schönes Hotel... von dort unternahmen wir unsere Tagestouren. Das Zimmer war im 5 Stockwerk und sehr ruhig. Die Dame am Empfang und das ganze Personal waren sehr freundlich und hilfsbereit. Das Frühstück war gut und reichhaltig. Für uns war die Küche eher Nebensache aber gut…,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Aug 6, 2017","Responded Aug 6, 2017","Hello Chisbaer,  Thank you for your feedback. We hope you had a safe journey back home and wish you welcome back next time your are in Sweden.  Enjoy the rest of the summer, Nathalie Jabrell Operations Manager",Date of stay: July 2017,"[All, languages]",190
jmcdermottmd,Jul 2017,5,Business/Vacation,"What a wonderful place to stay! The staff was friendly and helpful with tips on restaurants and other sites. We borrowed bikes one day and loved the trip route they suggested. Our room was in the back side and fairly quiet. We were there the week of graduation, so I suspect the…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jul 17, 2017","Responded Jul 17, 2017","Hello,  Thank you for your feedback! We are glad that you enjoyed your stay in Lund - the graduation week really is something special!   Hope to see you soon again!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: June 2017,"[All, languages]",190
