[English],30,1,,1,3 weeks ago ,Dreadful bar staff,"Edinburgh, United Kingdom",I visited friends in Lund. We went to inferno for a few quiet beers. We had a pleasant evening. At the end of the evening a member of bar staff came up and told me I was banned. He gave no reason why! Maybe it...More
[Swedish],33,2,,1,"March 30, 2017 ",Borde inte servera mat,"Lund, Sweden",Man hade ingen tanke på service alls. Ingen flexibilitet vad gällde yngre gäster. Bättre att ta en hamburgare på sibylla...More
[Swedish],33,71,32,2,"January 15, 2017 ",Överprisat!,Lund,Maten är inget att minnas. Ölutbudet dock suveränt. Oavsett vad man väljer får man betala alldeles för mycket. Inom kort...More
[Swedish],33,95,12,5,"January 5, 2017 ",Bra ställe,"Lund, Sweden",Ett ställe i Lund som håller högsta klass när de kommer till utbud av öl. Ligger väldigt bra i centrala...More
[Swedish],33,34,14,3,"October 16, 2016 ",God öl,"Soderhamn, Sweden",Mysigt med bra musik och spännande ölsorter. Drack en isländsk lava och umgicks med mitt sällskap. Hemtrevligt.
[Swedish],33,167,40,3,"August 31, 2016 ",AW,"Lund, Sweden","Trevligt ställe för en after work . Bra utbud på öl och kunnig personal som kan förklara dem olika sorterna,...More"
[Swedish],33,193,21,2,"July 14, 2016 ",Dyrt,"Lund, Sweden",Tänkte en god öl för att slå ihjäl en halvtimme som blivit över. Beställde en Punk IPA på fat och...More
[Swedish],33,46,,1,"July 10, 2016 ",Har sällan stött på sämre!,"Norrkoping, Sweden","De här är nog de sämsta jag varit på! Kass meny, dålig service, de skyltade om saker som var slut...More"
[Swedish],33,188,70,3,"March 2, 2016 ","Brukligt, stökigt och trångt - men gott och trevligt!","Lund, Sweden",Brett utbud av öl. Burgarna är bra och stekta precis enligt order. Mycket trevlig och allert service. Prisvärt.
[Swedish],33,188,70,3,"March 2, 2016 ","Bullrigt, stökigt och trångt - men gott och trevligt!","Lund, Sweden",Brett utbud av öl. Burgarna är bra och stekta precis enligt order. Mycket trevlig och allert service! Prisvärt.
[Swedish],33,43,10,4,"November 11, 2015 ",Lunch,"Malmo, Sweden","God lunch till bra pris, trevligt bemötande och gott om platser. Det ligger på gångavstånd från universitetssjukhuset och nära centrum."
[Swedish],33,73,5,3,"August 30, 2015 ",Bra ölutbud ,"Lund, Sweden","Maten är ok, men ölutbudet är utmärkt och priserna är bra. Det är inte maten som gör att man kommer...More"
[Swedish],33,50,14,5,"July 31, 2015 ",Öl,Lund,För ala ölälskare är denna restaurang ett paradis. Har aldrig sett så många ölsorter på ett ställe. Dessutom var maten...More
[Swedish],33,65,9,3,"May 31, 2015 ",Medioker mat men väldigt bra öl-utbud,"Lund, Sweden",Maten är väl lite si sådär. Ätit där några tillfällen och maten är ok. Men inte mer. Dock är ölutbudet...More
[Swedish],33,56,9,3,"April 18, 2015 ","Bra öl, medelmåttig mat","Lund, Sweden","Detta ställe har ett ypperligt och väl prissatt ölutbud. Maten är pubstandard, varken bra eller dåligt. Trevlig personal och ett...More"
[Swedish],33,89,33,3,"March 17, 2015 ",Imponerad,"Lund, Sweden","Maten var bra. Service och ölen var bra. Inte varit tillbaka i Lund, jag är inte troligt att åka dit...More"
[Swedish],33,41,7,5,"November 11, 2014 ",Om öl sökes,"Stockholm, Sweden",Perfekt vattenhål för att utforska ölens förlovade värld. Bra personal som alltid kan ge en ny smakupplevelse. Enkel och trevlig...More
[Swedish],33,107,19,4,"August 9, 2014 ","God öl, bra utbud!","Malmo, Sweden","Om du vill dricka god öl i Lund är det här ett bra ställe! Jag har inte testat maten, så...More"
[Swedish],33,2,1,1,"April 3, 2014 ","De kanske kan sprit, men inte mat","Lund, Sweden",Kan nog tänka mig att Inferno är ett trevligt ställe att öla på då de verkar just specialisera sig på...More
[Swedish],33,14,7,3,"January 16, 2014 ",Trevligt ställe för en öl och måltid,"Copenhagen, Denmark","En av de populära platserna i staden för natt-biter och ett bra urval av öl.
Jag har varit här några...More"
[Swedish],33,1,1,4,"July 26, 2013 ",Trevlig restaurang med solig bakgård,"Gothenburg, Sweden",Lunch på Inferno. En rejäl portion köttgryta med champinjoner och gult välsmakande ris. Även salladsbuffé bjöds det på. Till det...More
[Swedish],33,342,161,4,"July 1, 2013 ",Genuint,Lund,"På söndagarna serveras det Etiopisk mat som smakar genuint. Gott, smakrikt och mkt rikligt för hyfsad peng. Trevlig atmosfär om...More"
[Danish],1,85,34,4,"October 12, 2013 ",Super frokost,"Frederikssund, Denmark","Vi var på et par afslapnings dage i Lund, Sverige, hvor vi vandrede rundt i byen.. Skulle så finde et...More"
[German],1,24,8,4,"October 4, 2018 ",Just drink - don’t eat,"Canton of Schaffhausen, Switzerland",Nette (Studenten)Kneipe mit reichhaltiger Bierauswahl - gezapft und aus der Flasche. Ideal für „last beer before homecoming“.
[Norwegian],1,90,15,4,"January 14, 2015 ","Bra ølutvalg, god service","Oslo, Norway","God plass en januarkveld, høflig og hyggelig betjening som tok imot bestilling på øl og serverte ved bordet. Hyggelig stemning...More"
[Portuguese],1,29,2,4,"November 10, 2016 ",Para apreciar boas cervejas e musicas irlandesa ao vivo,,"Costumo ir sempre ao Inferno quando em Lund. Um lugar aconchegante, com bom menu de cervejas e lanches que recebem...More"
[Russian],1,23,5,5,"December 6, 2014 ",инферно бар,"Yerevan, Armenia",думаю что еда  тут одна из дешевых но качественных. хорошее пиво гарантированно. атмосфера шикарная.стиль строения мне очень понравилось и думаю...More
