,poi_name,poi_id,total review count,average rating score,price,address,postcode,category,review language,review count by language,author contributions,author_votes,rating score,rating date,rating title,rating place,text,eng_title,eng_text
11,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,63.0,29.0,4,"May 10, 2015 ",Church with an underground history,"Lund, Sweden","A bright lifeline history pumped out in the city of Lund. A life where 600 years ago, most of the people living here in Lund were people of Denmark. But these times have brought change to the people here in Lund.

 Over time, traditions and...More",Church with an underground history,"A bright lifeline history pumped out in the city of Lund. A life where 600 years ago, most of the people living here in Lund were people of Denmark. But these times have brought change to the people here in Lund.

 Over time, traditions and...More"
12,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,18.0,13.0,4,"March 17, 2015 ",Take the elevator back to Year 1000 AD,"Trosa, Sweden","Go to the Gattostretto Restaurant in Lund, Sweden. Take the elevator down to the old Viking Church. Press the button to start the Information! Now you can see what King Svein Forkbard built 1000 years earlier!",Take the elevator back to Year 1000 AD,"Go to the Gattostretto Restaurant in Lund, Sweden. Take the elevator down to the old Viking Church. Press the button to start the Information! Now you can see what King Svein Forkbard built 1000 years earlier!"
13,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,46.0,50.0,5,"February 24, 2015 ",Museum,"New Delhi, India",God museum. its so natural and fun is there . take your kids along . its a knowledgeable trip . you should go there.,Museum,God museum. its so natural and fun is there . take your kids along . its a knowledgeable trip . you should go there.
14,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,192.0,58.0,3,"October 11, 2014 ",Rushing for nothing,"Ostrava, Czech Republic",We rushed throught the whole city to this underground medieval museum with an excavated stone church from the eleventh century when we realized it closes in 30 minutes. Not so sure it was worth it. Everything was in Swedish. Luckily a friend of mine noticed...More,Rushing for nothing,We rushed throught the whole city to this underground medieval museum with an excavated stone church from the eleventh century when we realized it closes in 30 minutes. Not so sure it was worth it. Everything was in Swedish. Luckily a friend of mine noticed...More
15,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,89.0,55.0,5,"September 30, 2014 ",A bonus after eating at Gattostretto,"Matlock, United Kingdom","Lots of info - there was an English leaflet at the entrance. Some if the finds were from Edward Forkbeard - the father if King Knut, or Canute as we know him",A bonus after eating at Gattostretto,"Lots of info - there was an English leaflet at the entrance. Some if the finds were from Edward Forkbeard - the father if King Knut, or Canute as we know him"
16,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,36.0,16.0,4,"January 3, 2013 ",Fascinating Place,"Riyadh, Ar Riyad, Saudi Arabia",I recommend this museum as it has an absolutely fascinating display of bones and explains how people lived and how their lifestyles affected their bodies. It also shows the kinds of diseases and injuries people dealt with in the medieval period.,Fascinating Place,I recommend this museum as it has an absolutely fascinating display of bones and explains how people lived and how their lifestyles affected their bodies. It also shows the kinds of diseases and injuries people dealt with in the medieval period.
17,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,161.0,81.0,4,"January 3, 2013 ",Free to visit,"Hamburg, Germany","The Drotten Cathedral ruins run under several shops and we stumbled across the access when we visited Gattostretto Restaurant (must eat there).  What an exceptional find, includes a grave with bones.  (Would have loved to have seen more English translations.)",Free to visit,"The Drotten Cathedral ruins run under several shops and we stumbled across the access when we visited Gattostretto Restaurant (must eat there).  What an exceptional find, includes a grave with bones.  (Would have loved to have seen more English translations.)"
18,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],19,486.0,156.0,5,"January 7, 2012 ",hidden gem in Lund,"Lund, Sweden","This is a great, free place in Lund.  It's a bit hard to find and the entrance is through an office or cafe and then down the stairs.  Unfortunately, the information is only in Swedish but it's interesting to look anyway!",hidden gem in Lund,"This is a great, free place in Lund.  It's a bit hard to find and the entrance is through an office or cafe and then down the stairs.  Unfortunately, the information is only in Swedish but it's interesting to look anyway!"
43,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],6,158.0,10.0,5,"December 11, 2018 ",Lovely place,"Lomma, Sweden","A lovely long harbour in the centre of Lomma. Many restaurants, cafees etc. at the north side of the harbour. Next to the harbour is also the best (and most crowded) beach. Along the harbour you will also find plenty of sailing and motor boats,...More",Lovely place,"A lovely long harbour in the centre of Lomma. Many restaurants, cafees etc. at the north side of the harbour. Next to the harbour is also the best (and most crowded) beach. Along the harbour you will also find plenty of sailing and motor boats,...More"
44,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],6,178.0,22.0,5,"August 3, 2018 ",Lovely town with cute harbour and sandy beach,"Lund, Sweden","We took advantage of the gorgeous weather this summer and headed to Lomma for a nice lunch at Fiskboden and then a leisurely stroll on the beach
It wasn’t crowded and the water was warm
Perfect for those line me that don’t appreciate frigid water",Lovely town with cute harbour and sandy beach,"We took advantage of the gorgeous weather this summer and headed to Lomma for a nice lunch at Fiskboden and then a leisurely stroll on the beach
It wasn’t crowded and the water was warm
Perfect for those line me that don’t appreciate frigid water"
45,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],6,186.0,31.0,5,"July 15, 2018 ",Absolutely amazing beach,,This place never disappoints. With the lovely summer this year the water is so warm and nice. The best is that there are simply no stones and the water is super clean. Sun bathing is totally enjoyable.,Absolutely amazing beach,This place never disappoints. With the lovely summer this year the water is so warm and nice. The best is that there are simply no stones and the water is super clean. Sun bathing is totally enjoyable.
46,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],6,24.0,5.0,4,"August 12, 2015 ",Very nice harbuor with restaurants,"Los Cristianos, Spain",This is a great place to visit when in south west Skåne. There are nice sand beaches on both side the harbuor. Its more family oriented with a bridge south of the harbuor and more teenagers to the north. On the north pier there are...More,Very nice harbuor with restaurants,This is a great place to visit when in south west Skåne. There are nice sand beaches on both side the harbuor. Its more family oriented with a bridge south of the harbuor and more teenagers to the north. On the north pier there are...More
47,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],6,9.0,8.0,5,"July 29, 2015 ","Nice smal harbour, with restaurants.",,"Nice place to walk, fish or dine at a restaurant. Very calm and easy! You find both sail and motorboats. 5-6 restaurants, a library and a lot of space :-)","Nice smal harbour, with restaurants.","Nice place to walk, fish or dine at a restaurant. Very calm and easy! You find both sail and motorboats. 5-6 restaurants, a library and a lot of space :-)"
48,Medieval_Museum_Drottens_Museet,d319372,43.0,4.0,,6 Kattesund,222 23,LocalBusiness,[English],6,547.0,116.0,4,"July 22, 2015 ",Nice but windy fishing hamlet,"Copenhagen, Denmark",The southern part of Sweden (Skåne) has much to offer. Lomma is a nice place with a windy beach (kite surfing) and several cafes/restaurants. Don't miss the rose-garden close to the sea (however in mid-july it was not at its best).,Nice but windy fishing hamlet,The southern part of Sweden (Skåne) has much to offer. Lomma is a nice place with a windy beach (kite surfing) and several cafes/restaurants. Don't miss the rose-garden close to the sea (however in mid-july it was not at its best).
78,Billebjer,d12642023,3.0,4.0,,,24794,LocalBusiness,[English],1,157.0,83.0,4,"July 22, 2018 ",An oasis and a small mountain,"Gotene, Sweden","This is an old quarry. It has been naturally filled with water. Beside the small quarry it is a small mountain with far reaching views.
This is a great place for a picnic, either on the mountain or by the small lake where you can...More",An oasis and a small mountain,"This is an old quarry. It has been naturally filled with water. Beside the small quarry it is a small mountain with far reaching views.
This is a great place for a picnic, either on the mountain or by the small lake where you can...More"
81,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,182.0,77.0,4,"December 17, 2018 ",Relaxing green lung of Lund,,"Located in the university area right next to the Lund Cathedral, this green lung in the heart of Lund feels extremely peaceful and relaxing, even during winter when snow covers the ground. It’s a truly lovely feeling just strolling through the park in this slow-paced...More",Relaxing green lung of Lund,"Located in the university area right next to the Lund Cathedral, this green lung in the heart of Lund feels extremely peaceful and relaxing, even during winter when snow covers the ground. It’s a truly lovely feeling just strolling through the park in this slow-paced...More"
82,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,305.0,64.0,4,"September 26, 2018 ",Lovely green area in the middle of Lund,"Diani Beach, Kenya","In a university city like Lund, nice green area to take a break from the city buildings and stroll through this little well kept park.",Lovely green area in the middle of Lund,"In a university city like Lund, nice green area to take a break from the city buildings and stroll through this little well kept park."
83,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,274.0,140.0,4,"December 7, 2017 ",Peaceful,"Lund, Sweden","A lovely oasis of greenery just beside the majestic Lund cathedral and the old university buildings. It is quiet, but with the frequent passing of pedestrians it can be an excellent place for people-watching on a good-weather day.",Peaceful,"A lovely oasis of greenery just beside the majestic Lund cathedral and the old university buildings. It is quiet, but with the frequent passing of pedestrians it can be an excellent place for people-watching on a good-weather day."
84,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,48.0,12.0,5,"October 18, 2017 ",Gorgeous,"New Haven, CT",RIght near Lund Cathedral.  A beautiful peaceful park.  Sat here for a bit reflecting... taking it all in.   So peaceful even though surrounded by a city.,Gorgeous,RIght near Lund Cathedral.  A beautiful peaceful park.  Sat here for a bit reflecting... taking it all in.   So peaceful even though surrounded by a city.
85,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,357.0,107.0,4,"September 26, 2017 ",Nice oasis in the centre of the city,"Lund, Sweden",Inbetween the very important buildings in the centre of Lund you ll fine this little green park. Nice place to sit during sunny days and one of the most wellknown places in Lund,Nice oasis in the centre of the city,Inbetween the very important buildings in the centre of Lund you ll fine this little green park. Nice place to sit during sunny days and one of the most wellknown places in Lund
86,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,75.0,12.0,4,"June 3, 2017 ",Nice stroll,"Lund, Sweden","I love to walk around here in the different seasons and around the historical buildings. It is a nice oasis in the middle to the city. A beautiful place to wonder, or to sit and relax",Nice stroll,"I love to walk around here in the different seasons and around the historical buildings. It is a nice oasis in the middle to the city. A beautiful place to wonder, or to sit and relax"
87,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,420.0,229.0,5,"April 8, 2017 ",Beautiful park,,"You can't miss this piece of Lund. Impressive buildings and a nice green oasis in the middle and very center of Lund. I love to walk through Lundagård and just be. Winter, spring, summer or fall it is always beautiful and it has a certain...More",Beautiful park,"You can't miss this piece of Lund. Impressive buildings and a nice green oasis in the middle and very center of Lund. I love to walk through Lundagård and just be. Winter, spring, summer or fall it is always beautiful and it has a certain...More"
88,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,11.0,,5,"February 17, 2017 ",A place to relax,"Lund, Sverige",Fine place to digest your food from the many restaurants near it - a real oases. My wife and I have sat many an hour there.,A place to relax,Fine place to digest your food from the many restaurants near it - a real oases. My wife and I have sat many an hour there.
89,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,512.0,145.0,4,"December 22, 2016 ",Walk by on wet day,,We walked through the park en route to Lund cathedral. It was a wet and early morning so the view is very different from those of the other photos here. But it's a different feeling and I enjoyed the cold and freezing walk.,Walk by on wet day,We walked through the park en route to Lund cathedral. It was a wet and early morning so the view is very different from those of the other photos here. But it's a different feeling and I enjoyed the cold and freezing walk.
90,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,25.0,9.0,5,"November 5, 2016 ",Nice to walk by,"Bangkok, Thailand",There is nothing special about the park. You can bike through it or walk through it. You can sit down and have a picnic even.,Nice to walk by,There is nothing special about the park. You can bike through it or walk through it. You can sit down and have a picnic even.
91,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,7.0,2.0,5,"August 23, 2016 ",The heart of Student Lund,"Taby, Sweden","Lundagård is a uique park as it was once surronded by walls and only was open to the students of the University. It is still in the heart of academic Lund, surrounded by the Univertsity, the Academic Association and the Cathedral. Don't miss the Unicersity...More",The heart of Student Lund,"Lundagård is a uique park as it was once surronded by walls and only was open to the students of the University. It is still in the heart of academic Lund, surrounded by the Univertsity, the Academic Association and the Cathedral. Don't miss the Unicersity...More"
92,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,34.0,7.0,4,"August 22, 2016 ",Great for a stroll.,,Small but great for a walk around. Lund is small in general so it is not far from anything and close to the main university building and cathedral.,Great for a stroll.,Small but great for a walk around. Lund is small in general so it is not far from anything and close to the main university building and cathedral.
93,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,178.0,33.0,4,"March 17, 2016 ",A nice stroll in between historical buildings.,,"Nicely located in between Domkyrkan, the university building and Kulturen. Nice little park for a relaxing walk.",A nice stroll in between historical buildings.,"Nicely located in between Domkyrkan, the university building and Kulturen. Nice little park for a relaxing walk."
94,Lundagard_Park,d10055631,30.0,4.5,,1 Brotorget,222 37,LocalBusiness,[English],14,422.0,212.0,4,"March 6, 2016 ",Nice garden among the main attractions,"Rio de Janeiro, RJ","Lundagård is a garden that sits right between the University, the Historic Museum and the Cathedral. Well kept, with paths where you can walk with no hurry. A great starting point to walk around Lund.",Nice garden among the main attractions,"Lundagård is a garden that sits right between the University, the Historic Museum and the Cathedral. Well kept, with paths where you can walk with no hurry. A great starting point to walk around Lund."
116,Hallestads_kyrka,d10464969,7.0,4.5,,Byvagen Torna-Hällestad,247 45,LocalBusiness,[English],1,274.0,140.0,4,"July 13, 2018 ",Surprise frescoes,"Lund, Sweden","I have a soft spot for the little old churches that dot the Scanian landscape especially within the Lunds Kommun. Hallestads kyrka, however, was a complete surprise on account of its frescoed vaults. The scenes from Christ's passion are given in almost monochromatic - yet...More",Surprise frescoes,"I have a soft spot for the little old churches that dot the Scanian landscape especially within the Lunds Kommun. Hallestads kyrka, however, was a complete surprise on account of its frescoed vaults. The scenes from Christ's passion are given in almost monochromatic - yet...More"
123,The_Tegner_Museum,d9750075,3.0,3.5,,Stora Grabrodersgatan 11,222 22,LocalBusiness,[English],3,121.0,24.0,4,"August 10, 2017 ",Small but interesting,"Lund, Sweden","The museum is part of the building where the author, professor and bishop Esaias Tegner lived in Lund. Open only occasionally, it offers a nice view into his life and the guides are very knowledgeable and interesting to listen to,",Small but interesting,"The museum is part of the building where the author, professor and bishop Esaias Tegner lived in Lund. Open only occasionally, it offers a nice view into his life and the guides are very knowledgeable and interesting to listen to,"
124,The_Tegner_Museum,d9750075,3.0,3.5,,Stora Grabrodersgatan 11,222 22,LocalBusiness,[English],3,40.0,7.0,3,"February 9, 2016 ",A small but nice museum of one man's life in Lund,Reykjavik,"If you know Tegner and his work and like poetry and literature and are intersted in Swedish and Danish literature history, this is a special place to visit. We had a good guide - I think that made it special.",A small but nice museum of one man's life in Lund,"If you know Tegner and his work and like poetry and literature and are intersted in Swedish and Danish literature history, this is a special place to visit. We had a good guide - I think that made it special."
125,The_Tegner_Museum,d9750075,3.0,3.5,,Stora Grabrodersgatan 11,222 22,LocalBusiness,[English],3,6.0,8.0,4,"January 18, 2016 ","The Tegnér museum - A museum about the Swedish writer, professor and bishop Esaias Tegnér","Lund, Sverige","The house in Lund in which the Swedish writer, professor and bishop Esaias Tegnér lived between 1813 and 1826 is now a museum. When he lived there was the house part of a city farm with a stable but today are only four rooms from...More","The Tegnér museum - A museum about the Swedish writer, professor and bishop Esaias Tegnér","The house in Lund in which the Swedish writer, professor and bishop Esaias Tegnér lived between 1813 and 1826 is now a museum. When he lived there was the house part of a city farm with a stable but today are only four rooms from...More"
126,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,966.0,227.0,4,2 weeks ago ,Second oldest in Sweden,"Lidingo, Sweden","Second oldest open-air museum in Sweden, after Skansen in Stockholm. Not as large as the latter and very calm compared to it. Many exhibitions of different sizes and about various topics, some more interesting then other, but with such varienty chances are everybody will find...More",Second oldest in Sweden,"Second oldest open-air museum in Sweden, after Skansen in Stockholm. Not as large as the latter and very calm compared to it. Many exhibitions of different sizes and about various topics, some more interesting then other, but with such varienty chances are everybody will find...More"
127,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,102.0,19.0,5,"September 29, 2018 ",great variety,"Devonport, Australia",plenty for kids and adults alike - very interactive and lots to see and read about. worth taking a few hours for,great variety,plenty for kids and adults alike - very interactive and lots to see and read about. worth taking a few hours for
128,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,25.0,8.0,5,"September 20, 2018 ","Open air Kulturen, Lund","Porto, Porto, Portugal","The finest museum in Lund, open air and very well kept in a garden surrounding. Precious for photos.-------------------------------------------------------------------------------------","Open air Kulturen, Lund","The finest museum in Lund, open air and very well kept in a garden surrounding. Precious for photos.-------------------------------------------------------------------------------------"
129,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,6.0,1.0,5,"September 14, 2018 ",Beautiful Lund gardens,"Bengaluru, India","Amazing to walk this place in the perfect weather in Sep/Oct. The lovely gardens and the walk anytime in the morning and evening are apt. If you are a solo traveler beware of the road vendors and the beggars(yes, there are a few) trying to...More",Beautiful Lund gardens,"Amazing to walk this place in the perfect weather in Sep/Oct. The lovely gardens and the walk anytime in the morning and evening are apt. If you are a solo traveler beware of the road vendors and the beggars(yes, there are a few) trying to...More"
130,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,17.0,8.0,4,"September 12, 2018 ",Interesting museum with varied exhibits in restored and re-sited historical buildings,Essex UK,"A mixture of open air and interior museum, collected on adjoining sites in a couple of city blocks. Old buildings have been restored and some collected and moved to from other parts of the town and area to be rebuilt here, showing different aspects of...More",Interesting museum with varied exhibits in restored and re-sited historical buildings,"A mixture of open air and interior museum, collected on adjoining sites in a couple of city blocks. Old buildings have been restored and some collected and moved to from other parts of the town and area to be rebuilt here, showing different aspects of...More"
131,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,12.0,2.0,4,"September 6, 2018 ",Interesting glimpse into how Swedes used to live,"Lund, Sweden","Walk from a not-as-old-as-you-might-think mini cottage for the extremely poor to an early modernity bourgeois apartment, and get many more insights into what Sweden used to be like before the introduction of ""the Swedish model"". Enjoy the gardens and the café, watch the blacksmith at...More",Interesting glimpse into how Swedes used to live,"Walk from a not-as-old-as-you-might-think mini cottage for the extremely poor to an early modernity bourgeois apartment, and get many more insights into what Sweden used to be like before the introduction of ""the Swedish model"". Enjoy the gardens and the café, watch the blacksmith at...More"
132,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,37.0,14.0,4,"September 6, 2018 ",Too much to see,"The Hague, The Netherlands","There is just too much to see it gets boring. Wish the quantity was less and quality better. I missed the overall timeline in the exhibitions, no structure bit messy. Too much info too much text. It would be better if they highlight only the...More",Too much to see,"There is just too much to see it gets boring. Wish the quantity was less and quality better. I missed the overall timeline in the exhibitions, no structure bit messy. Too much info too much text. It would be better if they highlight only the...More"
133,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,585.0,79.0,5,"August 27, 2018 ",Superb Swedish folk museum,"Paris, France","You get to see various houses in a little park / village setting - from the vicar, the burgher, the peasants and the church too (all in wood). Most of them with great furniture and costumes inside !",Superb Swedish folk museum,"You get to see various houses in a little park / village setting - from the vicar, the burgher, the peasants and the church too (all in wood). Most of them with great furniture and costumes inside !"
134,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,668.0,81.0,5,"August 7, 2018 ",Worth a visit,"Yateley, United Kingdom",Large museum next to Lund cathedral. Contains many houses from different classes and times in Sweden’s history as well as many other exhibits. Charming coffee/tea shop,Worth a visit,Large museum next to Lund cathedral. Contains many houses from different classes and times in Sweden’s history as well as many other exhibits. Charming coffee/tea shop
135,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,19.0,15.0,5,"August 3, 2018 ",Very interesting!,London,Spread over two adjacent sites there is LOADS to see! Spent 2 hours and it wasn't enough. Spread over two adjacent sites there is LOADS to see! Spent 2 hours here and it wasn't enough.,Very interesting!,Spread over two adjacent sites there is LOADS to see! Spent 2 hours and it wasn't enough. Spread over two adjacent sites there is LOADS to see! Spent 2 hours here and it wasn't enough.
136,Kulturen_in_Lund_Museum_of_Cultural_History_and_Open_Air_Museum,d267409,325.0,4.5,,Tegnersplatsen,223 50,LocalBusiness,[English],166,65.0,22.0,5,"July 19, 2018 ",The best in Lund,,"It is the ""top thing to do"" in Lund. The open air musem is awesome especially to those who like to know, or interested in, the Swedish culture.",The best in Lund,"It is the ""top thing to do"" in Lund. The open air musem is awesome especially to those who like to know, or interested in, the Swedish culture."
