index_ID,lan_long,place,author,date
Lund_00798,"55.7047847,13.1938413",Lundagérd 8,N Nikhil Dharap, May 2018
Lund_00799,"55.7041445,13.1932547",Lund Cathedral,"""R ET TS T", Sep 2016
Lund_00800,"55.7038368,13.1932971",Domkyrkoplatsen,n QICELER UG, Jul 2018
Lund_00801,"55.7047847,13.1938413",Lundagérd,‘; Ago Pértelpoeg, Jun 2018
Lund_00802,"55.7119483,13.203493",[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_00803,"55.7047847,13.1938413",Lundagérd,B Bengt Ljungquist, Apr 2018
Lund_00804,"55.7047847,13.1938413",Lundagérd 9,@ T4, Jul 2017
Lund_00805,"55.7047847,13.1938413",Lundagard ¢,e; P, Sep 2018
Lund_00806,"55.7047847,13.1938413",Lundagérd 8,"@,‘ (=11 E", May 2017
Lund_00807,"55.7047847,13.1938413",Lundagérd,@ Jarek Kedzierski,
Lund_00808,"55.7119483,13.203493",[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_00809,"55.7047847,13.1938413",Lundagérd ¢,J) Janek Friesen,
Lund_00810,"55.7041445,13.1932547",Lund Cathedral,'Q Evita Virdziniece, Oct 2017
Lund_00811,"55.709633,13.1940051",Allhelgonakyrkan,6 NI D, May 2004
Lund_00812,"55.7047847,13.1938413",Lundagérd 8,% V. Jamile, Apr 2009
Lund_00813,"55.7041445,13.1932547",[T T o1 T T T,f: Zach Wachtl,
Lund_00814,"55.7047847,13.1938413",Lundagérd,é B umberto mazzoc, Aug 2014
Lund_00815,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00816,"55.7047847,13.1938413",Lundagérd,WYY T 6], May 2018
Lund_00817,"55.7036757,13.1883242",Bantorget,;ﬁ Alberto Umerkaje, May 2017
Lund_00818,"55.7047847,13.1938413",Lundagérd c,g‘% Alicja Halgtka, Jun 2017
Lund_00819,"55.7022124,13.1812683",Svaneskolan 3,",&‘, Shaon Mazi", Jul 2017
Lund_00820,"55.7027486,13.1932879",Stortorget c,(r;’ Mato Bo$njak, Aug 2016
Lund_00821,"55.7041445,13.1932547",[T L He 1 BT,‘g\ Thomas Crahay, Aug 2017
Lund_00822,"55.7038692,13.2033632",Botanical Garden,1“{ ) Danijel O'Rourke, Sep 2016
Lund_00823,"55.7047847,13.1938413",Lundagérd,I ERER T, Jul 2018
Lund_00824,"55.7047847,13.1938413",Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_00825,"55.7047847,13.1938413",Lundagérd,) ravio ERachici, May 2018
Lund_00826,"55.7047847,13.1938413",Lundagérd ¢,@ Kiryl Shantyka, Jun 2017
Lund_00827,"55.7041445,13.1932547",[T L Ee G LT,fi‘ \CeRinlinbiz], Oct 2017
Lund_00828,"55.7041445,13.1932547",Lund Cathedral ¢,w vincent chung, Mar 2017
Lund_00829,"55.7058514,13.1933821",[T 3,"""Q AL T", May 2018
Lund_00830,"55.7047847,13.1938413",Lundagérd 8,G T4, Jul 2017
Lund_00831,"55.7202778,13.2041667",. Peter Marklund,. Peter Marklund, Jul 2017
Lund_00832,"55.7047847,13.1938413",Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_00833,"55.7047847,13.1938413",Lundagérd 8,é@l Luis Villeda, Mar 2016
Lund_00834,"55.6883092,13.1976069",Park Inn by Radissor,l& Thom Seaman, Oct 2016
Lund_00835,"55.7047847,13.1938413",Lundagérd,6‘ Jonathan Bryce,
Lund_00836,"55.7047847,13.1938413",Lundagérd 9,N  Niek Mereu, Oct 2016
Lund_00837,"55.7041445,13.1932547",Lund Cathedral :,?ﬁ Mads Frimann, Dec 2015
Lund_00838,"55.7047847,13.1938413",Lundagérd,U\ G IR G, Sep 2015
Lund_00839,"55.7041445,13.1932547",Lund Cathedral ¢,({‘ Lucija Cetin, Jul 2016
Lund_00840,"55.6972583,13.18703",Stadsparken,5 m Anna Sadowska, Oct 2018
Lund_00841,"55.7047847,13.1938413",Lundagérd,S Srdjan Krajnalic, May 2016
Lund_00842,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00843,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00844,"55.7047847,13.1938413",Lundagérd,@’ Victor Lindellee, May 2018
Lund_00845,"55.7047847,13.1938413",Lundagérd 9,P | Patrik Barnes, Apr 2017
Lund_00846,"55.7047847,13.1938413",Lundagérd,‘) Ann Sofie Ander, Aug 2017
Lund_00847,"55.7051701,13.1954825",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00848,"55.7041445,13.1932547",Lund Cathedral :,H ' Hauke Salmen, Apr 2017
Lund_00849,"55.7089365,13.1971643",University Library,"C"":} Leszek A Gasien", Jul 2018
Lund_00850,"55.7047847,13.1938413",Lundagérd,@ Lars Welin, Jul 2017
Lund_00851,"55.7047847,13.1938413",Lundagérd,@ Carsten Andreas, Feb 2018
Lund_00852,"55.7054122,13.1860688",,, Jul 2015
Lund_00853,"55.7038692,13.2033632",Botanic gardens at I,® From a Google U, Jul 2016
Lund_00854,"55.7047847,13.1938413",Lundagérd,Aleksandras Ples, Aug 2013
Lund_00855,"55.7027211,13.1930256",Stortorget 3,Stortorget 3, Sep 2017
Lund_00856,"55.7047847,13.1938413",Lundagérd,'@ Olena Polishko, Sep 2017
Lund_00857,"55.7038523,13.1890138",26/6/2016 8,& saad al saifi, Jun 2016
Lund_00858,"55.704265,13.1860069",Klosterkyrkan,R LE O T, Apr 2017
Lund_00859,"55.7047847,13.1938413",[TV T,1] Matthias McAllis, Oct 2016
Lund_00860,"55.7047847,13.1938413",Lundagérd,'v Rafael Schwartz, May 2018
Lund_00861,"55.7047847,13.1938413",Lundagérd 8,@ Ryan Wilson, Aug 2009
Lund_00862,"55.7024348,13.1934629",Stadshall Lund,ORI ),
Lund_00863,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jun 2016
Lund_00864,"55.7041445,13.1932547",Lund Cathedral ¢,Py ), Jul 2016
Lund_00865,"55.7047847,13.1938413",Lundagérd,M Marita Schiren, Apr 2017
Lund_00866,"55.7038692,13.2033632",Botanical Garden,IM> Miklos Szakacs, Jul 2016
Lund_00867,"55.7145168,13.1723178",Nissan Mobility Mot,[T LV,s_ Nov 2016
Lund_00868,"55.7038692,13.2033632",Botanical Garden,a ) anna tennring, Jun 2017
Lund_00869,"55.7041445,13.1932547",Lund Cathedral,@ Sumeet Ranjan S, May 2017
Lund_00870,"55.7047847,13.1938413",Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_00871,"55.7050151,13.1932497",’ Patrick G,’ Patrick G, May 2011
Lund_00872,"55.7050151,13.1932497",'j.f Matthias Lauer,'j.f Matthias Lauer, Jul 2017
Lund_00873,"55.7047847,13.1938413",Lundagérd 9,i NS, Nov 2006
Lund_00874,"55.7041445,13.1932547",Lund Cathedral,(ﬁ TR TS, Sep 2018
Lund_00875,"55.7047847,13.1938413",Lundagérd c,‘3 Adam Fischer,
Lund_00876,"55.7047847,13.1938413",Lundagérd g,@ Daniel Klein, Aug 2018
Lund_00877,"55.6972583,13.18703",Stadsparken,C Carmelo Pellegri, Aug 2017
Lund_00878,"55.6873331,13.1969883",Lillemans MC,N Nemo Ekstrém, Apr 2017
Lund_00879,"55.7047847,13.1938413",Lundagérd,% LEVL GRGET ), Oct 2017
Lund_00880,"55.7050151,13.1932497",LTI G T,f@: Mister No, Sep 2017
Lund_00881,"55.7047847,13.1938413",Lundagérd c,%C BECL T, Jun 2017
Lund_00882,"55.7041445,13.1932547",Lund Cathedral,?\. Jonathan Bryce,
Lund_00883,"55.7050151,13.1932497",LTI G T,f@: Mister No, Sep 2017
Lund_00884,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00885,"55.7047847,13.1938413",Lundagérd,y Jonathan Howes, Apr 2017
Lund_00886,"55.7036757,13.1883242",Bantorget,0 ) Orsolya Stefanic:, Mar 2017
Lund_00887,"55.7051923,13.1955853",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00888,"55.705978,13.196264",Hokeriet g,@ Sten Olsson, Jul 2017
Lund_00889,"55.7047847,13.1938413",Lundagérd,prashant singh, Sep 2018
Lund_00890,"55.7041445,13.1932547",Lund Cathedral,C Carl O. Thygesen, Sep 2017
Lund_00891,"55.7047847,13.1938413",Lundagérd,& Bea Kovacsovics, Mar 2018
Lund_00892,"55.6955434,13.2249077",Scandic Star Lund,Z) zvi moses, Aug 2017
Lund_00893,"55.6995975,13.1878528",The Lund Planetariui,6 IR DL, Jan 2015
Lund_00894,"55.7047847,13.1938413",Lundagérd,@%ﬁ Anders Sjostrom, Jun 2018
Lund_00895,"55.7047847,13.1938413",Lundagérd ¢,& S ], Apr 2018
Lund_00896,"55.7047847,13.1938413",Lundagérd 9,‘Z) Dillon Cower, Sep 2018
Lund_00897,"55.7047847,13.1938413",Lundagérd 9,e 3 o, Aug 2017
Lund_00898,"55.7047847,13.1938413",Lundagérd 8,?}i Joe Harder, May 2017
Lund_00899,"55.704265,13.1860069",Klosterkyrkan ¢,& saad al saifi, Jun 2016
Lund_00900,"55.7047847,13.1938413",Lundagérd,Rimis Ivanauskis,
Lund_00901,"55.7047847,13.1938413",Lundagérd ¢,.y t, Sep 2017
Lund_00902,"55.7047847,13.1938413",Lundagérd,'aﬁ Gaston Ragnar R, Aug 2016
Lund_00903,"55.7047847,13.1938413",Lundagérd 9,.@ UIf Larsson, Sep 2018
Lund_00904,"55.7047847,13.1938413",Lundagérd 9,@ EONE Y, Aug 2018
Lund_00905,"55.7047847,13.1938413",Lundagérd,S Sorina Gorcenco, May 2018
Lund_00906,"55.7050151,13.1932497",John Eckerdal,John Eckerdal, May 2016
Lund_00907,"55.7047847,13.1938413",Lundagérd,0 Joachim Maxein, Aug 2017
Lund_00908,"55.7047847,13.1938413",Lundagérd 9,[\ ), Aug 2014
Lund_00909,"55.7038692,13.2033632",Botanical Garden,& . Jens Lindqvist, Jul 2017
Lund_00910,"55.7119483,13.203493",[T T VT,é Sergey Mishenév,
Lund_00911,"55.7047847,13.1938413",universita di lund mc,A) Anna Riggio, Aug 2018
Lund_00912,"55.7027211,13.1930256",\/ | Vincenzo De Bert,\/ | Vincenzo De Bert, Jun 2017
Lund_00913,"55.7047847,13.1938413",Lundagérd,@) Habib ErRachici, May 2018
Lund_00914,"55.7047847,13.1938413",Lundagérd 9,@ Viral Rami, Aug 2017
Lund_00915,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_00916,"55.7038692,13.2033632",Botanical Garden,@‘ Luiz Fernando Si,
Lund_00917,"55.7047847,13.1938413",Lundagérd,@ ST EE ), Sep 2007
Lund_00918,"55.7047847,13.1938413",Lundagérd,@ ST EE ), Sep 2007
Lund_00919,"55.7045801,13.1964699",Kulturen,M) M2 BEGONA DEL, Mar 2018
Lund_00920,"55.7047847,13.1938413",Lundagérd,C  Christoph Kirchn, Aug 2017
Lund_00921,"55.7047847,13.1938413",Lundagérd,@ Nigel Westwood, Jun 2018
Lund_00922,"55.7041445,13.1932547",Lund Cathedral,c’} Robert Jacobsen, Jul 2017
Lund_00923,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00924,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00925,"55.7047847,13.1938413",Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00926,"55.7016449,13.1940633",Les Halles,ﬂ Magnus Hogfeld,s_ May 2014
Lund_00927,"55.7047847,13.1938413",Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00928,"55.7119483,13.203493",[T TV HTET 0 T,Claes Holm, Dec 2012
Lund_00929,"55.7047847,13.1938413",Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00930,"55.7047847,13.1938413",Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00931,"55.7047847,13.1938413",Lundagérd ¢,@ Ludovic Barth, Jul 2015
Lund_00932,"55.7047847,13.1938413",Lundagérd,I\ IEELEI VLT, Jul 2017
Lund_00933,"55.7047847,13.1938413",Lundagérd,“’ Adrian Popescu, Sep 2016
Lund_00934,"55.7047847,13.1938413",Lundagérd 9,Pavel Jicha,
Lund_00935,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_00936,"55.7047847,13.1938413",Lundagérd,% LEVL GRGET ), Oct 2017
Lund_00937,"55.6972583,13.18703",Stadsparken ¢,f} Filipe Naif, Jun 2018
Lund_00938,"55.7047847,13.1938413",Lundagérd 9,[’ J Joe Fernet, Sep 2017
Lund_00939,"55.7041445,13.1932547",[T T o1 T T T,ﬁ Imran Khan, Jun 2017
Lund_00940,"55.6972583,13.18703",Stadsparken,ﬁ Jaime Mora Salv, Jun 2018
Lund_00941,"55.7038523,13.1890138",Grand Hotel Lund,?L Per Irgens, Oct 2009
Lund_00942,"55.7041445,13.1932547",Lund Cathedral ¢,Y Y 7, Sep 2018
Lund_00943,"55.7047847,13.1938413",Lundagérd o,M M Wrotniak, Jul 2016
Lund_00944,"55.7119483,13.203493",[T T VT,A ' Anna Ostrowska, Jul 2018
Lund_00945,"55.7049981,13.1953926",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_00946,"55.7047847,13.1938413",Lundagérd,’ Lisa Vult von Ste, Apr 2017
Lund_00947,"55.7047847,13.1938413",Lundagérd 9,= SR, Sep 2017
Lund_00948,"55.7038692,13.2033632",Botanical Garden,6 SN YN, Jul 2015
Lund_00949,"55.7047847,13.1938413",Lundagérd H,«g T, Nov 2006
Lund_00950,"55.7047847,13.1938413",Lundagérd 8,@ Merlin Blyth, Jul 2017
Lund_00951,"55.7017432,13.1949967",Lund Market Hall,V View360 Sweder,s_ Jul 2017
Lund_00952,"55.7047847,13.1938413",Lundagérd 8,M) MrAR2407, Mar 2017
Lund_00953,"55.7047847,13.1938413",Lundagérd,@ Thomas Kamph, Jun 2014
Lund_00954,"55.7047847,13.1938413",Lundagérd,O CRNTII b,
Lund_00955,"55.7047847,13.1938413",Lundagérd,\'D Ireneusz Sakowi, May 2017
Lund_00956,"55.6972583,13.18703",,,
Lund_00957,"55.7047847,13.1938413",Lundagérd ¢,Lundagérd ¢, Jun 2017
Lund_00958,"55.7038692,13.2033632",Botanical Garden,f) Adal Alom Rodri, Jul 2017
Lund_00959,"55.7047847,13.1938413",Lundagérd,e S YD R E, May 2018
Lund_00960,"55.7047847,13.1938413",Lundagérd 8,:‘ Sufian Kamel, May 2018
Lund_00961,"55.7047847,13.1938413",Lundagérd,A) Arulselvi Selvaraj, Oct 2015
Lund_00962,"55.7047847,13.1938413",Lundagérd,A) Arulselvi Selvaraj, Oct 2015
Lund_00963,"55.7041445,13.1932547",Lund Cathedral,; P RS E, Aug 2017
Lund_00964,"55.7047847,13.1938413",Lundagérd,@ Jeanette Lidbom, Jul 2018
Lund_00965,"55.7041445,13.1932547",[T T o1 T 1T,PRI RN, Apr 2018
Lund_00966,"55.7047847,13.1938413",Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_00967,"55.7038692,13.2033632",Botanical Garden,"':,(”; Bin Ma", Aug 2017
Lund_00968,"55.7041445,13.1932547",Lund Cathedral,Joseph Mukama, Jan 2018
Lund_00969,"55.7036757,13.1883242",Bantorget 8,g% PO, Jul 2018
Lund_00970,"55.7089365,13.1971643",University Library,I\ SRV, Jul 2017
Lund_00971,"55.7108574,13.2073736",‘@I FY RN,‘@I FY RN,s_ Sep 2014
Lund_00972,"55.7047847,13.1938413",Lundagérd,M Markku Latvala, Jun 2018
Lund_00973,"55.7047847,13.1938413",Lundagérd,@ Sean MacMullan, Aug 2015
Lund_00974,"55.7047847,13.1938413",Lundagérd,& Nicolas Brochu, Jun 2018
Lund_00975,"55.7041445,13.1932547",Lund Cathedral,p Christian Kinnun, May 2017
Lund_00976,"55.7047847,13.1938413",Lundagérd 8,N Nikhil Dharap, May 2018
Lund_00977,"55.7041445,13.1932547",[T T o1 T T,@ olav sejeroe, Jul 2008
Lund_00978,"55.7047847,13.1938413",Lundagérd 9,% Vesna Fati¢, May 2017
Lund_00979,"55.7038368,13.1932971",DI TN G BT T,"-"";h‘ Larysa Rehab", May 2017
Lund_00980,"55.7041445,13.1932547",[T e T T T,@ Daniel Klein, Aug 2018
Lund_00981,"55.7002554,13.1837614","»\1,;; Aktham Yousef","»\1,;; Aktham Yousef", May 2018
Lund_00982,"55.7047847,13.1938413",Lundagérd 8,@ PP\, Jul 2016
Lund_00983,"55.7047847,13.1938413",Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_00984,"55.7047847,13.1938413",Lundagérd,& MONICA MARIN(, Aug 2017
Lund_00985,"55.7041445,13.1932547",[T e T T T,Ania Jasiok, Oct 2018
Lund_00986,"55.7027211,13.1930256",Stortorget B,(o e I=H Y], Mar 2017
Lund_00987,"55.7047847,13.1938413",Lundagérd 9,({‘ Lucija Cetin, Jul 2016
Lund_00988,"55.7041445,13.1932547",[T L He 1 BT,R Monika Jiraseko, Jun 2018
Lund_00989,"55.7047847,13.1938413",Lundagérd 8,"@,‘ (=11 E", May 2017
Lund_00990,"55.7047847,13.1938413",Lundagérd,"C"":} Leszek A Gasien", Jul 2017
Lund_00991,"55.7047847,13.1938413",Lundagérd 9,Bl G N],
Lund_00992,"55.7071807,13.195471",Gamla kirurgen,Christofer Sjéhol, Jul 2017
Lund_00993,"55.7045801,13.1964699",Kulturen,g) Peter Vang Chris, Jun 2017
Lund_00994,"55.7047847,13.1938413",Lundagérd,% Timothy Buelow, Jun 2017
Lund_00995,"55.7038692,13.2033632",Botanical Garden,S  Sheila Sang, Aug 2018
Lund_00996,"55.7038692,13.2033632",Botanical Garden,w@: Andreas Gillberg, Jul 2018
Lund_00997,"55.7045801,13.1964699",Kulturen,M Maria Klanac, Apr 2018
Lund_00998,"55.7047847,13.1938413",Lundagérd 9,"f’, B e", Jul 2016
Lund_00999,"55.7038692,13.2033632",Botanical Garden,w@ Luuk Mulder, Jun 2017
Lund_01000,"55.7047847,13.1938413",Lundagérd,D Daniel Zimmerm, Aug 2017
Lund_01001,"55.6986238,13.1833884",Stadsparken i Lund,Stadsparken i Lund, Aug 2016
Lund_01002,"55.6870074,13.1907023",AB Tetra Pak c,a FN, Aug 2017
Lund_01003,"55.7047847,13.1938413",Lundagérd,A Anneliese Wacke, May 2017
Lund_01004,"55.7047847,13.1938413",Lundagérd,D David @rholm Jel, Jul 2017
Lund_01005,"55.70631,13.191152",The Bishops Arms,J) JAKAWAT PUMP, May 2017
Lund_01006,"55.7047847,13.1938413",Lundagérd,"@i, Daniel Persenius", Jul 2017
Lund_01007,"55.7027211,13.1930256",\/ | Vincenzo De Bert,\/ | Vincenzo De Bert, Jun 2017
Lund_01008,"55.7038692,13.2033632",Botanical Garden,"-_’é, Tiago Duarte", Aug 2016
Lund_01009,"55.7047847,13.1938413",Lundagérd 9,A Anon Ymous, Jun 2017
Lund_01010,"55.7047661,13.1959843",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_01011,"55.7047847,13.1938413",Lundagérd 8,M) MrAR2407, Mar 2017
Lund_01012,"55.7047847,13.1938413",Lundagérd,r  rawlings nechavz, May 2018
Lund_01013,"55.7045801,13.1964699",Kulturen |,Kulturen |, Aug 2016
Lund_01014,"55.7119483,13.203493",Lund University H,@ Oliver Halls, Mar 2015
Lund_01015,"55.7089365,13.1971643",University Library,-’ Thomas MAGNY, Aug 2017
Lund_01016,"55.7303086,13.1805445",Fredentorps Begravn,6 IR DL, Sep 2016
Lund_01017,"55.7030731,13.1923768",Akademibokhandeln,    , May 2017
Lund_01018,"55.7041445,13.1932547",(I LR G L,g\ Stefanie Graham, May 2018
Lund_01019,"55.7050151,13.1932497",. Andreas Schaller,. Andreas Schaller, May 2016
Lund_01020,"55.7227858,13.1897052",Sankt Hans Hill,Q KHADIJA SAIDI, Sep 2018
Lund_01021,"55.7047847,13.1938413",Lundagérd c,L) Lurdes Otaegi, Sep 2016
Lund_01022,"55.7047847,13.1938413",Lundagérd,wik: Andreas Gillberg, May 2017
Lund_01023,"55.7045801,13.1964699",Kulturen,:g' Martin Andersso, Jun 2017
Lund_01024,"55.7038692,13.2033632",Botanical Garden,S Silvia Bacher, Jul 2017
Lund_01025,"55.7041445,13.1932547",Lund Cathedral {,J Jason Chaikin, Oct 2016
Lund_01026,"55.7047847,13.1938413",Lundagérd,R ' Rodica Adamest, May 2018
Lund_01027,"55.7077976,13.1568181",Rinnebidck Gorge,a Daniel Nilsson, Nov 2017
Lund_01028,"55.7025064,13.1978695",Folkuniversitetets fo,LRI IYCET, Mar 2017
Lund_01029,"55.6972583,13.18703",Stadsparken,5 m Anna Sadowska, Oct 2018
Lund_01030,"55.7050834,13.1956934",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_01031,"55.7047847,13.1938413",Lundagérd 8,@ Helena Heino,
Lund_01032,"55.7041445,13.1932547",[T T o1 T 1T,A Abdo Fadl, Jul 2017
Lund_01033,"55.7121532,13.2086402",Lund LTH,% William Térneber, Oct 2017
Lund_01034,"55.6972583,13.18703",Stadsparken,6’:‘.‘ Casper Johansst, Apr 2018
Lund_01035,"55.7047847,13.1938413",Lundagérd,'v Rafael Schwartz, May 2018
Lund_01036,"55.7047847,13.1938413",Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_01037,"55.7077976,13.1568181",Rinnebidck Gorge,a Daniel Nilsson,
Lund_01038,"55.7047847,13.1938413",Lundagérd,"C"":} Leszek A Gasien", Jul 2017
Lund_01039,"55.7047847,13.1938413",Lundagérd,@ Mohammadjums, Mar 2016
Lund_01040,"55.7047847,13.1938413",Lundagérd 9,L 1T T,
Lund_01041,"55.7047847,13.1938413",Lundagérd,"@3}, Pia Dyvander Jol", Jul 2017
Lund_01042,"55.7045801,13.1964699",Kulturen g,py g, Jun 2018
Lund_01043,"55.7051331,13.1915304",Juridiska institutione,&- Claude Bukowsk,
Lund_01044,"55.7047847,13.1938413",Lundagérd,G  Giliana Gallegra, Aug 2018
Lund_01045,"55.7030731,13.1923768",Akademibokhandeln,    , May 2017
Lund_01046,"55.7041445,13.1932547",Lund Cathedral,VR LEE L C e Ll, Aug 2017
Lund_01047,"55.7041445,13.1932547",Catedral de Lund.Su,M Marisa Barroso,
Lund_01048,"55.7047847,13.1938413",Lundagérd 9,6@@ Lau Moura, Jun 2018
Lund_01049,"55.7041445,13.1932547",[T T o1 T T T,[T T o1 T T T, Jul 2014
Lund_01050,"55.7050514,13.1934719",Dandelionentertainm,"&'4 , Hazhar Ghaderi",s_ Nov 2015
Lund_01051,"55.6972583,13.18703",Stadsparken,ﬁ Jaime Mora Salv, Jun 2018
Lund_01052,"55.7047847,13.1938413",Lundagérd,@ Ibrahim Akkash, Sep 2016
Lund_01053,"55.7045801,13.1964699",Kulturen,M Maria Klanac, Apr 2018
Lund_01054,"55.6898804,13.1708437",Autumn flood at the,\ ) Anna Honkanen, Sep 2017
Lund_01055,"55.7041445,13.1932547",Lund Cathedral,M Michael Bippes, Jul 2017
Lund_01056,"55.6938744,13.1615008",[T ¢,. Sookyong Lee, Apr 2017
Lund_01057,"55.7047847,13.1938413",Lundagérd,‘E’ng Marzia Cescon, Oct 2017
Lund_01058,"55.7047847,13.1938413",Lundagérd,ﬂ Bnapgumup Tutos, Jun 2016
Lund_01059,"55.7047847,13.1938413",Lundagérd 9,( R LG, May 2017
Lund_01060,"55.7047847,13.1938413",Lundagérd,NG P NEE T, Jul 2018
Lund_01061,"55.7047847,13.1938413",Lundagérd 9,i\ Bengt Jiirs, Sep 2013
Lund_01062,"55.7047847,13.1938413",Lundagérd 9,i\ Bengt Jiirs, Sep 2013
Lund_01063,"55.7041445,13.1932547",Lund Cathedral :,UIf Danielsson, Aug 2017
Lund_01064,"55.7047847,13.1938413",Lunds universitets re,L) Linus Jeppsson, Mar 2017
Lund_01065,"55.7047847,13.1938413",Lundagérd,[ Q‘ Ronan Watson, Aug 2017
Lund_01066,"55.7041445,13.1932547",Lund Cathedral,@ (LTI, Aug 2017
Lund_01067,"55.7047847,13.1938413",Lundagérd,Michal Skrzypiec, Mar 2011
Lund_01068,"55.7041445,13.1932547","[T, T o1 T T T",(Rt N Y EY CY:TTEY, May 2017
Lund_01069,"55.7047847,13.1938413",Lundagérd,'j:_ Lucian Gevelegia, Aug 2008
Lund_01070,"55.7050514,13.1934719",Dandelionentertainm,"&'4 , Hazhar Ghaderi",s_ Nov 2015
Lund_01071,"55.7041445,13.1932547",Lund Cathedral,&) Bjarne Rosengrel, Apr 2017
Lund_01072,"55.7047847,13.1938413",Lundagérd,6‘ Jonathan Bryce,
Lund_01073,"55.7041445,13.1932547",Lund Cathedral,[ SRV L,
Lund_01074,"55.7047847,13.1938413",Lundagérd,& Nicolas Brochu, Jun 2018
Lund_01075,"55.7047847,13.1938413",Lundagérd,‘a Sapkaris Nikolao, Aug 2018
Lund_01076,"55.7047847,13.1938413",Lundagérd,Stefanos Karidak, Jun 2017
Lund_01077,"55.7047847,13.1938413",Lundagérd,% Onga osborn G, Apr 2016
Lund_01078,"55.7088974,13.1833781",Bjeredsparken ¢,@ NI R, Apr 2018
Lund_01079,"55.7047847,13.1938413",Lundagérd,0 Joachim Maxein, Aug 2017
Lund_01080,"55.7041445,13.1932547",[T L He 1 BT,. EECIen, Sep 2017
Lund_01081,"55.7052796,13.1940377",L (LT T,‘ﬁ James Andrews,
Lund_01082,"55.7046601,13.1910073",0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
Lund_01083,"55.7041445,13.1932547",(I LR L,"C"":} Leszek A Gasien", Jul 2018
Lund_01084,"55.7047847,13.1938413",Lundagérd,0 Marijke De Jong-, Jun 2015
Lund_01085,"55.7047847,13.1938413",Lundagérd,A Anneliese Wacke, May 2017
Lund_01086,"55.7041445,13.1932547",[T L He 1 BT,. EECIen, Sep 2017
Lund_01087,"55.7119483,13.203493",[T TV TTET 3 T,[T TV TTET 3 T, Jan 2018
Lund_01088,"55.7160913,13.1561735",MAX 8,ﬁ Pepijn Fens, Jul 2018
Lund_01089,"55.7047847,13.1938413",Lundagérd 9,L 1T T, Sep 2013
Lund_01090,"55.7037735,13.193264",Dandelionentertainm,"‘5 , Hazhar Ghaderi",s_ Nov 2015
Lund_01091,"55.7047847,13.1938413",Lundagérd 9,L 1T T, Sep 2013
Lund_01092,"55.7047847,13.1938413",Lundagérd H,"«’l‘é‘f"" ARG Y", Sep 2016
Lund_01093,"55.7041445,13.1932547","[T, T o1 T T T",(Rt N Y EY CY:TTEY, May 2017
Lund_01094,"55.7047847,13.1938413",Lundagard ¢,V VanYu, May 2018
Lund_01095,"55.7047847,13.1938413",Lundagérd 9,P Ly, Sep 2013
Lund_01096,"55.7047847,13.1938413",Lundagérd 9,@ DLCI@L T, Jul 2017
Lund_01097,"55.7038692,13.2033632",Botanical Garden,@ Hans Jirgen Klai, Sep 2018
Lund_01098,"55.7047847,13.1938413",Lundagérd 8,ORI ),
Lund_01099,"55.7041445,13.1932547",Lund Cathedral,Q Tiinde Vigyinszki, Aug 2017
Lund_01100,"55.7143434,13.2152341",Ideon Science Park,'?:“ jan kees dommis, Mar 2018
Lund_01101,"55.7143434,13.2152341",Ideon Science Park,'?:“ jan kees dommis, Mar 2018
Lund_01102,"55.6960644,13.1986066",The More Hotel Lunc,C) Carlo Pezzoli, Jun 2018
Lund_01103,"55.7047847,13.1938413",Lundagérd,) ravio ERachici, May 2018
Lund_01104,"55.7041445,13.1932547",[T L He 1 BT,% Hans Olav Nyma, Jul 2018
