Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
279,Lund_02037,Estate,Property,Building,Mansion,Public space,Grass,Stately home,Campus,Real estate,Tree,Lundagérd,Mauricio Heyerm, Oct 2015
297,Lund_02480,Estate,Property,Lawn,Natural landscape,House,Grass,Leaf,Tree,Land lot,Home,Vasaplatsen,@ Tim Scharinger, Oct 2018
321,Lund_01433,Estate,Building,Mansion,Property,Palace,Stately home,House,Château,Manor house,Tree,Lundagérd,A) Arulselvi Selvaraj, Oct 2015
343,Lund_01553,Garden,Nature,Botanical garden,Natural landscape,Tree,Leaf,Plant,Autumn,Botany,Spring,Stadsparken,5 m Anna Sadowska, Oct 2018
369,Lund_00373,Landmark,Medieval architecture,Building,Architecture,Spire,Place of worship,Classical architecture,Steeple,Church,Sky,[T L He 1 BT,ﬁj Narasimha Rao, Oct 2017
407,Lund_02906,Rock,Sculpture,Tree,Art,Megalith,Landscape,Plant,Boulder,Environmental art,Monument,Stadsparken,A Aleksander Szyci, Oct 2018
412,Lund_02879,Building,Architecture,Medieval architecture,Landmark,Cathedral,Place of worship,Gothic architecture,Classical architecture,Church,Steeple,Stadsparken,% \CeRinlinbiv], Oct 2017
414,Lund_01822,Botany,Water,Tree,Architecture,Leaf,Garden,Botanical garden,Sky,Grass,Building,Lundagérd,Simius Taaravare, Oct 2016
424,Lund_01491,Building,Architecture,Estate,Mansion,Official residence,Palace,Stately home,Classical architecture,House,Manor house,Lundagérd,% LEVL GRGET ), Oct 2017
452,Lund_01556,Building,Landmark,Estate,Tree,Property,Mansion,Sky,Architecture,House,Palace,Lundagérd,Jani Maltehaim, Oct 2016
461,Lund_00523,Building,Estate,Mansion,Palace,Landmark,Property,Stately home,Classical architecture,Official residence,Château,Lundagérd,Krystian Czernek, Oct 2017
508,Lund_00810,Landmark,Medieval architecture,Sky,Architecture,Building,Place of worship,Classical architecture,Church,Town,Facade,Lund Cathedral,'Q Evita Virdziniece, Oct 2017
528,Lund_02002,Estate,Building,Mansion,Stately home,Palace,Château,Official residence,Architecture,Manor house,Castle,Lundagérd,Pinak Ranjan Sal, Oct 2017
542,Lund_03110,Water,Reflecting pool,Fountain,Water feature,Grass,Photography,Architecture,Landscape,Landscaping,Park,LT TR G,a (VI E R I GTET), Oct 2018
543,Lund_00178,Aerial photography,Metropolitan area,Urban area,Bird's-eye view,Cityscape,City,Residential area,Suburb,Sky,Human settlement,DCIM\102MEDIA\DJ,Mohamed Elban, Oct 2017
575,Lund_00726,Medieval architecture,Building,Architecture,Landmark,Property,Stately home,Estate,Historic site,Brick,Castle,Lundagérd,@ Anton Mozgovyi, Oct 2017
589,Lund_02040,Landmark,Architecture,Building,Sky,Estate,Classical architecture,Palace,Tourist attraction,Stately home,Mansion,Lundagérd,4;9 Diego Reyes Gon, Oct 2017
613,Lund_00562,Building,Classical architecture,Palace,Mansion,Landmark,Architecture,Official residence,Estate,Presidential palace,Stately home,Lundagérd,fﬁ“’ Aleksas Aleksas, Oct 2017
618,Lund_01712,Natural landscape,Body of water,Nature,Bank,Tree,River,Reflection,Natural environment,Waterway,Water,Stadsparken,5 a Anna Sadowska, Oct 2018
633,Lund_01033,Sky,Water,Tree,Daytime,Garden,Urban area,Wilderness,Botany,Leaf,Architecture,Lund LTH,% William Térneber, Oct 2017
678,Lund_02797,Landmark,Building,Architecture,Medieval architecture,Sky,Town,Classical architecture,Facade,City,Church,Lundagérd,@ cissio Oliveira, Oct 2017
680,Lund_01383,Building,Landmark,Architecture,Medieval architecture,Classical architecture,Church,Facade,Cathedral,Place of worship,Arch,Lundagérd,% LEVL GRGET ), Oct 2017
694,Lund_02073,Sky,Architecture,Blue,Landmark,Building,Daytime,Classical architecture,Cathedral,Facade,Cloud,Lundagérd,?‘ Riccardo Patriarc, Oct 2016
717,Lund_02489,Leaf,Tree,Sky,Autumn,Natural landscape,Residential area,Daytime,Real estate,Public space,Neighbourhood,OLYMPUS DIGITAL C,& Lennart Eliasson, Oct 2007
732,Lund_02235,Natural landscape,Vegetation,Natural environment,Bank,Nature reserve,Wilderness,Grass,Tree,Waterway,Biome,Rinnebick Gorge 2,D  Dan Collin, Oct 2018
735,Lund_00607,Landmark,Architecture,Building,Medieval architecture,Spire,Sky,Town,Cathedral,Church,Gothic architecture,Lundagérd 8,@ Sergio Garcia, Oct 2012
781,Lund_02436,Natural landscape,Nature,Water,Nature reserve,Wilderness,Bank,Natural environment,Watercourse,River,Tree,Vérpinge Hundrastpl,& Victor Kalbskopf, Oct 2016
820,Lund_02090,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Church,Facade,Arch,Historic site,Arcade,Lund Cathedral,@ Krystian Czernek, Oct 2017
824,Lund_01462,Landmark,Sky,Architecture,Tree,Spire,Building,Steeple,Church,Tower,Urban area,Lundagérd,@ ST EE ), Oct 2007
916,Lund_03181,Sky,Tree,Garden,Leaf,Grass,Daytime,Wilderness,Lawn,Autumn,Park,Stadsparken,5 m Anna Sadowska, Oct 2018
946,Lund_02584,Landmark,Building,City,Town,Architecture,Street,Urban area,Human settlement,Neighbourhood,Sky,Lundagérd,R Ryan Lannigan, Oct 2018
962,Lund_02755,Tree,Leaf,Sky,Autumn,Woody plant,Yellow,Daytime,Plant,Botany,Grass,Lundagérd ¢,& Obbie Hadrian, Oct 2018
973,Lund_02766,Landmark,Architecture,Winter,Building,Freezing,Snow,Sky,Medieval architecture,Tower,Tourism,[T He 1 L T,OZRONK CARPE|, Oct 2018
987,Lund_02931,Sky,Landmark,Estate,Building,Mansion,Château,Atmospheric phenomenon,Morning,House,Palace,Lundagérd,%@‘ Orfeas Kalipolitis, Oct 2018
990,Lund_02312,Watercourse,Water resources,Bank,Stream,Riparian zone,Water,Waterway,Ditch,Creek,Arroyo,Rinnebick Gorge,2 1T T, Oct 2013
994,Lund_02606,Property,Building,House,Architecture,Brick,Home,Residential area,Town,Neighbourhood,Facade,Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
1010,Lund_01463,Landmark,Sky,Architecture,Tree,Spire,Building,Steeple,Church,Tower,Urban area,Lundagérd,@ ST EE ), Oct 2007
1011,Lund_00017,Tree,Natural landscape,Walkway,Park,Grass,Garden,Botany,Botanical garden,Road,Thoroughfare,@ Mohammad Wat,@ Mohammad Wat, Oct 2017
1032,Lund_00936,Town,Building,Human settlement,City,Public space,Architecture,Town square,Neighbourhood,Cobblestone,Street,Lundagérd,% LEVL GRGET ), Oct 2017
1036,Lund_02564,Building,Factory,Floor,Machine,Flooring,,,,,,MAX IV Laboratory,@ EONE Y, Oct 2016
1047,Lund_02381,House,Town,Property,Sky,Building,Architecture,Urban area,Neighbourhood,Tree,Wall,Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
1056,Lund_00827,Landmark,Medieval architecture,Architecture,Building,Sky,Spire,Cathedral,Historic site,Steeple,Place of worship,[T L Ee G LT,fi‘ \CeRinlinbiz], Oct 2017
1057,Lund_01489,Building,Architecture,Estate,Mansion,Official residence,Palace,Stately home,Classical architecture,House,Manor house,Lundagérd,% LEVL GRGET ), Oct 2017
1067,Lund_01243,Landmark,Estate,Architecture,Tree,House,Building,Sky,Grass,Mansion,Botany,Stadsparken,% \CeRinlinbiv], Oct 2017
1120,Lund_02462,Landmark,Tree,Sky,Garden,Leaf,Park,Botany,Public space,Grass,Autumn,Lundagérd,%@‘ Orfeas Kalipolitis, Oct 2018
1123,Lund_01249,Body of water,Natural landscape,Water resources,Nature,Waterway,Water,River,Bank,Natural environment,Canal,Kiillby avioppsrening,NG T LR, Oct 2011
1127,Lund_03176,Residential area,Property,Architecture,Building,House,Neighbourhood,Real estate,Brutalist architecture,Facade,Apartment,Rinnebick Gorge,e S YD R E, Oct 2017
1141,Lund_01248,Building,Architecture,Landmark,Classical architecture,Palace,Estate,House,Mansion,Facade,Sky,Lundagérd ¢,Mike L., Oct 2011
1164,Lund_00603,Landmark,Architecture,Building,Medieval architecture,Spire,Sky,Town,Cathedral,Church,Gothic architecture,Lundagérd 8,@ Sergio Garcia, Oct 2012
1170,Lund_01749,Building,Architecture,Landmark,Facade,Medieval architecture,Classical architecture,Place of worship,Church,Cathedral,History,Lund Cathedral,r Marion Kaletta, Oct 2017
1171,Lund_01873,Water,Fountain,Botany,Reflecting pool,Tree,Park,Botanical garden,Architecture,Water feature,Garden,Lundagérd 9,LT =T, Oct 2016
1245,Lund_01676,Landmark,Building,Town,Architecture,Sky,City,Medieval architecture,Tree,Stately home,Facade,University Library,Henrik Klasson, Oct 2016
1246,Lund_03162,Landmark,Building,Mansion,Estate,Palace,Classical architecture,Property,Architecture,Stately home,Official residence,Lundagérd,R Ryan Lannigan, Oct 2018
1259,Lund_02435,Estate,Property,Building,Landmark,Sky,Architecture,House,Mansion,Home,Tree,Lundagérd,R Ryan Lannigan, Oct 2018
1288,Lund_02209,Body of water,Natural landscape,Sky,Water,Nature,Cloud,Lake,Natural environment,Loch,Wilderness,Janus Wojtaszcz,Janus Wojtaszcz, Oct 2017
1297,Lund_01157,Building,Architecture,Landmark,Medieval architecture,Facade,Church,Classical architecture,Place of worship,Cathedral,History,Lund Cathedral,m  michella obradoy, Oct 2016
1323,Lund_00109,Picket fence,Property,House,Fence,Home,Building,Architecture,Tree,Cottage,Home fencing,@ Mohammad Wat,@ Mohammad Wat, Oct 2017
1327,Lund_01029,Sky,Garden,Tree,Natural landscape,Estate,Leaf,Lawn,Botanical garden,Botany,Grass,Stadsparken,5 m Anna Sadowska, Oct 2018
1337,Lund_01645,Fountain,Water,Water resources,Natural landscape,Property,Water feature,Garden,Grass,Estate,Tree,Stadsparken,Giorgio Berardi, Oct 2017
1339,Lund_02746,Building,Architecture,Restaurant,Font,Facade,Signage,,,,,V.ES.PA,@ Michael Bossett:, Oct 2018
1369,Lund_01138,Natural landscape,Pond,Reflection,Bank,Water,Waterway,Botany,Water resources,Watercourse,Reflecting pool,Botanical Garden,Q” UL I, Oct 2017
1401,Lund_01178,Sky,Tree,Leaf,Grass,Cloud,Daytime,Architecture,House,Autumn,Town,Bjeredsparken,% William Térneber, Oct 2017
1428,Lund_02538,Building,Landmark,Classical architecture,Architecture,Palace,Facade,Château,Tourist attraction,Official residence,Estate,Lundagérd 8,g% Dennis Frank, Oct 2018
1449,Lund_02754,Sky,Natural landscape,Tree,Property,Leaf,Shrub,Grass,Morning,Lawn,Land lot,Vasaplatsen,@ Tim Scharinger, Oct 2018
1475,Lund_02510,Natural landscape,Natural environment,Vegetation,Water,Nature reserve,Wilderness,Tree,Sky,Bank,River,. Pavel Larsson,. Pavel Larsson, Oct 2017
1481,Lund_02727,Retail,Building,Supermarket,Convenience store,Marketplace,Grocery store,Outlet store,Aisle,Floor,Trade,ICA Supermarket Lin,ﬂ) Mr.Roman Lak, Oct 2016
1483,Lund_01262,Natural landscape,Nature,Highland,Wilderness,Grass,Nature reserve,Geological phenomenon,Hill,Fell,Waterway,Virpinge Golfklubb,& Victor Kalbskopf, Oct 2016
1485,Lund_03135,Town,Vehicle,Neighbourhood,Residential area,Mixed-use,Architecture,House,Building,City,Tourism,Lundagérd ¢,& Obbie Hadrian, Oct 2018
1538,Lund_02284,Building,Factory,Industry,Interior design,Loft,Floor,Hall,Architecture,Flooring,Engineering,MAX IV Laboratory,@ EONE Y, Oct 2016
1548,Lund_01181,Classical architecture,Landmark,Architecture,Building,Medieval architecture,Facade,Sky,Place of worship,Cathedral,Church,[T e T T T,'QE Ania Jasiok, Oct 2018
1550,Lund_00233,Building,Landmark,Architecture,Estate,Mansion,Palace,Stately home,Official residence,House,Classical architecture,Lundagérd,@ cissio Oliveira, Oct 2017
1582,Lund_02712,Residential area,Building,Architecture,Neighbourhood,Property,Human settlement,Urban area,Town,City,Apartment,Virvelvindsviagen ¢,t Erik Lundgren, Oct 2016
1614,Lund_01244,Classical architecture,Building,Architecture,Landmark,Facade,Courthouse,Tourist attraction,Column,Palace,Photography,Lundagérd,Centar Prevencij:, Oct 2016
1620,Lund_02421,Garden,Natural landscape,Nature,Leaf,Botanical garden,Autumn,Tree,Vegetation,Plant,Wilderness,Stadsparken,5 a Anna Sadowska, Oct 2018
1627,Lund_01291,Property,Building,Town,Architecture,House,Almshouse,Medieval architecture,Brick,Estate,Window,Lund Cathedral,Krystian Czernek, Oct 2017
1644,Lund_01342,Property,Building,Architecture,Town,Estate,House,Mansion,Cobblestone,Palace,Château,Lund Cathedral,@ Krystian Czernek, Oct 2017
1659,Lund_02851,Estate,Building,Mansion,Property,Palace,Landmark,House,Sky,Architecture,Stately home,Lund LTH,% William Térneber, Oct 2017
1665,Lund_01385,Building,Transport,Vehicle,Car,Architecture,Real estate,Commercial building,Compact car,Subcompact car,Facade,Nova i Lund,Nevruz Alievski, Oct 2016
1694,Lund_00049,Palace,Building,Estate,Landmark,Château,Mansion,Official residence,Architecture,Stately home,Presidential palace,;&g peter kurnavka,;&g peter kurnavka, Oct 2017
1695,Lund_00713,Landmark,Estate,Building,Architecture,Botany,Tree,House,Sky,Mansion,Park,Lundagérd 8,"'@‘, Ann Sandin", Oct 2017
1702,Lund_00376,Building,Classical architecture,Palace,Landmark,Mansion,Architecture,Official residence,Estate,Presidential palace,Château,Lundagérd,fﬁ“’ Aleksas Aleksas, Oct 2017
1712,Lund_01613,Building,Town,Property,Human settlement,Architecture,Neighbourhood,City,Mixed-use,House,Facade,University Library,(NN TR o= Tal o], Oct 2016
1728,Lund_00840,Fountain,Daytime,Estate,Tree,Leaf,Park,Water feature,Grass,Garden,Lawn,Stadsparken,5 m Anna Sadowska, Oct 2018
1741,Lund_02352,House,Property,Vegetation,Leaf,Building,Wall,Brick,Architecture,Tree,Window,Lundagérd ¢,& Obbie Hadrian, Oct 2018
1747,Lund_01604,Body of water,Natural landscape,Pond,Nature,Bank,Water,Water resources,Duck,Natural environment,Nature reserve,Stadsparken,Goran Svennarp, Oct 2017
1751,Lund_02553,House,Neighbourhood,Property,Architecture,Town,Brick,Wall,Urban area,Building,Sky,Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
1757,Lund_00760,Landmark,Medieval architecture,Architecture,Building,Sky,Cathedral,Spire,Place of worship,Church,Steeple,[T L Ee G B,fi‘ \CeRinlin L], Oct 2017
1759,Lund_00859,Estate,Landmark,Building,Mansion,Palace,Architecture,Property,Stately home,Official residence,Classical architecture,[TV T,1] Matthias McAllis, Oct 2016
1772,Lund_02970,Natural landscape,Nature,Tree,Natural environment,Watercourse,Nature reserve,Bank,Water,Waterway,Stream,Rinnebick Gorge 2,L 1T T, Oct 2013
1788,Lund_01359,Town,Building,Property,Mixed-use,Architecture,Neighbourhood,House,City,Real estate,Residential area,Park Inn by Radissor,l& Thom Seaman, Oct 2016
1833,Lund_02281,Factory,Industry,Building,Warehouse,Machine,Toolroom,Mass production,Hall,Interior design,Workshop,MAX IV Laboratory,@ EONE Y, Oct 2016
1843,Lund_00692,Building,Estate,Palace,Mansion,Landmark,Château,Stately home,Official residence,Architecture,Classical architecture,Lundagérd,;&g peter kurnavka, Oct 2017
1848,Lund_03173,Grassland,Natural landscape,Pasture,Vegetation,Field,Nature,Natural environment,Meadow,Land lot,Grass,Klosteréngshojden,Klosteréngshojden, Oct 2018
1854,Lund_01618,Classical architecture,Landmark,Architecture,Building,Sky,Facade,Palace,City,Metropolis,Plaza,Lundagérd,LT [N EETG Y, Oct 2018
1857,Lund_00224,Building,Landmark,Architecture,Estate,Palace,Stately home,Mansion,Official residence,Château,Classical architecture,Lundagérd,@ cissio Oliveira, Oct 2017
1861,Lund_01714,Landmark,Medieval architecture,Architecture,Building,Place of worship,Sky,Spire,Church,Cathedral,Gothic architecture,Lundagérd 9,Lundagérd 9, Oct 2013
1884,Lund_00985,Building,Town,Medieval architecture,Architecture,Facade,Church,Monastery,Abbey,Cathedral,Convent,[T e T T T,Ania Jasiok, Oct 2018
1887,Lund_01309,Town,City,Public space,Landmark,Human settlement,Plaza,Town square,Building,Architecture,Street,Lund Cathedral,@ Krystian Czernek, Oct 2017
1890,Lund_01776,Tree,Landmark,Medieval architecture,Château,Castle,Building,Architecture,Woody plant,Stately home,Fortification,Lundagérd 9,L CIOEILEIVE, Oct 2017
1906,Lund_02818,Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,City,Human settlement,Neighbourhood,Lundagérd 8,@ Sergio Garcia, Oct 2012
1926,Lund_01179,Building,Château,Estate,Stately home,Architecture,Mansion,Palace,Manor house,Historic house,Medieval architecture,Grand Hotel Lund,J Jason Chaikin, Oct 2016
1934,Lund_03201,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Arch,Facade,Historic site,Estate,Lund Cathedral,@ Krystian Czernek, Oct 2017
1939,Lund_01836,Natural landscape,Body of water,Nature,Water resources,Water,Fountain,Tree,Watercourse,Nature reserve,Bank,Stadsparken,5 a Anna Sadowska, Oct 2018
1942,Lund_03107,Highland,Geological phenomenon,Hill station,Water,Watercourse,Sky,Rural area,Grass,Tree,Landscape,Rinnebick Gorge,D Davide De Martir, Oct 2016
1946,Lund_02250,Slope,Geological phenomenon,Grass,Rural area,Tree,Road,Pasture,Land lot,Landscape,Plant,Rinnebick Gorge,e S YD R E, Oct 2017
1950,Lund_01828,Landmark,Building,Architecture,Classical architecture,Mansion,House,Estate,Official residence,Palace,Presidential palace,Lundagérd 9,Zoran Trivic, Oct 2017
1979,Lund_02276,Property,House,Sky,Building,Architecture,Home,Yard,Grass,Residential area,Real estate,Kulturen,ina andersen, Oct 2018
2001,Lund_02934,Grass,Natural landscape,Lawn,Property,Walkway,Garden,Backyard,Yard,Grass family,Land lot,Ostratornskolan,= Anne-Lii Lindahl, Oct 2016
2019,Lund_02210,Body of water,Natural landscape,Sky,Water,Nature,Cloud,Lake,Natural environment,Loch,Wilderness,Eslév Toy Museum,J Janus Wojtaszcz, Oct 2017
2029,Lund_01464,Landmark,Sky,Architecture,Tree,Spire,Steeple,Building,Church,Tower,Urban area,Lundagérd,@ ST EE ), Oct 2007
2082,Lund_01196,Town,Building,Property,Architecture,Mixed-use,Human settlement,House,Neighbourhood,City,Real estate,Botulfsplatsen,‘Q Thom Seaman, Oct 2016
2086,Lund_01057,Landmark,Building,Property,Architecture,Tree,Stately home,Medieval architecture,Castle,Estate,Château,Lundagérd,‘E’ng Marzia Cescon, Oct 2017
2120,Lund_01482,Sky,Garden,Nature,Cloud,Botanical garden,Daytime,Natural landscape,Tree,Botany,Grass,Stadsparken g,M> Max Power, Oct 2015
2150,Lund_03202,Landmark,Architecture,Building,Sky,City,Classical architecture,Medieval architecture,Church,Urban area,Cathedral,[T e T T T,[T e T T T, Oct 2017
2163,Lund_02643,Leaf,Sky,Tree,Autumn,Wilderness,Biome,Urban area,Morning,Residential area,City,Rotundan,R  Risto Lazarevic, Oct 2018
2164,Lund_01766,Classical architecture,Building,Landmark,Architecture,Property,Mansion,Palace,Estate,Sky,House,Lundagérd c,Goran Egevad, Oct 2017
2169,Lund_00712,Town,City,Human settlement,Public space,Town square,Building,Architecture,Plaza,Tourism,Mixed-use,Botulfsplatsen,‘Q Thom Seaman, Oct 2016
2180,Lund_00219,Building,Landmark,Architecture,Estate,Palace,Stately home,Mansion,Sky,Official residence,Château,Lundagérd,@ cissio Oliveira, Oct 2017
2230,Lund_00075,Property,Town,Building,Neighbourhood,Thoroughfare,Street,House,Road,City,,. Marion Kaletta,. Marion Kaletta, Oct 2017
2242,Lund_02580,Vegetation,Grass,Slope,Tree,Geological phenomenon,Waterway,Land lot,Rural area,Landscape,Grassland,Rinnebick Gorge,s Zingo Andersen, Oct 2017
2311,Lund_00252,Building,Palace,Classical architecture,Château,Landmark,Architecture,Estate,Mansion,Official residence,Facade,LT TV HTET 1 T,(S VYA, Oct 2010
2324,Lund_00292,Building,Landmark,Property,Architecture,Estate,Palace,Sky,Town,City,Stately home,University Library,(S VYA, Oct 2010
2326,Lund_03200,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Arch,Facade,Historic site,Estate,Lundagérd,Krystian Czernek, Oct 2017
2337,Lund_00762,Building,Property,Landmark,Architecture,Estate,Town,Stately home,Mansion,House,City,Grand Hotel Lund |,Y Y 7, Oct 2018
2357,Lund_01163,Landmark,Architecture,Building,Sky,Medieval architecture,Town,Spire,Cathedral,Gothic architecture,Tower,Lundagérd 8,@ Sergio Garcia, Oct 2012
2361,Lund_01393,Estate,Building,Mansion,Property,Palace,Stately home,Manor house,Château,Official residence,House,Lundagérd 9,Ben Carsten, Oct 2017
2362,Lund_01162,Landmark,Architecture,Building,Sky,Medieval architecture,Town,Spire,Cathedral,Gothic architecture,Tower,Lundagérd 8,@ Sergio Garcia, Oct 2012
2416,Lund_00941,Building,Property,Estate,Palace,Public space,Plaza,Stately home,Human settlement,City,Mansion,Grand Hotel Lund,?L Per Irgens, Oct 2009
2417,Lund_01664,Sky,Landmark,Tree,Leaf,Autumn,Architecture,Building,Steeple,City,Cloud,Lundagérd,Marzia Cescon, Oct 2017
2463,Lund_02074,Sky,Architecture,Landmark,Building,Photography,Fisheye lens,Urban area,City,Cloud,Tree,[T T e T T T,Mark Vartok, Oct 2015
2472,Lund_01488,Building,Classical architecture,Architecture,Landmark,Palace,Facade,Mansion,Official residence,Estate,Stately home,Lundagérd,(elT. 1 W [V =, Oct 2014
2474,Lund_02433,Estate,Property,Building,Landmark,Architecture,Sky,Mansion,House,Tree,Home,Lundagérd,R Ryan Lannigan, Oct 2018
2488,Lund_02363,Factory,Industry,Building,Electrical wiring,Machine,Electrical supply,,,,,MAX IV Laboratory,@ EONE Y, Oct 2016
2489,Lund_02437,Building,Sky,Landmark,Architecture,Property,Town,Château,Palace,Estate,Tree,LTS T T T,D ) Daniel Wessel, Oct 2018
2507,Lund_02695,Grassland,Pasture,Grazing,Natural environment,Meadow,Wildlife,Plain,Ecoregion,Grass,Prairie,Rinnebick Gorge 2,L 1T T, Oct 2013
2509,Lund_01526,Building,Architecture,Landmark,Medieval architecture,Sky,Place of worship,Cathedral,Church,Facade,Classical architecture,[T T o1 T T T,[T TR, Oct 2016
2511,Lund_01692,Town,City,Landmark,Public space,Human settlement,Building,Architecture,Town square,Sky,Plaza,Bjeredsparken,Jelena Njegomir, Oct 2017
2516,Lund_00295,Landmark,Building,Architecture,Sky,Estate,Palace,Stately home,Mansion,Official residence,Presidential palace,Lundagérd,@ cissio Oliveira, Oct 2017
2553,Lund_00334,Building,Architecture,Property,Landmark,Palace,Town,City,Human settlement,Sky,Facade,Lundagérd,@ Stefan Sgnderva, Oct 2017
2554,Lund_00524,Estate,Building,Mansion,Landmark,Palace,Stately home,Architecture,Classical architecture,Official residence,Presidential palace,?‘}m Goran Todorovié¢,?‘}m Goran Todorovié¢, Oct 2014
2563,Lund_01361,Classical architecture,Landmark,Architecture,Building,Facade,Palace,City,House,Tourist attraction,Château,Lundagérd,a Centar Prevencij:, Oct 2016
2569,Lund_00277,Palace,Building,Estate,Landmark,Mansion,Château,Official residence,Architecture,Stately home,Presidential palace,Lundagérd,;&g peter kurnavka, Oct 2017
2572,Lund_02031,Body of water,Natural landscape,Nature,Water resources,Pond,Bank,Reflection,Water,Lake,Natural environment,Ankdammen.,Ingegerd Karlsso, Oct 2016
2595,Lund_01435,Estate,Building,Mansion,Property,Palace,Stately home,House,Château,Manor house,Tree,Lundagérd,A) Arulselvi Selvaraj, Oct 2015
2598,Lund_03005,Natural landscape,Vegetation,Natural environment,Tree,Nature reserve,Bank,Grass,Rock,Hill,Geological phenomenon,Rinnebick Gorge 2,L 1T T, Oct 2013
2627,Lund_02034,Medieval architecture,Architecture,Landmark,Building,Classical architecture,Place of worship,Gothic architecture,Cathedral,Facade,Church,Domkyrkan i véntans,j‘;}) Ingegerd Karlsso, Oct 2016
2630,Lund_03117,Natural landscape,Nature,Tree,Vegetation,Natural environment,Nature reserve,Bank,Watercourse,River,Grass,Rinnebick Gorge 2,L 1T T, Oct 2013
2654,Lund_00019,Tree,Garden,Natural landscape,Grass,Lawn,Botanical garden,Park,Botany,Estate,Plant,@ Mohammad Wat,@ Mohammad Wat, Oct 2017
2661,Lund_02537,Natural landscape,Nature,Tree,Nature reserve,Water,Natural environment,Watercourse,Bank,Waterway,Riparian zone,Rinnebick Gorge 2,L 1T T, Oct 2013
2682,Lund_00115,Landmark,Tower,Steeple,Building,Spire,Architecture,Church,Place of worship,Medieval architecture,National historic landmark,. Marion Kaletta,. Marion Kaletta, Oct 2017
2690,Lund_01266,Estate,Building,Property,Palace,Mansion,Stately home,Château,Architecture,Manor house,Sky,Lundagérd,@ Stefan Sgnderva, Oct 2017
