1978,7,[PDF][PDF] State and Local Reaction,"PAA Berle - Nat. Resources Law., 1978 - HeinOnline","… In the meantime are there tools now available to us that can save or gen- erate urban vitality,
and are those tools being used in ways which can pro- duce workable urban strategies? Certainly
there are some devices that are currently in use that do provide some options … 
",  All 2 versions  
1978,7,"[PDF][PDF] Book Review Essay: Canadian Cities: How"" American"" Are They?","JG Corbett - Urban Affairs Quarterly, 1978 - journals.sagepub.com","Page 1. [383] BOOK REVIEW ESSAY CANADIAN CITIES How ""American"" Are They?
Larry S. Bourne, Ross D. MacKinnon, Jay Siegel, and James W. Simmons, eds., Urban
Futures for Central Canada: Perspectives on Forecasting … 
",  Cited by 5 Related articles All 3 versions Web of Science: 1  
1978,7,Indiana Repertory Theatre,R Hurst - 1978 - cardinalscholar.bsu.edu,"Page 1. Page 2. The following is a building program for the Indiana Repertory Theatre.
It in- volves a process by which one establishes goals, collects and analyzes facts,
de- termines needs of users, and compositely sets a guideline … 
",   View as HTML 
1979,7,"[PDF][PDF] The Property Industry and Land-Use Controls: The Vancouver Experience, 1910–45","JC Weaver - Plan Canada, 1979 - arch.mcgill.ca","… to other cities arranging future contracts. He had a commitment to rational, scientific,
formulae of efficient land use. He symbolized both the urban vitality and the materialism
of the 1920s. In 1920, the economy and the movement … 
",  Cited by 17 Related articles  View as HTML 
1979,7,"[PDF][PDF] A Community Center: Little Havana Miami, Florida",RL Sotolongo - 1979 - tigerprints.clemson.edu,"… s uccessful community projects have occurred on Calle Ocho, including a domino ' s park , a
small outdoor area devoted to the art of dominoes . The park is a spot of urban vitality with a latin
flavor. Outdoor festivals are also held in Little Havana, this past summer over … 
",  Related articles All 2 versions  
1979,7,Imaginary Gardens? Real Problems: An Analysis of Federal Information Sources on Rural Education.,"G Parks, JP Sher - 1979 - ERIC","… severe social problems, straining social services and financial resources in painful
fashion. it certainly made clear the relationship between rural vitality and urban vitality.
That many of those people who became Page 18. the … 
",  Cited by 1 Related articles  View as HTML 
1979,7,[PDF][PDF] Street talk: revitalizing Main Street,LP Converse - 1979 - dspace.mit.edu,"… people might want to visit but still not want to live. While ""beautification"" may make a city clean,
it often takes the city's soul by eradicating those delicate -elements of framework essential to urban
vitality. Re- vitalization must provide places for people to both work … 
",  Related articles All 2 versions  View as HTML 
1979,7,[PDF][PDF] The development of condominium housing: constraints on architectural design,FE Iacoviello - 1979 - dspace.mit.edu,"Page 1. THE DEVELOPMENT OF CONDOMINIUM HOUSING: CONSTRAINTS ON
ARCHITECTURAL DESIGN By Frank Iacoviello BS University of Massachusetts 1972 Submitted
in Partial Fulfillment of the Requirements for the Degree of Master of Architecture at the … 
",  Related articles All 3 versions  View as HTML 
1979,7,Development of an Interpretive Structural Model and Strategies for Implementation Based on a Descriptive and Prescriptive Analysis of Resources for Environmental …,JN Warfield - 1979 - ERIC,"Page 1. DOCUMENT RESUME ED 187 570 SE 030 972 AUrfiJi% 4ar_ieid, Jona N. TITLE
uevelopment of an Interpretive Structural Model and Strategies for :mplementation Based or,
a Descriptive and Prescriptive Analysis of Resources for Environmental Education/Studies … 
",  Related articles All 4 versions  View as HTML 
1979,7,[PDF][PDF] From Zoning to Landmark Preservation: The Grand Central Terminal Decision Signals a Shift in Land Use Regulation,"CT Lippman - NYL Sch. L. Rev., 1979 - HeinOnline","Page 1. FROM ZONING TO LANDMARK PRESERVATION: THE GRAND CENTRAL
TERMINAL DECISION SIGNALS A SHIFT IN LAND USE REGULATION I. Introduction
The widespread disintegration and demolition of buildings … 
",  Related articles  
1980,9,Turning the Screw: Higher Education in the 1980s and 1990s,"IJ Winn - The Phi Delta Kappan, 1980 - JSTOR","… public transit. The automo bile, trucking, concrete, and oil interests pervade every
aspect of life, controlling the political process and blocking bal anced transportation
and land use, urban vitality, and energy planning. Prime … 
",  Cited by 5 Related articles All 2 versions Web of Science: 2  
1980,9,Changing Fashions In Urban Settlement: Historic Preservation And The Rediscovery Of The City,"RE Tournier - Housing and Society, 1980 - Taylor & Francis","… Discussion Many have looked to architectural and historic preservation, and to urban renewal
and urban homesteading as forces from which will come a restoration of urban vitality. It is believed
that bringing people back into cities, not as visitors but Vol. 7, No.2 (1980) Page 6 … 
",  Related articles  Other options 
1980,9,The changing urban patterns of a global society,"CT Larson - Human Systems Management, 1980 - content.iospress.com","… As the ancient dwellings become vacated, they are quickly torn down and replaced by new
apartment houses in park- like settings. As observed on earlier architectural study tours (1963
and 1976), there is a new urban vitality within the entire region … 
",   
1980,9,[PDF][PDF] Historic Preservation Litigation: A Case Study,"SL Kass - Pace L. Rev., 1980 - HeinOnline","… significance. It would be a short-sighted point of view for the preservationist movement
to compete for federal and local funds on that basis. The importance of historic
preservation lies in its broader implications for urban vitality. Many … 
",  Cited by 3 Related articles All 4 versions  
1980,9,Community field studies: A conceptual approach,"T Ticknor - The History Teacher, 1980 - JSTOR","… expose many students to levels of urban b knew existed. On a more happy note, urban
fie students' affection for urban vitality and diversit apt to think that cities are worth saving.
TIA students observe a variety of locally initi Lectures … 
",  Cited by 2 Related articles All 2 versions  
1980,9,[BOOK][B] Learning from Seattle,"R Brambilla, G Longo - 1980 - books.google.com","Page 1. of which are described in these pages. It is set in a beautiful natural
environment which encourages excellence in that which is man-made and it is
blessed with a tradition of citizen initiative. The city's residents share … 
",  Cited by 9 Related articles  Other options 
1980,9,"[PDF][PDF] A hotel-office complex for Downtown Lubbock, Texas",BB Bone - 1980 - ttu-ir.tdl.org,"Page 1. A HOTEL-OFFICE COMPLEX FOR LUBBOCK, TEXAS Page 2. A HOTEL-OFFICE
COMPLEX FOR LUBBOCK,TEXAS Page 3. A HOTEL/OFFICE COMPLEX for DOWNTOWN
LUBBOCK, TEXAS presented to LAWRENCE GARVIN, DEAN DIVISION OF ARCHITECTURE … 
",  All 3 versions  View as HTML 
1980,9,"[PDF][PDF] Rehabilitation of 1924 Herndon Building, Atlanta, Georgia",DH Burns - 1980 - ttu-ir.tdl.org,"Page 1. Rehabilitation of 1924 HERNDON BUILDING Atlanta, Georgia Dwight H. Burns Page
2. Design Program: Rehabilitation of 1924 HERNDON BUILDING Atlanta, Georgia Dwight H.
Bums Submitted in partial fulfillment for the degree requirements of … 
",  All 2 versions  View as HTML 
1980,9,"[PDF][PDF] Joint public/private development: the case of Charleston Center, Charleston, South Carolina",HW Davis - 1980 - dspace.mit.edu,"… public and private enterprise, whose boundaries thereby become less clearly marked.""
2 From a businessman: ""The public/private partnership is the essential ingredient for
urban vitality."" 3 And from the Comptroller of the Currency … 
",  Related articles  View as HTML 
1981,4,Scarlett O'Hara: The Southern Lady as New Woman,"E Fox-Genovese - American Quarterly, 1981 - JSTOR","… civilization. And this reading permits her to incorporate the South into a shared national
drama. This vision of Atlanta as symbol of a general urban vitality conflates the destiny
of the city with the defense of middle-class values. Mitchell … 
",  Cited by 51 Related articles All 2 versions Web of Science: 8  
1981,4,[PDF][PDF] Planned Regional Resource Allocation: Toward a Broadened Definition of Urban Revitalization Policy,"RR Ribeiro - Colum. JL & Soc. Probs., 1981 - HeinOnline","… and programs.88 Thus, the addition of urban impact re- views to the established A-95 evaluation
procedure allowed city of- ficials to demonstrate that proposed federally-assisted develop- ment
projects, located outside of the central city, posed serious threats to urban vitality … 
",  Related articles  
1981,4,"[PDF][PDF] Downtown Versus Neighborhood: Focusing on Philadelphia in the Metropolitan Era, 1920-1980","JF Bauman - Pennsylvania History, 1981 - journals.psu.edu","… Aping Phila- delphia's mainline Republican oligarchy, the Irish overloads of the fledgling
Democratic party discussed by Dennis Clark in his The Irish in Philadelphia doggedly equated
urban vitality with the sound- ness of the Central Business District … 
",  Cited by 5 Related articles All 2 versions  View as HTML 
1981,4,"The Defence of Medieval Brittany: a survey of the establishment of fortified towns, castles and frontiers from the Gallo-Roman period to the end of the Middle Ages","M Jones - Archaeological Journal, 1981 - Taylor & Francis","… On the other hand, despite pestilence, warfare and other factors limiting population in the later
Middle Ages, urban vitality and renewal is a continuing feature of Breton history at a time when
other more developed regions were often experienc- ing serious regression … 
",  Cited by 6 Related articles All 2 versions  Other options 
1982,4,The mature region building a practical model for the transition to the sustainable society,"MP Chapman - Technological Forecasting and Social Change, 1982 - Elsevier","… MILL CITIES: THE PAST IS THE FUTURE Business is recapturing millions of square feet of
older buildings throughout New England, utilizing established infrastructure and services
in the older communities, and restoring urban vitality lost for decades … 
",  Cited by 5 Related articles Web of Science: 1  
1982,4,"The flight to the suburbs of population and employment, 1960–1970","WN Grubb - Journal of Urban Economics, 1982 - Elsevier","… may respond to other conditions of central cities, including those changed by the migration of
high-income and white residents: crime rates, the attractiveness of cities, the quality and variety
of entertainment and shopping, and other aspects of urban vitality may deteriorate and … 
",  Cited by 97 Related articles All 7 versions Web of Science: 36  
1982,4,Wulfen: Space Flexibility Experiments in a West German New Town (Wulfen: Versuche der flexiblen Raumgestaltung in einer Neuen Stadt Westdeutschlands),"JG Hajdu - Erdkunde, 1982 - JSTOR","… of the garden city. However, Greger (1973, p. 38) argues that the Neubausiedlung
has the virtues of neither: their location and housing monotony deprives them of
urban vitality, and the This content downloaded from 66.249 … 
",  Cited by 1 Related articles  
1982,4,"[PDF][PDF] A central exchange terminal/multi-use complex for the proposed lightrail transportation system, Denver, Colorado",MA Brownlie - 1982 - ttu-ir.tdl.org,"… tourist and transit information, rental space for other services such as repair shops); a dynamic
economic center with needed office and retail space for projected population and commercial
growth; and a place for people to be a part of Denver and its urban vitality by watching or … 
",  Related articles All 2 versions  View as HTML 
1983,8,[PDF][PDF] The future of Folklore Studies in America: the urban frontier,B Kirshenblatt-Gimblett - 1983 - scholarworks.iu.edu,"Page 1. THE FUTURE OF FOLKLORE STUDIES IN AMERICA: THE URBAN FRONTIER
Barbara Kirshenblatt-Gimblett Cities have been with us since antiquity, and from their
inception they have fostered dis- tinctive urban tradtions … 
",  Cited by 64 Related articles  Other options View as HTML 
1983,8,Traffic in Urban American Neighborhoods; The Influence of Buchanan,"P Bosselmann, T O'HARE - Built Environment, 1983 - search.proquest.com","… 152-165. New York: Basic Books. Gans, H. 1968. 'Urban Vitality and the Fallacy of Physical
Determinism.' In People and Plans by H. Gans, pp. 25-33. New York: Basic Books. Hedges,
B. 1973. Road Traffic and Environment: Preliminary Report … 
",  Cited by 5 Related articles  Other options 
1983,8,"Piet Mondrian: unpublished notes on nature and art, 1938-1943","H Holtzman - The Structurist, 1983 - search.proquest.com","… York–the most modern metropoli of his lifetime. His need and appreciation were
for dynamic urban vitality, for the manifestation of environmental cultural growth
and transformation. |n 1917, Mondrian wrote in The New Plastic … 
",  Cited by 2 Related articles  Other options 
1983,8,"Michael Edward Bonine. Yazd and Its Hinterland: A Central Place System of Dominance in the Central Iranian Plateau. Marburger Geographische Schriften, no. 83 …","DL Johnson - Review of Middle East Studies, 1983 - cambridge.org","… functions are detailed. These functions, while largely economic, contain a substantial
array of cultural, religious, and political func- tions that are important determinants
of urban vitality and importance. Consumer behavior in … 
",   Other options 
1983,8,"Eliezer Ben-Rafael. The Emergence of Ethnicity: Cultural Groups and Social Conflict in Israel. Contributions in Ethnic Studies, no. 7. Westport, Conn.: Greenwood …","S Deshen - Review of Middle East Studies, 1983 - cambridge.org","… functions are detailed. These functions, while largely economic, contain a substantial
array of cultural, religious, and political func- tions that are important determinants
of urban vitality and importance. Consumer behavior in … 
",  All 2 versions  Other options 
1983,8,Rome: capital city in Italy,"C Muscarà - Ekistics, 1983 - JSTOR","… Even in the South, Rome, Capital of the Papal States and Papal seat, Naples and
Palermo, capitals of the vast Kingdom of the Bourbons, still held, through the life at court,
some of the urban vitality they had enjoyed in earlier centuries … 
",  Cited by 2 Related articles  
1983,8,"Some Recent Writings in British Political History, 1832-1914","S Rothblatt - The Journal of Modern History, 1983 - journals.uchicago.edu","… Urban vitality not only enlarged the political perspective of residents, as the old parish vestries
did not: it may well have been the real training ground for political leadership in High Victorian
Britain, or as was claimed at the time, ""The new corporations are … 
",  Cited by 2 Related articles All 2 versions  
1983,8,"Capital formation, supply-side economics, and the public sector","RJ Moore, MA Pagano - Southern Review of Public Administration, 1983 - JSTOR","… The authors will examine the new urban ""deal"" in the next section. Suffice it to note at this stage
that the vague medium term promise of urban vitality may mean further reductions in short-run
revenues both in terms of current (tax) receipts as well as the use of debt … 
",  Cited by 4 Related articles All 3 versions  Other options 
1984,9,[HTML][HTML] Towards a theory of urban vitality,PR Maas - 1984 - open.library.ubc.ca,Description This thesis is concerned with defining urban vitality; creating an explanatory model of its processes and determinants; and using the model to explain perceived variances in vitality between four districts of Vancouver British Columbia. It derives a …,  Cited by 9 Related articles All 2 versions  Other options Cached 
1984,9,[PDF][PDF] Urban history in the eighties: Reflections on the HJ Dyos Memorial Conference,"AR Sutcliffe - Journal of Urban History, 1984 - journals.sagepub.com","… Since the later 1950s, France's urban renaissance had generated some massive
environmental disasters and broken up traditional communities in both town and
country, but it had engendered an urban vitality that had Page 7 … 
",  Cited by 11 Related articles All 3 versions Web of Science: 5  
1984,9,"Cities as People, Cities as Places: Urban Revitalization and Urban Conflict","RE Tournier - Journal of Urban Affairs, 1984 - Taylor & Francis","… In these circumstances it is not inconceivable that the well-being of the city might be sacrificed
to the values of special interest groups. CONCLUSION Many have looked to architectural and
historical preservation and to urban revitalization as forces to restore urban vitality … 
",  Cited by 2 Related articles All 2 versions  
1984,9,"Through the glass darkly: Gentrification, revitalization, and the neighborhood","JJ Palen, B London - Gentrification, displacement, and …, 1984 - books.google.com","… US. Department of Housing and Urban Development. 1979. Signs of urban vitality and of distress:
Citizen views on the quality of urban life. Occasional Papers in Housing and Community Affairs
4 (July): 2149. US. Department of Housing and Urban Development. 1981 … 
",  Cited by 5 Related articles  
1984,9,[PDF][PDF] Beyond the core area initiative: prospects for downtown Winnipeg,EA Levin - 1984 - winnspace.uwinnipeg.ca,"… Development is the life-blood of the city. It is the source of urban vitality, and the principle stimulus
to which the members of the city council can respond … We cannot look to development to provide
the source of urban vitality which other cities enjoy, and which … 
",  Cited by 2 Related articles All 3 versions  View as HTML 
1984,9,Feudalism and historical materialism: a critique and a synthesis,"RS Gottlieb - Science & Society, 1984 - JSTOR","Page 1. FEUDALISM AND HISTORICAL MATERIALISM: A CRITIQUE AND A
SYNTHESIS ROGER S. GOTTLIEB* THEORY OF CAPITALISM abstracts the economy
from other social relations and uses an an sis of its structure … 
",  Cited by 46 Related articles All 3 versions Web of Science: 22  
1984,9,"Urbanization, Colonization and Underdevelopment in the Bas-Saint-Laurent: Fraserville and the Témiscouata in the Late Nineteenth Century","J Willis - Cahiers de géographie du Québec, 1984 - erudit.org","Page 1. Document generated on 12/23/2018 1:28 am Cahiers de géographie du Québec
Urbanization, Colonization and Underdevelopment in the Bas-Saint-Laurent : Fraserville and
the Témiscouata in the Late Nineteenth Century John Willis Volume 28, Number 73-74, 1984 … 
",  Cited by 3 Related articles All 3 versions  Other options 
1984,9,[BOOK][B] Shape the future,"NOSG Panel, R Poulin - 1984 - Citeseer","… 3 smartgrowth.gov.on.ca Page 14. 19. Recognize the contribution of walking and
cycling to human health, the environment, and urban vitality. These modes should
be encouraged and planned for in all places. 20. Coordinate … 
",  Cited by 1 Related articles All 2 versions  Other options View as HTML 
1984,9,[BOOK][B] Housing in New York: Study of City,MA Stegman - 1984 - books.google.com,"Page 1. line New York City in the 1980s Herbert London Page 2. Sociology Urban
Studies The Broken Apple New York City in the 1980s Herbert London On the brink
of bankruptcy in the 1970s, New York City has been restored … 
",  Cited by 3 Related articles  Other options 
1985,10,From polis to madina: urban change in late antique and early Islamic Syria,"H Kennedy - Past & Present, 1985 - academic.oup.com","… In the life of St. Simeon the Fool by Leontios of Neapolis we are given a vivid impression of
urban life in Emesa (Hims) at the end of the sixth century.13 It shows continued urban vitality
in many spheres — markets, baths, prostitution, taverns and the theatre … 
",  Cited by 244 Related articles All 7 versions Web of Science: 59  Full View 
1985,10,[BOOK][B] Energy and cities,"J Byrne, D Rich - 1985 - books.google.com","… cooperative and socially responsible life ways. Moreover, while coproduction is not
a panacea1 it may be a key to the regeneration of urban vitality and prosperity under
conditions of resource scarcity. The energy and urban changes … 
",  Cited by 5 Related articles All 2 versions  Other options 
1985,10,"[PDF][PDF] … West End Center for cultural interaction, Cincinnati, Ohio: a thesis on the interaction of man and the urban environment and the regeneration of urban vitality",DG Perkins - 1985 - cardinalscholar.bsu.edu,"From a historic perspective, i believe that architecture has always been a representation of the values, attitudes, and priorities of the society in which it was built. It is obvious that the changing values of society have changed the role that architecture plays in creating the …",   
