2011,69,[PDF][PDF] The Psychology of Sustainable Mobiliy,"K Dziekan, T Gehlert, T Gärling - ivp.tu-berlin.de","Page 1. 1 Symposium within 9th Biennial Conference on Environmental Psychology,
26-28 September 2011, Eindhoven / The Netherlands The Psychology of Sustainable
Mobiliy K. Dziekan 1 , T. Gehlert 2 , & T. Gärling 3 1 … 
",  Related articles All 3 versions  View as HTML 
2011,69,[BOOK][B] Globalizing cities: a new spatial order?,"P Marcuse, R Van Kempen - 2011 - books.google.com","Page 1. GLOBALIZING CITIES A NEW SPAIIAL ORDER? Edited by Peter llarruse
and Ronald van Kempen E51 Page 2. Contents List of Figures List of Maps List of
Tables List of Contributors Series Editors' Preface Preface 1 … 
",  Cited by 1271 Related articles All 5 versions  
2011,69,"Urban natural parks in Portland: nature, networks, and community health",JWR Baur - 2011 - ir.library.oregonstate.edu,"Page 1. Page 2. AN ABSTRACT OF THE DISSERTATION OF Joshua WR Baur for the degree
of Doctor of Philosophy in Forest Resources presented on November 28, 2011 Title: Urban
Natural Parks in Portland: Nature, Networks, and Community Health … 
",  Related articles All 2 versions  View as HTML 
2011,69,Urban Revitalization and Eminent Domain: Misinterpreting Jane Jacobs,"SJ Eagle - Alb. Gov't L. Rev., 2011 - HeinOnline","… zoning restrictions limiting the location and illumination of billboards, on the theory that the
restrictions were under- inclusive in not subjecting street advertising to the same rules as
building-side and utility pole advertising."" The court declared: The City's vitality, activity, and … 
",  Cited by 3 Related articles  
2011,69,Medical Manipulation: Public Health as a Political Tool in the 1918-19 Influenza Epidemic in San Francisco,"K Moore - Voces Novae, 2011 - digitalcommons.chapman.edu","Page 1. Voces Novae Volume 3 Article 20 2018 Medical Manipulation: Public Health as a Political
Tool in the 1918-19 Influenza Epidemic in San Francisco Kirsten Moore Chapman University
Follow this and additional works at: https://digitalcommons.chapman.edu/vocesnovae … 
",  Related articles  View as HTML 
2011,69,VIVER--A Sustainable Transport Vision for Germany,"W Schade, A Peters, C Doll, J Koehler… - Available at SSRN …, 2011 - papers.ssrn.com","Page 1. Electronic copy available at: http://ssrn.com/abstract=2375782 Working Paper
Sustainability and Innovation No. S 3/2011 Wolfgang Schade, Anja Peters, Claus Doll, Stefan
Klug, Jonathan Köhler, Michael Krail VIVER A sustainable transport vision for Germany Page … 
",  Cited by 2 Related articles All 5 versions  
2011,68,[PDF][PDF] Going Green: How local authorities can encourage the take-up of lower-carbon vehicles,"C Hanley, SKMC Buchanan - … . org/wp-content/uploads/2017/11 …, 2011 - lingscars.com","Page 1. a Going Green: How local authorities can encourage the take-up of
lower-carbon vehicles Chris Hanley SKM Colin Buchanan November 2011 Page 2.
b The Royal Automobile Club Foundation for Motoring Ltd is a charity … 
",  Cited by 4 Related articles All 3 versions  View as HTML 
2011,68,Développement des espaces logistiques urbains: CDU et ELP dans l'Europe du Sud-Ouest,"A Trentini, J Gonzalez-Feliu, N Malhéné - 2011 - halshs.archives-ouvertes.fr","… and Supply Chain Management) (2000 – 2001). Au cours de l'année 2000, la
Commission européenne a lancé l'initiative CIVITAS (City-VITAlity-Sustainability)
et le programme INTERREG III. L'initiative CIVITAS soutient les … 
",  Cited by 4 Related articles All 7 versions  View as HTML 
2011,68,[BOOK][B] Adaptive reuse of the Seaholm Power Plant: Uniting historic preservation and sustainable practices,E Meltzer - 2011 - search.proquest.com,"Adaptive reuse of the Seaholm Power Plant: Uniting historic preservation and
sustainable practices. Abstract. Current historic preservation regulations and
sustainability systems rarely overlap for a common goal. Historic properties … 
",  Cited by 1 Related articles All 2 versions  
2011,68,"Integrating eco-innovation principles into regional strategy and policy: case of Päijät-Häme region, Finland",E Takhtay - 2011 - lutpub.lut.fi,"… HEI IT IUCN LCA LIFE MABU NIMBY MIMOSA NIS NISP RDS RIS R&D SD SMEs
CIty-VITAlity-Sustainability Department for Environment, Food and Rural Affairs Economic
Sustainability Index European Environment Agency Ecological EU Eco-Management and Audit … 
",  Cited by 1 Related articles All 3 versions  View as HTML 
2011,68,"From production to consumption: Gentrification, preservation, and the uneven (re) development of Pittsburgh's South Side",NJ Holdzkom - 2011 - search.proquest.com,"… 2005). Explanatory theories of gentrification. Perspectives of gentrification range between
“saviour and destroyer of central city vitality,” (Atkinson, 2003, p. 2343) Page 21. 11 depending
on whether one chooses to approach the issue from the perspective of … 
",  Related articles All 3 versions  
2011,68,Classifying proteins into functional groups based on all-versus-all BLAST of 10 million proteins,"N Kolker, R Higdon, W Broomall… - Omics: a journal of …, 2011 - liebertpub.com","<iframe src=""//www.googletagmanager.com/ns.html?id=GTM-5TSRKG"" height=""0"" width=""0""
style=""display: none; visibility: hidden""></iframe> <img height=""1"" width=""1"" src=""https://www.
facebook.com/tr?id=196615734230866&ev=PageView&noscript=1""/> … 
",  Cited by 13 Related articles All 8 versions  
2011,68,[BOOK][B] Smart Cities Initiative: how to foster a quick transition towards local sustainable energy systems,"L Meeus, E DE OLIVEIRA FERNANDES, V LEAL… - 2011 - cadmus.eui.eu","Page 1. Smart Cities Initiative: How to Foster a Quick Transition Towards Local
Sustainable Energy Systems http://think.eui.eu Final Report January 2011 Project
Leader: Eduardo de Oliveira Fernandes Research Coordinator … 
",  Cited by 8 Related articles All 20 versions  View as HTML 
2011,68,In search of mobility services,M Arbouet - 2011 - diva-portal.org,"Page 1. MASTER THES KTH KTH Supervisor: Certu Superviso 2011 Marie Arbouet
[IN SEARCH OF M SERVICES] Guide of usage data collection and potential e ASTER
THESIS IN TRANSPORT SYSTEMS KTH Examiner: Harilaos … 
",  Cited by 3 Related articles  View as HTML 
2011,68,"[PDF][PDF] Mapa tecnológico, ciudades inteligentes”","OT de la Energía - Madrid: Ministerio de Industria, Turismo y Comercio …, 2011 - idae.es","… 13 www.concertoplus.eu Page 18. 20 Figura: Esquema gráfico de la Iniciativa Concerto Ilustración:
www.concertoplus.eu 5.1.2. Iniciativa Civitas (TRAN) CIVITAS - un transporte urbano mejor y
más limpio - significa CIty-VITAlity-Sustainability (CIudad-VITAlidad-Sostenibilidad) … 
",  Cited by 4 Related articles All 5 versions  View as HTML 
2011,68,[PDF][PDF] Deliverable 2.1 State of the Art Report,"M CRES, V Vavakos - polisnetwork.eu","Page 1. Deliverable 2.1 State of the Art Report Coordinator: DTV Consultants, Mr. Johan Janse,
PO Box 3559, 4800 DN, Breda, The Netherlands, +31 76 513 6631 enerqi@dtvconsultants.
nl Author: CRES, Mr. Vassilis Vavakos (external consultant) 19th km … 
",  Related articles All 4 versions  View as HTML 
2011,68,[PDF][PDF] Accessing Cars,"S Cairns, C Harmer - 2011 - racfoundation.org","Page 1. a Accessing Cars Different ownership and use choices Sally Cairns February
2011 Page 2. b The Royal Automobile Club Foundation for Motoring Ltd is a charity
which explores the economic, mobility, safety and environmental … 
",  Cited by 1 Related articles All 2 versions  View as HTML 
2011,68,Placing Reedy Creek Improvement District in Central Florida: A Case Study in Uneven Geographical Development,K Bezdecny - 2011 - scholarcommons.usf.edu,"Page 1. University of South Florida Scholar Commons Graduate Theses and
Dissertations Graduate School 2011 Placing Reedy Creek Improvement District in
Central Florida: A Case Study in Uneven Geographical Development … 
",  Related articles All 3 versions  View as HTML 
2011,68,"Social capital, people's political participation and institutional performance of local government in the north of Thailand.",W Soithong - 2011 - digital.library.adelaide.edu.au,"Page 1. SOCIAL CAPITAL, PEOPLE'S POLITICAL PARTICIPATION AND INSTITUTIONAL
PERFORMANCE OF LOCAL GOVERNMENT IN THE NORTH OF THAILAND Wanlapat Soithong
Thesis submitted for the degree of Doctor of Philosophy in Politics … 
",  Cited by 2 Related articles  View as HTML 
2011,68,[PDF][PDF] MOBILITEITSONDERZOEK BELGIE 2010,S Maerivoet - maerivoet.org,"Page 1. MOBILITEITSONDERZOEK BELGIE 2010 Rapport in opdracht van: NL EVD
International Juliana van Stolberglaan 148 2595 CL Den Haag PO Box 20105 2500
EC Den Haag Nederland 28 Februari 2011 TRANSPORT … 
",  Related articles All 2 versions  View as HTML 
2011,68,"Who are the gentrifiers in new-build gentrification? A study on the''Kop van Zuid''-developments in Rotterdam, the Netherlands.",LAME Bletterman - 2011 - dspace.library.uu.nl,"… Page 18. 18 of central city vitality‟ (p.2343). Through time, a large group of scientists is arguing
that gentrification can be understood in a more expansive way. The extent and meaning of
gentrification changed remarkably (Davidson; Lees; Slater; Smith; Wyly) … 
",  Cited by 2 Related articles  View as HTML 
2011,68,Combinaison des techniques d'optimisation et de l'intelligence artificielle distribuée pour la mise en place d'un système de covoiturage dynamique,M Sghaier - 2011 - theses.fr,"Page 1. 1 N° d'ordre : 174 ECOLE CENTRALE DE LILLE THESE Présentée en vue
d'obtenir le grade de DOCTEUR en Spécialité : Automatique, Génie Informatique,
Traitement du Signal et Image par Manel SGHAIER DOCTORAT … 
",  Cited by 10 Related articles All 4 versions  View as HTML 
2011,68,[PDF][PDF] Voor-en nadelen en logistieke effecten van milieuzones: kansen in Vlaanderen?,"J Maes, C Sys, T Vanelslander - 2011 - repository.uantwerpen.be","Page 1. Beleidspaper Voor- en nadelen en logistieke effecten van milieuzones. Kansen
in Vlaanderen? November 2011 Auteurs: Jochen Maes, Christa Sys, Thierry
Vanelslander Wettelijk depotnummer: D/2011/11.528/5 Steunpunt … 
",  Cited by 4 Related articles All 4 versions  View as HTML 
2011,68,VIVER-Vision für nachhaltigen Verkehr in Deutschland,"W Schade, A Peters, C Doll, S Klug, J Köhler, M Krail - 2011 - econstor.eu","Page 1. econstor Make Your Publications Visible. A Service of zbwLeibniz-
Informationszentrum Wirtschaft Leibniz Information Centre for Economics Schade, Wolfgang
et al. Working Paper VIVER - Vision für nachhaltigen Verkehr in Deutschland … 
",  Cited by 15 Related articles All 11 versions  View as HTML 
2012,50,Methods for Localized Urban Design: A Case Study for the Design Competition Projects of Guangzhou International Financial City [J],"HJWSF Yan - South Architecture, 2012 - en.cnki.com.cn","… Geography;2012-03. 2, Hong Xiangjin Zhu Zhijun Cai Yunnan Li kaimeng;Building
City's Vitality District:Taking Urban Design of Jianshe Road in Tangshan Central Area
for Example[J];South Architecture;2005-05. 3, ZhengMofan … 
",  Cited by 2 Related articles  Cached 
2012,50,[BOOK][B] Integration of information and optimization models for routing in city logistics,J Ehmke - 2012 - books.google.com,"… CPU CRISP CS DBI DLR DM DP EDA EM FA FCD FH FIFO FW GDF GIS GPS HCM ID3 IH ISO
KDD km/h KML KNIME Advanced Traveler Information System BEST Urban Freight Solutions
Classification And Regression Tree Compact Disc City VITAlity Sustainability Central … 
",  Cited by 80 Related articles All 8 versions  
2012,50,Some Issues of Government Audit toward the Good Rule of Government Governance [J],"C SONG, R WANG, Y ZHAO - Journal of Audit & Economics, 2012 - en.cnki.com.cn","… Northern Sichuan Education College;2005-04. 3, Li Renwu;Institutional Innovation
and City Vitality: A Case Study of Building Guangzhou into an Innovative City of
China[J];Urban Insight;2010-04. 4, QIAN Shui-miao(Guanghua … 
",  Cited by 9 Related articles  Cached 
2012,50,Large Livable Neighborhood Planning Strategies In Chongqing [J],"W Facheng, Z Chaolin, Y Ying, F Ying - Planners, 2012 - en.cnki.com.cn","… cityscape,living space,living environment,service facilities requirements.Chongqing central city
livable neighborhoods planning strategies include: low rent housing;diversifying housing
structure;mixed land use and functional aggregation;improving city vitality and transport … 
",  Cited by 1 Related articles  Cached 
2012,50,Vest-pocket Park Case Study and its Illumination [J],"Y Dan - Journal of Green Science and Technology, 2012 - en.cnki.com.cn","… And the appearance of the vest-pocket park alleviate the pressure of the urban high-density central
area well,which create a comfortable,safe and conveniently outdoor 'home' for people.With its
small area,site selecting flexibility,easy to use,improving the city vitality and other … 
",  Cited by 1 Related articles  Cached 
2012,50,Evaluation of environmental impacts of traffic management and control measures,"YY Hu, PJ Zheng, GY Liu… - Advanced Materials …, 2012 - Trans Tech Publ","… The CIVITAS (City-VITAlity-Sustainability) is EC funded initiatives to help European cities to
achieve a more sustainable, clean and energy efficient urban transport system by implementing
and evaluating an ambitious, integrated set of technology and policy based measures … 
",  Cited by 1 Related articles  
2012,50,Sustainable design on urban landscape,"FF Yu, YA Yang, H Li, F Xiang - Advanced Materials Research, 2012 - Trans Tech Publ","… A place with life, culture, exciting activities, naturally it will attract people to go. Thus,
it is easy to realize the venue's value, build cost-effectively; The city's vitality can be
shown up to a certain extent by the citizens' activities. Secondly … 
",  Cited by 1 Related articles  
2012,50,"Application and Analysis of Archetype Coupling in Urban Design—Taking the Special Planning for the Space Layout of Xishui City, Guizhou Province for Example","HY Wei, WT Ding - Advanced Materials Research, 2012 - Trans Tech Publ","… in combination with distribution of urban functions, natural landscapes and regional cultures,
eg Red Army memorial square, tourism landscape park, recreational green corridor, etc., so as
to satisfy selective demands for citizens' life, improving the city's vitality while exhibiting … 
",  Related articles All 2 versions  
2012,50,Discussion on waterfront space design of Pi River in Liu'an,"OUJW Shi-gang - Shanxi Architecture, 2012 - en.cnki.com.cn","… on waterfront space present situation of Pi River in Liu'an,put forward the countermeasures and
suggestions for waterfront space design,helpful for the construction of waterfront space in
Liu'an,so as to improve the city living environment,increased city vitality,created a city style … 
",  Related articles  Cached 
2012,50,Urban Tissue: The Myth of the Organic and the Right to the City in Fictions of the Postdemocratic United States,PW Gallagher - 2012 - search.proquest.com,"Page 1. Urban Tissue: The Myth of the Organic and the Right to the City in Fictions of the
Postdemocratic United States by Patrick W. Gallagher A dissertation submitted in partial
fulfillment of the requirements for the degree of Doctor of Philosophy … 
",  Related articles  
2012,50,[PDF][PDF] Back to Everyday Life: Inspiration for Urban Design in the Continuous Metropolitan Transformation of Hong Kong,"KWM Siu, Y Huang - Constructed Environment, 2012 - researchgate.net","… Qingming Festival. It would be impossible to find another urban space that fit this
special behaviour. Source: Authors These minor practices convey another side of
everyday life that lends the city vitality. However, the government … 
",  Related articles All 5 versions  View as HTML 
2012,50,Retail fragmentation vs. urban livability: Applying ecological methods in urban geography research,"O Rotem-Mindali - Applied Geography, 2012 - Elsevier","… Urban retail development. Discussing urban retail in the context of location and distribution
of shops has become very frequent in this era of consumerism. Retail has always been a
main economic activity affecting city vitality and it continues to be so … 
",  Cited by 33 Related articles All 5 versions  
2012,50,Structure and Performance of Public Governance of Gender Imbalance in China,"Z SHANG, W LI, S YAN - Journal of Xi'an Jiaotong University (Social …, 2012 - en.cnki.com.cn","… University of Technology(Social Science);2010-12. 9, Li Renwu;Institutional Innovation
and City Vitality: A Case Study of Building Guangzhou into an Innovative City of
China[J];Urban Insight;2010-04. 10, Liang Xingzhi;Price Reform of … 
",  Related articles  Cached 
2012,50,Modernism and the Scientific Construction of the Built Environment,"R Lopez - Building American Public Health, 2012 - Springer","… New York City, it may be difficult to walk along Avenue of the Americas between 40th and 50th
streets (near Rockefeller Center), with block after block of drab glass towers fronting on dark
concrete plazas, and not become concerned with Modernism's impact on city vitality.9 To … 
",  Related articles  
2012,50,[PDF][PDF] The Impact of Financial System on Mixed Use Development-Unrest in UK and Sense of Safety in Mixed Use Development,"T Kelly - Proceedings of World Academy of Science …, 2012 - pdfs.semanticscholar.org","… mixture of city uses and users as crucial to economic and urban development''.
According to Jacob, city vitality also requires a variety of primary uses, the district must
serve more than one primary function; preferably, more than two … 
",  Related articles  View as HTML 
2012,50,Evaluation of measures aimed at sustainable urban mobility in European cities–Case study CIVITAS MIMOSA,"K Dziekan - Procedia-Social and Behavioral Sciences, 2012 - Elsevier","… 2. CIVITAS and evaluation CIty – VITAlity – Sustainability is the slogan of CIVITAS, an initiative
co-financed by the European Commission and coordinated by cities: it is a program “of cities
for cities”. Cities are at the heart of local public-private partnerships within the projects … 
",  Cited by 7 Related articles All 8 versions  
2012,50,Smart growth's blind side: Sustainable cities need productive urban industrial land,"NG Leigh, NZ Hoelzel - Journal of the American Planning …, 2012 - Taylor & Francis","… Likewise, while APA supported redeveloping former industrial areas in order to improve
central-city vitality and encourage new job opportunities in distressed neighborhoods, it did not
consider industrial activity a means to achieve these goals in its smart growth policy statement … 
",  Cited by 73 Related articles All 5 versions  
2012,50,From declined industrial areas to humanized public areas--a renewal practice of preservation and humanized reconstruction of Shanghai Yangpu Auxiliary Equipment …,X Bao - 2012 - diva-portal.org,"Page 1. i From declined industrial areas to humanized public areas --a renewal practice of
preservat preservation and humanized reconstruction of Shanghai Yangpu Auxiliary
Equipment factory Author: Xiaoming Bao Supervisor: Claes-Åke Kindlund … 
",  Related articles  View as HTML 
2012,50,"[PDF][PDF] 京都市におけるまちなかの賑わいに資するモビリティ・マネジメントの試み, 交通工学研究発表会論文報告集","宮川愛由， 藤井聡 - 女性, 2012 - trans.kuciv.kyoto-u.ac.jp","Page 1. 京都市におけるまちなかの賑わいに資するモビリティ・マネジメントの試み* Activation of a city
vitality through mobility management in Kyoto * 宮川愛由*・木村裕**・田中均***・藤井聡**** By
Ayu MIYAKAWA*・Hiroshi KIMURA**・Hitoshi TANAKA***・Satoshi FUJII … 
",  Cited by 2 Related articles All 4 versions  View as HTML 
2012,50,Towards a Post-Fordist Economy,"E Rullani, S Micelli - Sustainable Venice: Suggestions for the …, 2012 - books.google.com","Page 198. CHAPTER 7 Immaterial Production in Venice: Towards a Post-Fordist Economy
Enzo Rullani and Stefano Micelli 1. Four scenarios of sustainable development for Venice
Planning in Venice must consider the question of sustainability … 
",  Related articles  
2012,50,"[PDF][PDF] Targeted Public Participation in Sustainable Mobility Planning: A Case Study of Aalborg, Denmark","PA Driscoll, V Mrkajic - researchgate.net","… The project focuses on commuting cyclists, aiming to provide high-class cycling commuter routes.
Additionally, Aalborg has participated in multiple generations of the sustainable mobility project
CIVITAS (CIty-VITAlity-Sustainability), funded by the European Commission … 
",  Related articles All 5 versions  View as HTML 
2012,50,[HTML][HTML] Du local au communautaire: les régulations croisées des politiques de transports urbains,G Pflieger - 2012 - archive-ouverte.unige.ch,"… transports urbains, CIVITAS. Le programme CIVITAS (City-Vitality-Sustainability) a
été lancé en 2000 par la DG TREN en s'adossant aux budgets des 5e, 6e et 7e
programmes cadre de recherche de l'Union européenne. Suite à … 
",  Cited by 2 Related articles  View as HTML 
2012,50,[PDF][PDF] Drie generaties CIVITAS Initiatief; Stand van zaken verduurzaming mobiliteit in Europese steden,"T van Rooijen, T Gorris, D Guikink - 2012 - cvs-congres.nl","… 2. Het CIVITAS initiatief Opzet Het grootste Europese initiatief op het gebied van
duurzame stedelijke mobiliteit is het CIVITAS initiatief. CIVITAS staat voor
City-VITAlity-Sustainability of 'cleaner and better transport in cities'. Het … 
",  Cited by 1 Related articles All 2 versions  View as HTML 
2012,50,都市變動地景,呂昂， 龔書章 - 2012 - ir.nctu.edu.tw,"… But the city operator today thinks that this kind of living extension is a humiliation to city culture
and then strictly control these activities, which result in gradual decline of city vitality. Page 6.
目錄CONTENTS Page 7. [ Living+City Masquerade ] 都市舊建物更新提案 37 7 … 
",  All 2 versions  View as HTML 
2012,50,"SPONS AGENCY Appalachian Regional Commission, Washington, DC.; Ford John D. and Catherine T. IL.; Employment and Training",Z Smith - ERIC,"Page 1. DOCUMENT RESUME ED 447 981 RC 022 596 TITLE The State of the South,
2000. INSTITUTION MDC, Inc., Chapel Hill, NC. SPONS AGENCY Appalachian
Regional Commission, Washington, DC.; Ford Foundation … 
",   View as HTML 
2012,50,[BOOK][B] Quality of life and public management: Redefining development in the local environment,J Whitelegg - 2012 - taylorfrancis.com,"… BMA British Medical Association BUND Bund fuer Umwelt und Naturschutz Deutschland CABE
Commission for Architecture and the Built Environment CAL Campaign for Clean Air in London
CfIT Commission for Integrated Transport Civitas City–Vitality–Sustainability, or … 
",  Cited by 15 Related articles All 4 versions  View as HTML 
2012,50,Alterations on flow variability due to converting hardwood forests to pine,"Y Serengil, WT Swank, JM Vose - iForest 5: 44-49, 2012 - fs.usda.gov","… Introduction Sustainable management of forest ecosys- tems involves application of adequate
fore- stry treatments towards maintaining their biodiversity, productivity, regeneration capa- city,
vitality and their potential to fulfill rele- vant functions (McDonald & Lane 2004) … 
",  Cited by 1 Related articles All 17 versions  View as HTML 
2012,50,فضای جمعی و شهر خلاق‎,"کلانتری, بهرنگ, یاری‌قلی, وحید, رحمتی - مجله علمی-ترویجی منظر, 2012‎ - manzar-sj.com","Page 1. Ö ¼m ÕZ § ©Ôy Æ Á ZÀ/ Z¯ ,Õ f¿Ô¯ ²/¿ Æ] Õ Ë Ä»Z¿ ] Á Z/Ì§Y ¤m |/ Y Öf Æ] |ÌÆ
ÃZ´ ¿Y{ ,Õ Æ kalantari.b@ut.ac.ir ½Y Æe ZÀ/ Z¯ ,Ö¸« Õ ZË |/ÌuÁ Õ Ë Ä»Z¿ ] Á ZÌ§Y ¤m |/
Y |ÌÆ/ ÃZ´/ ¿Y{ ,Õ Æ/ ½Y Æe Öf Æ] vahidyari1366@yahoo.com … 
",  Related articles All 4 versions  View as HTML 
2012,50,[PDF][PDF] THE GREEN LOCUS,M Tadi - 2012 - researchgate.net,"Page 1. POLITECNICO DI MILANO VI Faculty of Engineering Polo Regionale di Lecco Master
of Science in Architectural Engineering Master's Thesis THE GREEN LOCUS Advisor: Professor
Massimo Tadi Co-advisors: Professor Danilo Palazzo Professor Gabriele Masera … 
",  Related articles All 2 versions  View as HTML 
2012,50,Design for smart transport: An integrated multi-modal transport interchange in central Christchurch,JUY Moh - 2012 - researcharchive.vuw.ac.nz,"Page 1. Design for smart transport: An integrated multi-modal transport interchange in central
Christchurch Submitted in partial fulfilment of the Master of Architecture (Professional) Victoria
University of Wellington School of Architecture By Joey (Ung Yu) Moh Page 2. i Page 3 … 
",  Related articles  View as HTML 
2012,50,中心市街地の空間構成と歩行者回遊行動の分析フレームワーク,"溝上章志， 高松誠治， 吉住弥華… - 土木学会論文集 D3 (土木 …, 2012 - jstage.jst.go.jp","Page 1. 中心市街地の空間構成と 歩行者回遊行動の分析フレームワーク 溝上
章志1・高松 誠治2・吉住 弥華3・星野 裕司4 1正会員 熊本大学教授 大学院自然科学研究科（
〒860-8555 熊本市黒髪2-39-1） E-mail: smizo@gpo.kumamoto … 
",  Cited by 14 Related articles All 8 versions  
2012,50,[BOOK][B] Picturing Illinois: Twentieth-century Postcard Art from Chicago to Cairo,"JA Jakle, KA Sculle - 2012 - books.google.com","Page 1. SV w l rmo L m mﬁa K“ T Cro A. uN h}? K .T. HMOOD AH Ml ﬁaa N“ P _ nkk HE €Sh.
K W0C O L TP ID IN A Page 2. Picturing ILLINQIS E L V/ L mmm EU tO.1 LC nﬁa KS etC A. Cro
IIA _A._L . mdo A .mM% NH MCC FE til. /\ ww® O- IID TP N A Page 3 … 
",  Cited by 2 Related articles All 3 versions  
2012,50,[PDF][PDF] Benchmarking jako kreator innowacyjności w logistyce miejskiej,"N Piotr, T Blanka - researchgate.net","Page 1. 1657 NIEDZIELSKI Piotr1 TUNDYS Blanka 2 Benchmarking jako kreator
innowacyjności w logistyce miejskiej Benchmarking, logistyka miejska, transport miejski,
innowacyjność Streszczenie Wzrastający poziom motoryzacji … 
",  Related articles All 3 versions  View as HTML 
2012,50,Optimization of urban mobility measures to achieve win-win strategies,C Valdés Serrano - 2012 - oa.upm.es,"Page 1. UNIVERSIDAD POLITÉCNICA DE MADRID ETS DE INGENIEROS DE CAMINOS,
CANALES Y PUERTOS OPTIMIZATION OF URBAN MOBILITY MEASURES TO ACHIEVE
WIN-WIN STRATEGIES DOCTORAL THESIS CRISTINA VALDÉS SERRANO … 
",  Related articles All 4 versions  View as HTML 
2012,50,Understanding Land Use Grain: An Evaluation of Meaning and Measurement,BN Williams - 2012 - scholarworks.uno.edu,"Page 1. University of New Orleans ScholarWorks@UNO University of New Orleans
Theses and Dissertations Dissertations and Theses Summer 8-2-2012 Understanding
Land Use Grain: An Evaluation of Meaning and Measurement … 
",  Related articles All 3 versions  View as HTML 
2012,50,[PDF][PDF] Avaliação de interfaces de transportes,RJCB Leão - 2012 - repositorio-aberto.up.pt,"… AMT - Autoridades Metropolitanas de Transportes ANTROP - Associação Nacional De
Transportadores Rodoviários De Pesados De Passageiros CIVITAS – City Vitality Sustainability
CP – Comboios de Portugal ECC - Estações Centrais de Camionagem … 
",  Cited by 1 Related articles  View as HTML 
2012,50,[PDF][PDF] La città ei trasporti: analisi e politiche per limitare i consumi e migliorare la qualità degli insediamenti,"F Alberti - Territori ad alta energia, 2012 - academia.edu","Page 1. La città ei trasporti: analisi e politiche per limitare i consumi e migliorare la
qualità degli insediamenti Francesco Alberti 1. Pechino-Singapore, agosto 2010
Nell'estate 2010 i media di tutto il mondo hanno diffuso la notizia … 
",  Related articles All 2 versions  View as HTML 
2012,50,[BOOK][B] Enabling sustainable development of urban freight from a local authority perspective,M Lindholm - 2012 - publications.lib.chalmers.se,"… BESTUFS BEST Urban Freight Solutions (EC project) BUSTRIP Baltic Urban Sustainable
Transport Implementation and Planning (EC project) C Consumer CBD Central Business District
CDWG Commercial Delivery Group Westminster CIVITAS CIty-VITality-Sustainability (EC … 
",  Cited by 51 Related articles All 7 versions  View as HTML 
2012,50,[PDF][PDF] 持続可能な都市の実現に向けて: EU を事例として,"石川路子 - 甲南経済学論集, 2012 - konan-u.repo.nii.ac.jp","… Transport Information Service; ELTIS）などの支援プログラムにより、地 方政府等に対し、財政的、
技術的な側面から支援を行なっている。 CIVITASは、CIty–VITAlity–Sustainabilityを意味し、
欧州住民の生活の 質の向上に大きなインパクトを与える持続可能な都市交通システムを実現す … 
",  Related articles All 4 versions  View as HTML 
2012,50,Markets and diversity: annotated bibliography,Y Pottie-Sherman - 2012 - pure.mpg.de,"Page 1. Working Papers www.mmg.mpg.de/workingpapers MMG Working Paper
12-15 ● ISSN 2192-2357 YOLANDE POTTIE-SHERMAN Markets and Diversity –
Annotated Bibliography Max Planck Institute for the Study of … 
",  Cited by 2 Related articles All 2 versions  View as HTML 
2012,49,[PDF][PDF] Vervoer te water: linken met stedelijke distributie?,"J Maes, C Sys, T Vanelslander - 2012 - repository.uantwerpen.be","Page 1. Beleidsondersteunende paper VERVOER TE WATER: LINKEN MET
STEDELIJKE DISTRIBUTIE? Juni 2012 Jochen Maes, Christa Sys, Thierry
Vanelslander Wettelijk depotnummer: D/2012/11.528/8 Steunpunt Goederen … 
",  Cited by 4 Related articles All 2 versions  View as HTML 
2012,49,"Mechanisms for stakeholder analysis and engagement in mobility management projects: A case study of Sustainable Travel in Umeå Region, Sweden","DM Prodan, E Vega Fanjul - 2012 - diva-portal.org","Page 1. Mechanisms for stakeholder analysis and engagement in mobility management
projects A case study of Sustainable Travel in Umeå Region, Sweden Authors: Diana
Mihaela Prodan Eduardo Vega Fanjul Supervisor: Dr. Ralf Müller … 
",  Related articles All 2 versions  View as HTML 
2012,49,MOBILISATION STRATEGIES AND PROJECT PARTNERSHIP AS PREDICTORS OF SUSTAINABLE SELF-HELP PROJECTS IN SOUTHWESTERN NIGERIA,AO OLAWUNI - 2012 - ir.library.ui.edu.ng,"Page 1. MOBILISATION STRATEGIES AND PROJECT PARTNERSHIP AS PREDICTORS OF
SUSTAINABLE SELF-HELP PROJECTS IN SOUTHWESTERN NIGERIA BY ABIODUN OLUFEMI
OLAWUNI B.sc. (Ed) Geography, M.ED Community Development (Ibadan) … 
",  Related articles All 2 versions  View as HTML 
2012,49,The role of EU-supported projects in policy transfer in urban transport,M Rommerts - 2012 - discovery.ucl.ac.uk,"… APAS Actions de Préparation, d'Accompagnement et du Suivi CEMR Council of European
Municipalities and Regions CIVITAS CIty, VITAlity, Sustainability (EU funding programme) COST
European Co-operation in the field of Scientific and Technical Research … 
",  Related articles All 3 versions  View as HTML 
