Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
1342,Lund_03144,Sky,Cloud,Grassland,Daytime,Field,Nature,Green,Plain,Natural landscape,Cumulus,Northward view at Lt,S Sanbao Xu, Apr 2013
1343,Lund_00854,Building,Estate,Mansion,Property,Palace,Official residence,Stately home,Architecture,Manor house,House,Lundagérd,Aleksandras Ples, Aug 2013
1499,Lund_01277,Classical architecture,Building,Landmark,Architecture,Facade,Palace,Official residence,City,Mansion,Seat of local government,Lundagérd,Silvana faussone, Jun 2013
1772,Lund_02970,Natural landscape,Nature,Tree,Natural environment,Watercourse,Nature reserve,Bank,Water,Waterway,Stream,Rinnebick Gorge 2,L 1T T, Oct 2013
1804,Lund_01131,Sky,Landmark,Architecture,Building,Tower,Historic site,Tree,Photography,Church,Medieval architecture,[T L He 1 BT,@ Francois Polito, Mar 2013
1861,Lund_01714,Landmark,Medieval architecture,Architecture,Building,Place of worship,Sky,Spire,Church,Cathedral,Gothic architecture,Lundagérd 9,Lundagérd 9, Oct 2013
2024,Lund_01796,Garden,Botanical garden,Natural landscape,Botany,Plant,Pond,Flower,Water,Park,Spring,Lundagérd,R ROSA TRULLOLS, Jun 2013
2157,Lund_01688,House,Property,Building,Home,Cottage,Architecture,Rural area,Tree,Real estate,Farmhouse,Locus Peccatorum -,Vladislav Juricky, Aug 2013
2204,Lund_01720,Landmark,Building,Palace,Architecture,Estate,Mansion,Classical architecture,House,Sky,Stately home,Lundagérd 9,LETEY T, Aug 2013
2237,Lund_00039,Building,Property,House,Architecture,Town,Facade,Home,Medieval architecture,Estate,Almshouse,@ Arlette Codnich,@ Arlette Codnich, Aug 2013
2274,Lund_01095,Estate,Building,Property,Mansion,Palace,House,Architecture,Stately home,Official residence,Manor house,Lundagérd 9,P Ly, Sep 2013
2441,Lund_02384,Sky,Cloud,Field,Cumulus,Daytime,Natural landscape,Tree,Farm,Horizon,Rural area,Northward view at Lt,S Sanbao Xu, Aug 2013
2507,Lund_02695,Grassland,Pasture,Grazing,Natural environment,Meadow,Wildlife,Plain,Ecoregion,Grass,Prairie,Rinnebick Gorge 2,L 1T T, Oct 2013
2562,Lund_02829,Garden,Estate,Flower,Landmark,Mansion,Palace,Spring,Plant,Stately home,Building,Lundagérd 9,L 1T T, Sep 2013
2598,Lund_03005,Natural landscape,Vegetation,Natural environment,Tree,Nature reserve,Bank,Grass,Rock,Hill,Geological phenomenon,Rinnebick Gorge 2,L 1T T, Oct 2013
2630,Lund_03117,Natural landscape,Nature,Tree,Vegetation,Natural environment,Nature reserve,Bank,Watercourse,River,Grass,Rinnebick Gorge 2,L 1T T, Oct 2013
2661,Lund_02537,Natural landscape,Nature,Tree,Nature reserve,Water,Natural environment,Watercourse,Bank,Waterway,Riparian zone,Rinnebick Gorge 2,L 1T T, Oct 2013
2752,Lund_02854,Wall,Sky,Building,Architecture,Estate,Grass,Tree,Cloud,Tourism,Fortification,Lundagérd 9,L 1T T, Sep 2013
