Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
329,Lund_01916,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
390,Lund_01636,Landmark,Building,Architecture,Palace,Mansion,Stately home,Estate,Tree,House,Château,Lundagérd,Vincent Séguin, Jan 2015
410,Lund_02479,Architecture,Building,Medieval architecture,Church,Brickwork,Brick,Roof,Place of worship,Chapel,House,. [l e R ],. [l e R ], Jul 2015
418,Lund_00174,Building,Architecture,Landmark,Tower,Sky,Church,Steeple,City,Place of worship,Cathedral,. ling zhang,. ling zhang, Sep 2015
419,Lund_00080,Aerial photography,Bird's-eye view,Residential area,Urban area,Suburb,Metropolitan area,Urban design,City,Human settlement,Neighbourhood,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
423,Lund_00838,Estate,Mansion,Property,Building,Palace,Manor house,House,Stately home,Château,Official residence,Lundagérd,U\ G IR G, Sep 2015
444,Lund_00211,Street,Sky,Town,Neighbourhood,Road,Cobblestone,Alley,Lane,Urban area,Building,?3 Tomas Onofrej,?3 Tomas Onofrej, Sep 2015
456,Lund_00215,Aerial photography,Urban area,Residential area,Metropolitan area,Daytime,Bird's-eye view,Sky,City,Suburb,Roof,[T 8,. uwe leinhos, Aug 2015
463,Lund_01202,Building,Medieval architecture,Architecture,Estate,Tree,Château,Ruins,Manor house,Castle,Historic site,Lundagérd,Rasmus Akergret, Dec 2015
480,Lund_00145,Property,Building,Architecture,Neighbourhood,House,Town,Urban area,Metropolitan area,Home,Real estate,A ANasem,A ANasem, Sep 2015
488,Lund_00275,Property,Building,Estate,Architecture,Town,Grass,House,City,Tree,Stately home,Lundagérd,g Per Pixel Peterss, Sep 2015
495,Lund_02430,Property,Building,House,Architecture,Town,Home,Brick,Facade,Tree,Real estate,Lime Technologies S,6 IR DL, Jul 2015
511,Lund_01627,Building,Architecture,Landmark,Town,Medieval architecture,City,Church,Cathedral,Urban area,Facade,Lund Cathedral,Alexander Williar, Jul 2015
518,Lund_01917,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
556,Lund_02380,Vegetation,Natural environment,Land lot,Biome,Rural area,Meadow,Pasture,Grass,Tree,Grassland,Rinnebick Gorge 2,2 IR, Jun 2015
558,Lund_00761,Building,Architecture,Property,Landmark,House,Estate,Tree,City,Stately home,Campus,Historiska museet vi,6 SN YN, May 2015
608,Lund_01576,Property,Estate,Building,Mansion,Architecture,Stately home,Tree,Grass,House,Château,Lundagérd ¢,@ Ludovic Barth, Jul 2015
622,Lund_00852,Aerial photography,Urban area,Residential area,Metropolitan area,Suburb,Bird's-eye view,Urban design,City,Neighbourhood,Human settlement,,, Jul 2015
675,Lund_00555,Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,Neighbourhood,Human settlement,City,LTH Studiecentrum,g é Per Pixel Peterss, Jul 2015
714,Lund_01460,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Place of worship,Cathedral,Facade,Church,Gothic architecture,Lund Cathedral :,?ﬁ Mads Frimann, Dec 2015
726,Lund_00930,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015
737,Lund_01412,Statue,Monument,Landmark,Memorial,Sculpture,Tree,Architecture,Building,Plant,Art,Tegnérsplatsen,6 IR DL, Feb 2015
773,Lund_00931,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015
775,Lund_00621,Aerial photography,Metropolitan area,Residential area,Bird's-eye view,Suburb,Urban area,Urban design,Junction,Neighbourhood,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
798,Lund_00727,Estate,Mansion,Property,Building,House,Home,Official residence,Palace,Architecture,Stately home,Lundagérd,@ leva Paskauskait, Sep 2015
829,Lund_00148,Landmark,Sky,Architecture,Building,Town,Church,Cathedral,City,Urban area,Tree,@ Mato Bosnjak,@ Mato Bosnjak, Dec 2015
837,Lund_02126,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
872,Lund_00927,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015
952,Lund_02128,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
954,Lund_00791,Landmark,Building,Sky,Architecture,Estate,Mansion,Palace,Stately home,Tree,House,Lundagérd {,@ Marcus Reiner, May 2015
975,Lund_01580,Property,Estate,Building,Mansion,Architecture,Stately home,Tree,Grass,House,Château,Lundagérd ¢,@ Ludovic Barth, Jul 2015
976,Lund_00276,Aerial photography,Residential area,Bird's-eye view,Suburb,Urban area,Metropolitan area,Urban design,Natural landscape,Human settlement,City,Sankt Hans Hill,g b Per Pixel Peterss, Jul 2015
1005,Lund_00929,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1015,Lund_02419,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1060,Lund_02093,Bank,Water,Waterway,Pond,House,Tree,Watercourse,River,Reflection,Spring,Botanical Garden,6 SN YN, Apr 2015
1095,Lund_01084,Estate,Building,Mansion,Palace,Official residence,Stately home,Landmark,Property,Manor house,House,Lundagérd,0 Marijke De Jong-, Jun 2015
1110,Lund_00948,Garden,Botanical garden,Lawn,Grass,Flower,Botany,Yard,Plant,Shrub,Landscaping,Botanical Garden,6 SN YN, Jul 2015
1126,Lund_00361,Estate,Building,Mansion,Garden,Palace,Official residence,Stately home,Botany,Architecture,Botanical garden,Universitit Lund,ﬁ Michael Neitzel, Jun 2015
1133,Lund_02891,Building,Landmark,Estate,Architecture,Mansion,Stately home,Official residence,Presidential palace,Palace,Classical architecture,2015-06-18_12_25_(,i\ 1T T, Jun 2015
1134,Lund_01496,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Place of worship,Cathedral,Facade,Church,Gothic architecture,Lund Cathedral :,?ﬁ Mads Frimann, Dec 2015
1178,Lund_01126,Garden,Lawn,Botanical garden,Yard,Natural landscape,Grass,Landscaping,Plant,Landscape,Botany,Botanical Garden,6 SN YN, Jul 2015
1203,Lund_00029,Estate,Building,Mansion,Property,Palace,Official residence,Manor house,House,Stately home,Architecture,[T 3,. ling zhang, Sep 2015 |
1205,Lund_01014,Classical architecture,Landmark,Building,Architecture,Facade,Palace,Sky,House,City,Mansion,Lund University H,@ Oliver Halls, Mar 2015
1221,Lund_01197,Landmark,Architecture,Building,Sky,Tower,Medieval architecture,Facade,Church,City,Place of worship,Lund Cathedral,Alexander Williar, Jul 2015
1269,Lund_00492,Landmark,Building,Château,Property,Palace,Architecture,Stately home,Estate,Tree,Castle,Lund Cathedral,g b Per Pixel Peterss, Sep 2015
1279,Lund_02127,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1367,Lund_01581,Property,Estate,Building,Mansion,Architecture,Stately home,Tree,Grass,House,Château,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1371,Lund_00133,Aerial photography,Residential area,Suburb,Urban area,Bird's-eye view,Metropolitan area,City,Neighbourhood,Human settlement,Town,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
1378,Lund_00837,Architecture,Landmark,Building,Medieval architecture,Place of worship,Church,Classical architecture,Cathedral,Facade,Gothic architecture,Lund Cathedral :,?ﬁ Mads Frimann, Dec 2015
1503,Lund_01920,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1509,Lund_00763,Aerial photography,Residential area,Suburb,Bird's-eye view,Urban area,Photography,Landscape,Urban design,Metropolitan area,Road,Stadsparken,g Per Pixel Peterss, Jul 2015
1529,Lund_02833,Building,Palace,Estate,Landmark,Mansion,Stately home,Classical architecture,Official residence,Presidential palace,Château,Lundagérd,q Aleksandra Zhely, Jun 2015
1561,Lund_00757,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,Urban design,City,Metropolis,DT T e T,g é Per Pixel Peterss, Jul 2015
1633,Lund_02086,Garden,Flower,Botanical garden,Botany,Spring,Plant,Landscaping,Mansion,Building,Landscape,Lundagérd 9,Pavel Jicha, May 2015
1635,Lund_02892,Building,Architecture,Landmark,Town,City,Medieval architecture,Church,Facade,Cathedral,Urban area,[T L He 1 BT,"&, Alexander Williar", Jul 2015
1654,Lund_01403,Landmark,Architecture,Building,Medieval architecture,Tower,Church,Sky,Place of worship,Spire,Steeple,Lund Cathedral,Mark Stevenson, Dec 2015
1725,Lund_02121,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1763,Lund_01860,Property,Home,Sky,Grass,House,Architecture,Public space,Real estate,Botany,Residential area,Lundagérd,D  Dominik Wojciec, May 2015
1797,Lund_02369,Sky,Transport,Cloud,Architecture,Roof,Land lot,Road,Vehicle,,,MAX IV Laboratory,MAX IV Laboratory, Jun 2015
1818,Lund_01304,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1823,Lund_00772,Aerial photography,Residential area,Urban area,Suburb,Bird's-eye view,Metropolitan area,Neighbourhood,City,Human settlement,Urban design,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
1834,Lund_00100,Aerial photography,Metropolitan area,Bird's-eye view,Urban area,Residential area,Suburb,City,Urban design,Metropolis,Neighbourhood,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
1844,Lund_01915,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
1872,Lund_00613,Building,Property,Palace,Mansion,Landmark,Estate,Architecture,Classical architecture,Stately home,Official residence,Lundagérd,@ leva Paskauskait, Sep 2015
1880,Lund_02843,Classical architecture,Building,Landmark,Architecture,Mansion,Palace,Estate,Official residence,Facade,Stately home,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2045,Lund_02884,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2096,Lund_00297,Building,Landmark,Architecture,Sky,City,Church,Tower,Place of worship,Facade,Cathedral,Lund Cathedral,Alexander Williar, Jul 2015
2108,Lund_02125,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2120,Lund_01482,Sky,Garden,Nature,Cloud,Botanical garden,Daytime,Natural landscape,Tree,Botany,Grass,Stadsparken g,M> Max Power, Oct 2015
2122,Lund_01918,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2138,Lund_00893,Landmark,Architecture,Building,Dome,House,Estate,Tree,Medieval architecture,Byzantine architecture,Historic site,The Lund Planetariui,6 IR DL, Jan 2015
2141,Lund_01105,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,City,Cityscape,Metropolis,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
2146,Lund_01302,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2200,Lund_01919,City,Town,Street,Human settlement,Neighbourhood,Downtown,Landmark,Building,Road,Public space,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2225,Lund_01690,Estate,Mansion,Landmark,Property,Building,Architecture,House,Palace,Official residence,Tree,[TV T,Carlos Velasco, Aug 2015
2259,Lund_01204,Building,Medieval architecture,Architecture,Estate,Tree,Château,Ruins,Manor house,Castle,Historic site,Lundagérd,@ Rasmus Akergret, Dec 2015
2373,Lund_01707,Landmark,Mansion,Building,Sky,Architecture,Estate,Home,Official residence,House,Presidential palace,Lundagérd ¢,Matt Kucinsky, Aug 2015
2385,Lund_00137,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,City,Urban design,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
2463,Lund_02074,Sky,Architecture,Landmark,Building,Photography,Fisheye lens,Urban area,City,Cloud,Tree,[T T e T T T,Mark Vartok, Oct 2015
2468,Lund_01082,Aerial photography,Urban area,Metropolitan area,Residential area,Bird's-eye view,Suburb,City,Urban design,Neighbourhood,Human settlement,0 Per Pixel Peterss,0 Per Pixel Peterss, Jul 2015
2500,Lund_02296,Building,Chapel,Church,Property,Roof,Parish,Place of worship,Architecture,Medieval architecture,Almshouse,[l e R ],[l e R ], Jul 2015
2531,Lund_00412,Building,Landmark,Architecture,Property,House,Estate,Mansion,Courthouse,Palace,Historic house,Stiftelsen Sankt Tho,6 IR DL, Jul 2015
2595,Lund_01435,Estate,Building,Mansion,Property,Palace,Stately home,House,Château,Manor house,Tree,Lundagérd,A) Arulselvi Selvaraj, Oct 2015
2608,Lund_00394,Estate,Mansion,Landmark,Building,Property,Architecture,House,Sky,Official residence,Botany,Lundagérd,@ leva Paskauskait, Sep 2015
2621,Lund_00537,Estate,Building,Mansion,Palace,Official residence,Château,Stately home,Architecture,Manor house,House,2015-06-18_12_25_(,L 1T T, Jun 2015
2636,Lund_00414,Estate,Building,Property,Mansion,Palace,Landmark,House,Official residence,Château,Stately home,[T T VT,f?‘ SANDHEEP KUM, Jun 2015
2648,Lund_01303,Estate,Property,Garden,Building,House,Botany,Mansion,Tree,Sky,Architecture,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2715,Lund_02129,Property,Estate,Tree,House,Building,Real estate,Home,Land lot,Residential area,Neighbourhood,Lundagérd ¢,@ Ludovic Barth, Jul 2015
2729,Lund_00973,Landmark,Medieval architecture,Architecture,Building,Church,Place of worship,Classical architecture,Spire,Cathedral,Steeple,Lundagérd,@ Sean MacMullan, Aug 2015
2798,Lund_00961,Estate,Building,Palace,Mansion,Château,Stately home,Official residence,House,Architecture,Manor house,Lundagérd,A) Arulselvi Selvaraj, Oct 2015
