Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
262,Lund_01008,Estate,Property,Mansion,Building,Manor house,House,Stately home,Château,Lawn,Palace,Botanical Garden,"-_’é, Tiago Duarte", Aug 2016
268,Lund_00519,Landmark,Architecture,Building,Medieval architecture,Church,Facade,Classical architecture,Place of worship,Sky,Historic site,Lund Tourist Center,5‘3.‘..@ LU G, May 2016
275,Lund_01767,Landmark,Architecture,Classical architecture,Building,Facade,House,Tourist attraction,Column,Seat of local government,Home,OLYMPUS DIGITAL C,@ Mariusz Denkiew, May 2016
277,Lund_02185,Natural landscape,Nature,Reflection,Water,Sky,Tree,Natural environment,Bank,Cloud,River,L TR TR,RELEESLL TS (], Jul 2016
291,Lund_02836,Building,Mansion,Estate,Palace,Property,Classical architecture,Landmark,Architecture,Official residence,Stately home,Botanical Garden,IM> Miklos Szakacs, Jul 2016
293,Lund_00002,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Mansion,Courthouse,House,Universidad,N Nacho Laguna, Jul 2016
294,Lund_02982,Pasture,Natural landscape,Nature,Grassland,Grass,Natural environment,Vegetation,Sky,Wildlife,Meadow,Hundrastgard ¢,g Mats Lund, Jul 2016
311,Lund_00682,Estate,Building,Landmark,Mansion,Palace,Architecture,Water,Stately home,Official residence,Tree,Lundagérd,ﬂ Dimitri Claerbout, Sep 2016
339,Lund_01139,Estate,Property,Landmark,Building,Architecture,Mansion,Garden,Botany,Botanical garden,Tree,Lundagérd,% William Térneber, Aug 2016
341,Lund_02840,Estate,Building,Property,Mansion,Architecture,House,Garden,Home,Stately home,Lawn,Lundagérd,'aﬂ Gaston Ragnar R, Aug 2016
346,Lund_02120,Architecture,Building,Commercial building,Headquarters,Corporate headquarters,Facade,Residential area,Metropolitan area,Condominium,City,Sony Mobile Commu,Daniel Kacz, Aug 2016
362,Lund_01021,Landmark,Architecture,Building,City,Sky,Grass,Urban area,Campus,Church,Tree,Lundagérd c,L) Lurdes Otaegi, Sep 2016
371,Lund_01897,Architecture,Residential area,Building,Metropolitan area,Property,Human settlement,Mixed-use,Urban area,City,Sky,R Y T EY T T,R Y T EY T T, May 2016
374,Lund_00839,Landmark,Sky,Building,Architecture,Church,Place of worship,Medieval architecture,Cathedral,City,Facade,Lund Cathedral ¢,({‘ Lucija Cetin, Jul 2016
376,Lund_01754,Property,Building,Estate,Garden,Architecture,Botany,Mansion,Stately home,Botanical garden,Real estate,Lundagérd,“’ Adrian Popescu, Sep 2016
383,Lund_02188,Body of water,Water resources,Natural landscape,Riparian zone,Stream,Nature,Bank,Watercourse,Waterway,Water,Rinnebick Gorge 2,Cathrin Jung, Jul 2016
395,Lund_02853,Brick,Property,Brickwork,Landmark,House,Building,Architecture,Wall,Sky,Home,Lundagérd,@ Mohammadjums, Mar 2016
397,Lund_01641,Estate,Building,Property,Mansion,Landmark,Palace,Château,Stately home,Official residence,House,Lundagérd 9,dimitar vitev, Sep 2016
400,Lund_02615,Body of water,Water resources,Natural landscape,Water,Nature,Reflection,River,Sky,Natural environment,Reservoir,Nobbelbvs mosse,f }l’ Gunilla Svartengi, Sep 2016
404,Lund_02477,Building,Commercial building,Architecture,Facade,Sky,Corporate headquarters,Mixed-use,Company,Headquarters,City,,, Dec 2016
413,Lund_01988,Landmark,Architecture,Building,Medieval architecture,Place of worship,Cathedral,Gothic architecture,Classical architecture,Facade,Church,[T T o1 T T,@‘}‘; lan Tan §, Jun 2016
414,Lund_01822,Botany,Water,Tree,Architecture,Leaf,Garden,Botanical garden,Sky,Grass,Building,Lundagérd,Simius Taaravare, Oct 2016
415,Lund_02043,Classical architecture,Building,Architecture,Landmark,Facade,Palace,Mansion,House,Estate,Tourist attraction,Lundagérd,@ Juca Felix Galino, Jul 2016
441,Lund_01283,Landmark,Architecture,Building,Tree,Estate,Grass,Plant,Monument,Classical architecture,National historic landmark,Lundagérd o,E AR, May 2016
448,Lund_01628,Landmark,Building,Architecture,Tower,Steeple,Tree,City,Facade,Historic site,Church,LT T o1 T T T,(O R, Jul 2016
451,Lund_02146,Garden,Botanical garden,Tree,Botany,Spring,Sky,Plant,Flower,Shrub,Architecture,Lundagérd,% William Térneber, Aug 2016
452,Lund_01556,Building,Landmark,Estate,Tree,Property,Mansion,Sky,Architecture,House,Palace,Lundagérd,Jani Maltehaim, Oct 2016
454,Lund_01176,Landmark,Architecture,Classical architecture,Building,Palace,Tourism,Sky,Facade,Temple,Travel,Lundagérd 9,dimitar vitev, Sep 2016
455,Lund_00392,Palace,Estate,Building,Mansion,Château,Architecture,Official residence,Plaza,City,House,Lundagérd,"% e,", May 2016
483,Lund_02529,Natural landscape,Pasture,Nature,Wildlife,Nature reserve,Tree,Vegetation,Natural environment,Grass,Grassland,Rinnebick Gorge,i Chris Maljanovsk, Jul 2016
496,Lund_02018,Garden,Natural landscape,Botanical garden,Property,Plant,Lawn,Flower,Landscaping,Botany,Yard,Botanical Garden,Joost van der Ga, Aug 2016
501,Lund_02311,Swimming pool,Water,Leisure centre,Leisure,Sky,Swimming,Recreation,Summer,Fun,Sport venue,Killbybadet,Q' Daniel Kretz, Jul 2016
520,Lund_00563,Estate,Building,Mansion,Property,Palace,Official residence,Stately home,House,Architecture,Manor house,Lundagérd,"% e,", May 2016
529,Lund_01039,Building,Classical architecture,Mansion,Estate,Palace,Property,Architecture,Château,Official residence,Stately home,Lundagérd,@ Mohammadjums, Mar 2016
530,Lund_01380,Sky,Cloud,Urban area,Daytime,Residential area,Aerial photography,Metropolitan area,Atmospheric phenomenon,City,Suburb,Elite Hotel Ideon,Renard Kutrzeba, Aug 2016
533,Lund_01284,Landmark,Tower,Architecture,Building,Steeple,Medieval architecture,Historic site,Sky,Church,Bell tower,Lundagérd ¢,Burhan Erding, Jul 2016
541,Lund_02340,Tree,Natural landscape,Nature,Grass,Lawn,Woody plant,Plant,Morning,Spring,Park,LIS T g,g Mats Lund, Jul 2016
560,Lund_01763,Landmark,Architecture,Building,Sky,City,Medieval architecture,Facade,Classical architecture,Spire,Street,Lund Cathedral,Minh Do-Quang, Mar 2016
563,Lund_02244,Grass,Architecture,Property,Sky,Land lot,Lawn,Building,House,Estate,Plant,Klostergérdens IP,Jack Forsberg, Nov 2016
568,Lund_00884,Garden,Tree,Botany,Architecture,Park,Botanical garden,Grass,Plant,Walkway,Building,Lundagérd,@ Juca Felix Galino, Jul 2016
573,Lund_02526,Natural landscape,Sky,Nature,Reflection,Water,Natural environment,Water resources,Marsh,Grassland,Cloud,e Bjérn Davidsson,e Bjérn Davidsson, May 2016
577,Lund_00379,Building,Estate,Property,Palace,Architecture,Landmark,Mansion,Sky,House,Château,[T TV TTET 3 T,[T TV TTET 3 T, Aug 2016
578,Lund_00735,Estate,Property,Building,Mansion,House,Landmark,Home,Architecture,Sky,Palace,Lundagérd,ri‘ Debra Beight, Sep 2016
583,Lund_02203,Transport,Building,Vehicle,Facade,Architecture,Bicycle,Recreation,,,,@ Steven Vancoillie,@ Steven Vancoillie, Sep 2016
588,Lund_00450,Estate,Building,Palace,Mansion,Property,Official residence,Château,Stately home,Manor house,House,Lundagérd,"% e,", May 2016
609,Lund_01016,Natural landscape,Body of water,Nature,Water resources,Natural environment,Water,Sky,Pond,Bank,Nature reserve,Fredentorps Begravn,6 IR DL, Sep 2016
629,Lund_02366,Land lot,Grass,Grassland,Pasture,Lawn,Rural area,Farm,Tree,Meadow,Recreation,Lunds Pistolklubb :,@ Jonas Ezzi, Jun 2016
630,Lund_02468,Body of water,Water resources,Water,Nature,Natural landscape,River,Reservoir,Natural environment,Sky,Bank,Nobbel6vs mosse,L  Lilja Skold, Sep 2016
646,Lund_01136,Classical architecture,Architecture,Building,Landmark,Facade,City,Courthouse,Seat of local government,Palace,Tourist attraction,Italia Il Ristorante,5@' Luis Villeda, Mar 2016
651,Lund_02737,Natural landscape,Sky,Cloud,Natural environment,Land lot,Tree,Grass,Nature reserve,Wilderness,Rural area,Stadsodlingen pa Br,g Mats Lund, Feb 2016
666,Lund_02332,Vegetation,Nature reserve,Tree,Grass,Wilderness,Rural area,Pasture,Grass family,Grassland,Highland,Fredentorps Begravr,Christoffer Norér, Jul 2016
674,Lund_01839,Estate,Mansion,Building,Property,Palace,Landmark,Château,Official residence,Stately home,Manor house,Lundagérd,Jitka Lepiarzova, May 2016
679,Lund_02371,Sky,Cloud,Grass family,Land lot,Grass,Tree,Cumulus,Rural area,Meadow,Landscape,Stadsodlingen pé Brr,S;. Bjarne Rosengrel, Jul 2016
690,Lund_00253,Château,Estate,Building,Property,Landmark,Stately home,Palace,Manor house,Architecture,Castle,Grand Hotel Lund,K  Kristian Rigbolt, Aug 2016
691,Lund_01629,Residential area,Building,Neighbourhood,Property,Town,Human settlement,Architecture,Metropolitan area,Urban area,Mixed-use,Another parking plac,Gabor Papp, Aug 2016
692,Lund_00636,Landmark,Building,Spring,Flower,Architecture,Plant,Palace,Reflecting pool,Estate,Château,Lundagérd,B Bertha Rohenkol, May 2016
694,Lund_02073,Sky,Architecture,Blue,Landmark,Building,Daytime,Classical architecture,Cathedral,Facade,Cloud,Lundagérd,?‘ Riccardo Patriarc, Oct 2016
702,Lund_00366,Building,Landmark,Estate,Architecture,Stately home,Mansion,Palace,Garden,Botany,Tree,Lundagérd,@ Juca Felix Galino, Jul 2016
704,Lund_02604,Natural landscape,Sky,Grassland,Natural environment,Pasture,Rural area,Grass,Line,Tree,Field,Nobbel6vs mosse,Nobbel6vs mosse, Dec 2016
705,Lund_02282,Sky,Land lot,Pasture,Cloud,Grass,Grassland,Rural area,Fence,Plain,Landscape,CircleK,e Thanon Shamel, Aug 2016
718,Lund_01923,Landmark,Town,Architecture,Building,City,Sky,Tower,Urban area,Street,Tourism,Lund Cathedral,A  Alejandro Carrillc, Aug 2016
721,Lund_00732,Medieval architecture,Property,Castle,Building,Architecture,Fortification,Tree,Historic site,Château,Plant,Lundagérd,@ Juca Felix Galino, Jul 2016
733,Lund_01234,Landmark,Architecture,Building,Medieval architecture,Church,Place of worship,Steeple,Sky,Château,Tree,Lund Cathedral ¢,Py ), Jul 2016
743,Lund_01521,Town,Landmark,City,Human settlement,Town square,Public space,Plaza,Street,Building,Flag,Lund Cathedral,Pedro Andrés Bo, Aug 2016
751,Lund_00933,Building,Architecture,Medieval architecture,Landmark,Classical architecture,Place of worship,Cathedral,Gothic architecture,Facade,City,Lundagérd,“’ Adrian Popescu, Sep 2016
753,Lund_00217,Roof,Residential area,Town,Sky,Urban area,Neighbourhood,Human settlement,Suburb,City,Building,Lund,"% e,", May 2016
759,Lund_02562,Vegetation,Natural environment,Sky,Grassland,Hill,Land lot,Shrubland,Wilderness,Ecoregion,Grass,Klosteréingshdjden,Klosteréingshdjden, Aug 2016
764,Lund_02752,Pasture,Field,Land lot,Natural landscape,Grassland,Natural environment,Sky,Grass,Plain,Soil,Nobbelbvs mosse,Q Peter Nordensva, Sep 2016
779,Lund_03152,Body of water,Natural landscape,Nature,Water resources,Water,Natural environment,Nature reserve,Sky,Vegetation,Bank,Nobbelbvs mosse,K Karl Magnus Adi, May 2016
781,Lund_02436,Natural landscape,Nature,Water,Nature reserve,Wilderness,Bank,Natural environment,Watercourse,River,Tree,Vérpinge Hundrastpl,& Victor Kalbskopf, Oct 2016
784,Lund_02678,Vegetation,Grass,Natural environment,Natural landscape,Nature reserve,Property,Tree,Garden,Biome,Botany,L TG 8,g Mats Lund, Jul 2016
789,Lund_03089,Fountain,Water,Water feature,Leisure,Water resources,Park,Fun,Recreation,Grass,Tree,Plaskedamm pa Klos,B Bengt Rosberg, Jun 2016
794,Lund_02624,Grassland,Natural landscape,Land lot,Field,Natural environment,Grass,Vegetation,Plain,Pasture,Prairie,Klosteréngshojden,Q Peter Nordensva, Sep 2016
804,Lund_00902,Water,Sky,Fountain,Architecture,Botany,Tree,Estate,Water feature,Building,Park,Lundagérd,'aﬁ Gaston Ragnar R, Aug 2016
808,Lund_01756,Estate,Building,Mansion,Property,Palace,Manor house,Stately home,Château,House,Official residence,Lundagérd,Martin Pehrsson, Jul 2016
841,Lund_00579,Reflection,Waterway,Natural landscape,Canal,Water,House,River,Pond,Watercourse,Building,Kulturen 8,@ PP\, Jul 2016
847,Lund_01370,Aerial photography,Bird's-eye view,Architecture,Landscape,House,Photography,Estate,City,Urban design,Building,Stora Raby Kyrka,Kenton Knowles, Dec 2016
856,Lund_01695,Building,Landmark,Architecture,Sky,Church,Medieval architecture,Facade,Cathedral,Place of worship,City,Lund Cathedral (,ﬁ John Eckerdal, May 2016
858,Lund_00471,Building,Property,Medieval architecture,Architecture,Château,House,Estate,Historic house,Historic site,Facade,Kulturen |,Kulturen |, Aug 2016
869,Lund_02066,Sky,Sport venue,Natural landscape,Grass,Green,Land lot,Grassland,Property,Natural environment,Tree,Lund Oval 3,Abin Thomas, Aug 2016
876,Lund_02049,Body of water,Natural landscape,Water resources,Pond,Nature,Water,Bank,Vegetation,Fish pond,Nature reserve,Botanical Garden,(%) Lucila Cetin, Jul 2016
894,Lund_00274,Building,Estate,Palace,Classical architecture,Landmark,Architecture,Mansion,Official residence,Château,Reflecting pool,Lundagérd 9,A Attila Csap6, Jul 2016
906,Lund_00332,Estate,Building,Palace,Property,Mansion,Stately home,Official residence,House,Château,Architecture,Lundagérd,“’ Adrian Popescu, Sep 2016
908,Lund_02871,Landmark,Estate,Building,Memorial,Architecture,Tree,Monument,Château,Mansion,Historic site,Lundagérd 8,(%) Lucila Cetin, Jul 2016
924,Lund_02532,Natural landscape,Body of water,Sky,Water,Nature,Water resources,Vegetation,Natural environment,Lake,Nature reserve,L TR TR,J Joachim Schéns, Jul 2016
926,Lund_01731,Classical architecture,Architecture,Building,Landmark,Facade,City,Courthouse,Tourist attraction,Monument,Seat of local government,Lundagérd,@ Juca Felix Galino, Jun 2016
930,Lund_01905,Building,Property,Estate,Mansion,House,Architecture,Facade,Tree,Palace,Real estate,Lundagérd,@ Juca Felix Galino, Jun 2016
932,Lund_02837,Wall,Landmark,Medieval architecture,Sky,Historic site,Architecture,Building,Church,Tree,Place of worship,Klosterkyrkan ¢,& saad al saifi, Jun 2016
937,Lund_00528,Estate,Building,Property,Mansion,Palace,House,Château,Stately home,Architecture,Manor house,Lundagérd |,@ Mr.Roman Lak, Jun 2016
941,Lund_02739,Sky,Sport venue,Basketball court,Net,Cloud,Goal,Grass,Land lot,Tree,Architecture,LIS T g,g Mats Lund, Jul 2016
945,Lund_01921,Garden,Botanical garden,Tree,Natural landscape,Sky,Botany,Shrub,Grass,Park,Hedge,Stadsparken 2,@’ Ani Vera, Jul 2016
948,Lund_02303,Grass,Lawn,Grassland,Natural environment,Land lot,Tree,Pasture,Grass family,Sky,Architecture,Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016
958,Lund_00438,Landmark,Building,Estate,Water,Reflecting pool,Architecture,Mansion,Reflection,Palace,Château,Lundagérd,3 .> Ole Dahlmann-H:, Sep 2016
963,Lund_01991,Fountain,Water,Water feature,Reflecting pool,Botany,Tree,Garden,Architecture,Botanical garden,Pond,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
979,Lund_02826,Estate,Building,Property,Town,House,Architecture,Residential area,Mansion,Tree,Home,Kulturen |,Kulturen |, Aug 2016
982,Lund_00542,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016
985,Lund_02782,Natural landscape,Sky,Grassland,Nature,Natural environment,Cloud,Prairie,Grass,Plain,Field,. LEChT e En],. LEChT e En], Jul 2016
991,Lund_01765,Landmark,Building,Medieval architecture,Architecture,Historic site,Tower,Observation tower,Turret,Estate,Facade,Lund Cathedral,Hans Wilhelm He, Jun 2016
995,Lund_02285,Vehicle,Car,Transport,Building,Car dealership,Parking lot,Retail,Real estate,Parking,City,Christian Ekstran,Christian Ekstran, Sep 2016
1001,Lund_01857,Property,Building,House,Architecture,Town,Estate,Real estate,Manor house,Home,Almshouse,Kulturen,Hassanain Goval, Sep 2016
1007,Lund_01357,Garden,Tree,Botany,Water,Botanical garden,Park,Sky,Architecture,Tourism,Leisure,Lundagérd,@ Juca Felix Galino, Jun 2016
1013,Lund_01944,Sport venue,Skatepark,Public space,Playground,Recreation,Leisure,Photography,Panorama,Park,City,Stadsparken 9,Stadsparken 9, Aug 2016
1018,Lund_01737,Medieval architecture,Landmark,Architecture,Place of worship,Building,Cathedral,Gothic architecture,Spire,Steeple,Church,Lund Cathedral 3,Filip Tvetberg, Sep 2016
1029,Lund_01791,Sky,Landmark,Architecture,Building,Medieval architecture,Historic site,Church,Wall,Place of worship,Cloud,Lund Cathedral,Bnapumup Poma, Nov 2016
1030,Lund_00191,Landmark,Architecture,Medieval architecture,Night,Building,Sky,Place of worship,Church,Facade,Cathedral,fbs Meghnath Saha,fbs Meghnath Saha, Sep 2016
1031,Lund_01786,Building,Property,Real estate,Facade,Awning,House,Restaurant,,,,L0y /p 8,& saad al saifi, Jul 2016
1036,Lund_02564,Building,Factory,Floor,Machine,Flooring,,,,,,MAX IV Laboratory,@ EONE Y, Oct 2016
1040,Lund_01762,Fountain,Water,Water resources,Water feature,Garden,Grass,Sky,Botanical garden,Tree,Park,Stadsparken,Gabriel Wennstig, Jun 2016
1050,Lund_02108,Metropolitan area,Building,Architecture,City,Urban area,Tower block,Daytime,Sky,Human settlement,Skyscraper,LRI EL Y T,5‘3.‘..@ LU G, May 2016
1063,Lund_00678,Building,Palace,Estate,Official residence,Waterway,Château,Architecture,Reflecting pool,Mansion,Stately home,Lundagérd 8,f} sasan fallahi, Sep 2016
1081,Lund_00575,Estate,Building,Stately home,Palace,Mansion,Castle,Château,Plaza,Manor house,Sky,Lundagérd,L Laia Puig Blasco, Aug 2016
1093,Lund_00557,Building,Property,Estate,Mansion,Stately home,Architecture,Historic house,Palace,College,House,Grand Hotel Lund,G Goran Heldesten, Jul 2016
1106,Lund_01691,Body of water,Water resources,Bank,Nature,Pond,Water,River,Natural environment,Natural landscape,Reservoir,Stadsparken,A  Alejandro Carrillc, Jun 2016
1108,Lund_01743,Property,Estate,Building,Manor house,House,Mansion,Stately home,Botany,Real estate,Cottage,Botanical Garden,Botanical Garden, Aug 2016
1109,Lund_03082,Property,Tree,Home,House,Real estate,Building,Recreation,Park,,,CircleK,e Thanon Shamel, Aug 2016
1112,Lund_02077,Water,Fountain,Architecture,Tree,Park,Water feature,Building,,,,Lundagérd,ﬂ Dimitri Claerbout, Sep 2016
1114,Lund_00602,Estate,Mansion,Building,Palace,Property,Official residence,Stately home,Architecture,Château,Manor house,Lundagérd,M) Mikael Eriksson, Jul 2016
1117,Lund_01827,Architecture,Palace,Tourism,Building,Facade,House,Vacation,Château,City,Classical architecture,Lundagérd,l{’;ﬁ Rohan Jn. Baptis, Jun 2016
1118,Lund_02679,Grassland,Natural environment,Prairie,Natural landscape,Sky,Plain,Steppe,Ecoregion,Grass,Horizon,Klosteréngshojden,# Viktor Erik Jense, May 2016
1135,Lund_01345,Building,Classical architecture,Landmark,Architecture,Palace,Official residence,Sky,Facade,Mansion,Estate,Lundagérd,6’ Michael Dobson, May 2016
1137,Lund_01272,Body of water,Bank,Natural landscape,Nature,Water,River,Water resources,Natural environment,Riparian zone,Nature reserve,Stadsparken (,Pavel Chébera, Mar 2016
1145,Lund_01001,Fountain,Water,Water resources,Water feature,Grass,Landscaping,Garden,Lawn,Watercourse,Landscape,Stadsparken i Lund,Stadsparken i Lund, Aug 2016
1152,Lund_01583,Building,Transport,Vehicle,,,,,,,,Shyam A,Shyam A, May 2016
1154,Lund_02661,Property,Sky,Cloud,House,Building,Home,Architecture,Real estate,Land lot,Rural area,Ostra Torns Ryttarsi,g Mats Lund, Jul 2016
1167,Lund_02316,Property,House,Home,Roof,Building,Cottage,Real estate,Residential area,Architecture,Estate,Ostra Torns Montess,‘ LGB ORIl, May 2016
1171,Lund_01873,Water,Fountain,Botany,Reflecting pool,Tree,Park,Botanical garden,Architecture,Water feature,Garden,Lundagérd 9,LT =T, Oct 2016
1179,Lund_01648,Architecture,Building,Facade,House,City,Mixed-use,Commercial building,Glass,Residential area,Tourism,Nova .,5‘3.‘..@ Khoo Kay Joe, May 2016
1181,Lund_00094,Spire,Landmark,Architecture,Building,Steeple,Church,Place of worship,Medieval architecture,Cathedral,Brick,‘ (&1 EY T,‘ (&1 EY T, Dec 2016
1190,Lund_01798,Building,Architecture,Medieval architecture,Landmark,Place of worship,Church,Cathedral,Sky,City,Classical architecture,Need to go! Sweet ar,“s déxna KapneoHe, Jul 2016
1194,Lund_03000,Pasture,Grazing,Herd,Grassland,Bovine,Atmospheric phenomenon,Morning,Rural area,Meadow,Farm,Jensen SportAB,| Lisa Silvereus, Jul 2016
1202,Lund_02280,Natural landscape,Natural environment,Nature,Grassland,Nature reserve,Vegetation,Marsh,Pasture,Wetland,Land lot,Nobbel6vs mosse,Lilja Skéld, Sep 2016
1208,Lund_02103,Landmark,Building,Sky,Architecture,Medieval architecture,Tower,Town,City,Wall,Church,Lund Cathedral,M Mara Maculevica, Nov 2016
1235,Lund_02398,Sky,Property,Cloud,House,Home,Residential area,Architecture,Real estate,Building,Tree,Bléklintens preschoc,g Mats Lund, Jul 2016
1237,Lund_01854,Medieval architecture,Building,Property,Architecture,Landmark,Facade,Historic site,Wall,Brick,Roof,Lundagérd,@ Juca Felix Galino, Jul 2016
1245,Lund_01676,Landmark,Building,Town,Architecture,Sky,City,Medieval architecture,Tree,Stately home,Facade,University Library,Henrik Klasson, Oct 2016
1260,Lund_02005,Building,Estate,Mansion,Property,Palace,House,Stately home,Official residence,Architecture,Presidential palace,Lundagérd c,Matic Smodis, Aug 2016
1275,Lund_01562,Sport venue,Natural landscape,Land lot,Grassland,Green,Sky,Grass,Natural environment,Plain,Golf course,Sankt Hans Hill ¢,Hafidz Alhaq, Sep 2016
1285,Lund_03130,Sky,Cloud,Land lot,Plain,Rural area,Landscape,Photography,Airport,Prairie,House,MAX IV Laboratory,6 IR DL, Sep 2016
1292,Lund_01142,Landmark,Architecture,Building,Sky,Mansion,Stately home,Palace,Spring,Estate,Plant,LG LT,@ Anamaria Dutcez, Aug 2016
1297,Lund_01157,Building,Architecture,Landmark,Medieval architecture,Facade,Church,Classical architecture,Place of worship,Cathedral,History,Lund Cathedral,m  michella obradoy, Oct 2016
