Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
84,Lund_02474,Road,Tree,Grass,Land lot,Natural landscape,Shrub,Trail,Lane,Thoroughfare,Woody plant,,, Aug 2017
87,Lund_02885,Water,Reflection,Pond,Bank,Water resources,Botany,House,Waterway,Building,River,Botanical Garden,R Roland Jevall, Jul 2017
89,Lund_02923,Property,Roof,Building,House,Home,Sky,Architecture,Cottage,Residential area,Facade,bread Lab,Hiisamettin Deni, Nov 2017
93,Lund_01079,Landmark,Building,Mansion,Estate,Property,Palace,Architecture,Sky,Stately home,Official residence,Lundagérd,0 Joachim Maxein, Aug 2017
94,Lund_02822,Landmark,Building,Tree,Tower,Architecture,Observation tower,Estate,Château,City,Landscape,Lundagérd 9,P Pulak Barua, Sep 2017
98,Lund_00701,Classical architecture,Landmark,Architecture,Building,Facade,Palace,Château,City,House,Mansion,Lundagérd 9,@ Rene Wagner, Aug 2017
101,Lund_02475,Natural landscape,Grassland,Pasture,Trail,Land lot,Road,Grass,Tree,Line,Rural area,Nobbelbvs mosse,g \) Emanuel Johans, Apr 2017
104,Lund_01633,Architecture,Building,Medieval architecture,Landmark,Classical architecture,Place of worship,Cathedral,Gothic architecture,Facade,Church,Lund Cathedral,Erik Sven Mauroy, Apr 2017
106,Lund_01324,Landmark,Architecture,Building,Medieval architecture,Sky,Tree,Castle,Château,Facade,Tourism,Lund Cathedral,ﬁ Sumeet Ranjan S, May 2017
109,Lund_00385,Property,Estate,House,Building,Home,Architecture,Tree,Real estate,Residential area,Botany,Kulturen,@ Erik Olausson, Jun 2017
113,Lund_02987,Grassland,Nature,Plain,Sky,Horizon,Natural environment,Green,Morning,Natural landscape,Atmospheric phenomenon,Klosteréngshojden,W Wokitty b, May 2017
116,Lund_00258,Building,Landmark,Architecture,Château,Stately home,Estate,Mansion,Manor house,Historic house,Palace,Bantorget 8,Bantorget 8, Mar 2017
119,Lund_02451,Building,Fuel,Filling station,Retail,Vehicle,Convenience store,Gasoline,Business,Gas,,CircleK,"’I‘, Johan Carlsson", Aug 2017
122,Lund_02242,Water resources,Body of water,Water,Sky,Natural landscape,River,Natural environment,Lake,Bank,Vegetation,L TR TR,Charlotte Skarin, May 2017
127,Lund_02812,Estate,Building,Mansion,Architecture,Landmark,Palace,Property,Stately home,Classical architecture,Sky,R LE O T,R LE O T, Apr 2017
128,Lund_02813,Landmark,Building,Architecture,Classical architecture,Medieval architecture,Facade,Historic site,Place of worship,Cathedral,City,Chocolaterie Hovby |,A  Anna-Grethe Sore, May 2017
129,Lund_00879,Town,Building,Human settlement,City,Public space,Architecture,Town square,Neighbourhood,Cobblestone,Street,Lundagérd,% LEVL GRGET ), Oct 2017
131,Lund_02262,Road,Dirt road,Natural landscape,Nature,Grassland,Cloud,Sky,Natural environment,Plain,Vegetation,Klosteréingshdjden,Olexiy Avramche, Oct 2017
132,Lund_03146,Aerial photography,Bird's-eye view,Land lot,Plain,Sky,Air travel,Atmospheric phenomenon,Photography,Landscape,Rural area,Lund Sédra Tpl.,e Bjorn Davidsson, May 2017
135,Lund_02191,Property,Building,House,Architecture,Town,Home,Brick,Facade,Tree,Real estate,Asylen,ﬁ BN PN R, Aug 2017
136,Lund_01510,Medieval architecture,Landmark,Architecture,Building,Cathedral,Gothic architecture,Facade,Sky,Place of worship,Historic site,[T T o1 T 1T,Andrew K, Apr 2017
140,Lund_03160,Nature,Natural landscape,Water,Sky,Vegetation,Highland,Tree,Wilderness,Natural environment,Watercourse,HSB BRF Linero I Lui,9 Travel to, Apr 2017
143,Lund_00892,Building,Property,Architecture,Landmark,House,Real estate,Facade,City,Courthouse,Commercial building,Scandic Star Lund,Z) zvi moses, Aug 2017
149,Lund_01028,Building,Property,Architecture,Estate,Stately home,Château,Medieval architecture,Tree,Historic house,Castle,Folkuniversitetets fo,LRI IYCET, Mar 2017
155,Lund_02513,Fountain,Water,Tree,Water feature,Botany,Garden,Font,Watercourse,Botanical garden,Plant,g) Peter Vang Chris,g) Peter Vang Chris, Jul 2017
158,Lund_03052,Water,Sky,Soil,Water feature,Park,Concrete,Garden,Circle,,,Per Johan's Park pla\,@ Johan Linse, Dec 2017
163,Lund_00877,Landmark,Architecture,Tree,Building,Estate,House,Mansion,Lawn,Park,City,Stadsparken,C Carmelo Pellegri, Aug 2017
169,Lund_02190,Natural landscape,Nature,Water,Waterway,Watercourse,River,Stream,Water resources,Bank,Wilderness,Rinnebiéck Gorge,a Daniel Nilsson, Nov 2017
170,Lund_02736,Nature,Reflection,Water,Natural landscape,Vegetation,Water resources,Lake,Bank,Natural environment,Pond,Nobbelbvs mosse,M Maria Tracz, Jul 2017
171,Lund_02243,Sport venue,Stadium,Grass,Plain,Land lot,Field,Grass family,Baseball field,Grassland,Baseball park,Rabysjon och Raby s,ﬂ) Mr.Roman Lak, Apr 2017
172,Lund_01287,Property,Building,Estate,House,Architecture,Mansion,Stately home,Manor house,Real estate,Tree,[T TV HTET 3 T,a Abubakar M, Aug 2017
177,Lund_03147,Building,Commercial building,Architecture,Facade,Sky,Corporate headquarters,Mixed-use,Company,Headquarters,City,CircleK 9,Jill Miller, Aug 2017
178,Lund_00659,Estate,Building,Palace,Mansion,Official residence,Stately home,Château,Manor house,Classical architecture,Presidential palace,Lundagérd,(@) Steinar Kjeernsrg, Jul 2017
180,Lund_02166,Building,Architecture,Real estate,House,Mixed-use,Facade,Tourist attraction,,,,Scandic Star Lund,{l i ) Peter Simon, Sep 2017
184,Lund_00920,Landmark,Architecture,Building,Sky,Medieval architecture,City,Tower,Church,Facade,Urban area,Lundagérd,C  Christoph Kirchn, Aug 2017
185,Lund_01056,Water,Water resources,River,Reservoir,Natural environment,Bank,Sky,Lake,Bridge,Tree,[T ¢,. Sookyong Lee, Apr 2017
186,Lund_00865,Estate,Building,Palace,Mansion,Stately home,Château,Landmark,Property,Manor house,Official residence,Lundagérd,M Marita Schiren, Apr 2017
187,Lund_01135,Building,Landmark,Property,Architecture,Town,City,Stately home,Public space,Facade,Palace,[T TV HTET 3 T,a Abubakar M, Aug 2017
192,Lund_02193,Road,Yellow,Town,Residential area,Building,Tree,Street,Asphalt,Suburb,Signage,kiann544 Nader,kiann544 Nader, May 2017
201,Lund_03114,Building,Architecture,Commercial building,Road,City,Facade,Mixed-use,Street,,,Asylen,@ BN PN R, Aug 2017
202,Lund_00248,Estate,Building,Palace,Château,Mansion,Landmark,Stately home,Official residence,Architecture,Classical architecture,Lundagérd 9,J) Javier Castro, May 2017
204,Lund_01578,Medieval architecture,Building,Landmark,Architecture,Classical architecture,Place of worship,Church,Facade,Cathedral,Historic site,Lund Cathedral :,Mikael Rojnert, Aug 2017
205,Lund_02848,Estate,Building,Mansion,Palace,Château,Official residence,Stately home,House,Architecture,Manor house,Kulturen,Peter Vang Chris, Jun 2017
209,Lund_02302,Body of water,Water resources,Water,Natural landscape,Natural environment,Bank,Reservoir,Fen,Freshwater marsh,Floodplain,Nobbelovs mosse,",‘%, Shaon Mazi", Apr 2017
211,Lund_02257,Grassland,Land lot,Pasture,Meadow,Natural landscape,Natural environment,Prairie,Plain,Field,Rural area,Kent Johansson,Kent Johansson, May 2017
219,Lund_00329,Building,Estate,Property,Château,Stately home,Architecture,Palace,Mansion,Tree,Manor house,Bantorget,3% stefanos Karidak, Jun 2017
223,Lund_01153,Building,Estate,Property,Landmark,Mansion,Architecture,Stately home,Palace,House,City,Lundagérd ¢,rsold, Jun 2017
225,Lund_00577,Estate,Mansion,Building,Stately home,Property,Palace,Architecture,Official residence,House,Château,Lundagérd 9,N> Noelia Vilalta, Sep 2017
229,Lund_00435,Landmark,Architecture,Sky,Building,Medieval architecture,Classical architecture,Church,Place of worship,Cathedral,Steeple,Lundagérd 9,6 Rene Wagner, Aug 2017
231,Lund_01992,Tree,Sky,House,Property,Leaf,Estate,Building,Autumn,Town,Woody plant,Lundagérd,"4,;:;0 IR el", Oct 2017
234,Lund_01096,Landmark,Building,Architecture,Sky,Steeple,City,Spire,Tower,Town,Human settlement,Lundagérd 9,@ DLCI@L T, Jul 2017
235,Lund_01540,Sky,Building,Yellow,Cloud,Architecture,City,Signage,House,Road,Gas,L E ),(UTEEIEY CERE, Sep 2017
236,Lund_01610,Town,Building,Architecture,Human settlement,City,Neighbourhood,Sky,Street,Town square,House,Lundagérd 9,A Anon Ymous, Jun 2017
237,Lund_02545,Pasture,Grassland,Grazing,Sheep,Sheep,Herd,Meadow,Rural area,Tree,Grass,Nobbel6vs mosse,BB BB Beigi, Jun 2017
238,Lund_02805,Landmark,Architecture,Building,Medieval architecture,Church,Facade,Classical architecture,Place of worship,Sky,Historic site,Beautiful view from *,R Robbert Biere, Apr 2017
241,Lund_01229,Garden,Botanical garden,Lawn,Yard,Botany,Landscaping,Plant,Landscape,Grass,Flower,Botanical Garden,Maria K, Aug 2017
242,Lund_02261,Property,Vehicle,Building,Car,Real estate,Architecture,Facade,House,Commercial building,Compact car,Linero-Ostra Torn Va,9 Travel to, Jul 2017
246,Lund_01539,Landmark,Building,Architecture,Medieval architecture,Sky,Facade,Church,Tower,Classical architecture,Place of worship,Lund Cathedral,; P RS E, Aug 2017
257,Lund_01538,Building,Architecture,Town,Sky,House,City,Facade,History,Street,Town square,Stadshall Lund,B Benoit Destrebec, Apr 2017
258,Lund_01665,Garden,Water,Botanical garden,Natural landscape,Botany,Fountain,Tree,Pond,Reflecting pool,Landscape,Lundagérd 9,6 Rene Wagner, Aug 2017
260,Lund_00890,Building,Architecture,Landmark,Sky,Tree,Church,Estate,House,City,Stately home,Lund Cathedral,C Carl O. Thygesen, Sep 2017
261,Lund_00355,Building,Estate,Property,Mansion,Château,Stately home,Manor house,Palace,Architecture,Historic house,Grand Hotel Lund,3‘ JY R T R, Apr 2017
266,Lund_02498,Natural landscape,Sky,Grassland,Nature,Field,Natural environment,Prairie,Blue,Meadow,Green,é Henrik Larsson,é Henrik Larsson, May 2017
270,Lund_02213,Body of water,Natural landscape,Water,Nature,Water resources,River,Watercourse,Sky,Stream,Bank,Rinnebick Gorge,Jacob Gradén, Apr 2017
272,Lund_02201,Building,Property,Architecture,Facade,City,House,,,,,(KL ETGR T ETY,Dorota Gebusia, Jun 2017
273,Lund_02083,Classical architecture,Building,Architecture,Landmark,Facade,Palace,City,House,Tourist attraction,Seat of local government,Lundagérd 9,@ T4, Jul 2017
276,Lund_01147,Medieval architecture,Architecture,Building,Landmark,Place of worship,Church,Classical architecture,Gothic architecture,Cathedral,Facade,Lund Cathedral,@ Sumeet Ranjan S, May 2017
284,Lund_00272,Landmark,Architecture,Spring,Public space,Building,Flower,Plant,City,Plaza,Tourist attraction,Lundagérd,=) Madelaine Sundk, May 2017
287,Lund_01782,Fountain,Garden,Botanical garden,Natural landscape,Property,Lawn,Grass,Tree,Park,Botany,Stadsparken 9,Amir Armfalk, May 2017
296,Lund_00159,Town,Architecture,Building,Street light,Lighting,Tree,Light fixture,City,Street,Facade,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
300,Lund_02062,Water,Fountain,Landmark,Architecture,Tree,Botany,Water feature,Garden,Reflecting pool,Building,Lundagérd,Ireneusz Sakowi, May 2017
302,Lund_01658,Reflection,Nature,Water,Pond,River,Garden,Bank,Tree,Waterway,Lake,Botanical Garden,Leila Daoud, May 2017
305,Lund_00685,Estate,House,Property,Landmark,Architecture,Sky,Building,Mansion,Home,Grass,Stadsparken 3,[y ’ Tom Black, Jun 2017
306,Lund_01597,Fountain,Water,Reflecting pool,Landmark,Garden,Water feature,Botany,Botanical garden,Pond,Tree,Lundagérd ¢,ﬁ Kiryl Shantyka, Jun 2017
308,Lund_01002,Building,Property,Landmark,Architecture,Palace,Mansion,House,Official residence,Classical architecture,Estate,AB Tetra Pak c,a FN, Aug 2017
312,Lund_01429,Body of water,Natural landscape,Water resources,Water,Nature,Bank,Natural environment,Sky,River,Reflection,L TR TR,Emanuel Johans, Apr 2017
313,Lund_03142,Bovine,Pasture,Bank,Waterway,Rural area,Water resources,Grass,Field,Working animal,Farm,ﬁ*j Chrispmusik,ﬁ*j Chrispmusik, Sep 2017
314,Lund_00885,Public space,Building,Landmark,Daytime,City,Town,Human settlement,Estate,Tree,Campus,Lundagérd,y Jonathan Howes, Apr 2017
315,Lund_02021,Building,Campus,College,Property,Estate,Public space,Town,Human settlement,City,University,Lundagérd,Salvatore De Pao, Aug 2017
316,Lund_02338,Pasture,Grass,Tree,Grass family,Geological phenomenon,Rural area,Hill,Land lot,Landscape,Plant,Rinnebidck Gorge,a Daniel Nilsson, Nov 2017
318,Lund_01227,Architecture,Landmark,Medieval architecture,Building,Place of worship,Cathedral,Classical architecture,Gothic architecture,Sky,Facade,[T T o1 T 1T,A Abdo Fadl, Jul 2017
323,Lund_00785,Landmark,Sky,Building,Estate,Architecture,Grass,Property,Stately home,Town,City,Bantorget 8,“f«:' Sorin Calugar, Mar 2017
324,Lund_02008,Landmark,Building,Architecture,Tree,Urban area,Medieval architecture,Stately home,House,City,Sky,Chateau Lund 8,@ (T QT T, Jan 2017
325,Lund_01055,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Place of worship,Historic site,Church,Facade,Sky,Lund Cathedral,M Michael Bippes, Jul 2017
326,Lund_01968,Building,Estate,Mansion,Palace,Architecture,Official residence,Stately home,Classical architecture,House,Tree,Lundagérd,Anna Honkanen, Sep 2017
332,Lund_03134,Vegetation,Green,Grass,Land lot,Nature reserve,Natural landscape,Natural environment,Pasture,Plant community,Leaf,Tréffpunkt Linero,‘;G\ DIIEY T, Jun 2017
333,Lund_03045,Sports,Team sport,Ball game,Sport venue,Tournament,Player,Sports equipment,Competition event,Futsal,,Actic Vikingahallen,yeigy Christian Resebo, Mar 2017
338,Lund_02177,Landmark,Architecture,Tower,Building,Tree,Observation tower,Medieval architecture,Historic site,Facade,Estate,Lundagérd 9,Jorn Green, Sep 2017
340,Lund_01006,Green,Grass,Lawn,Sky,Natural landscape,Tree,Botany,Garden,Architecture,Park,Lundagérd,"@i, Daniel Persenius", Jul 2017
347,Lund_02662,Sky,Grass,Physical fitness,Summer,Games,Competition event,Recreation,Sports training,Kettlebell,Cloud,Klostergérdens IP,il VPN CY T 1o (o)), Jun 2017
348,Lund_01194,Transport,Architecture,Mode of transport,Vehicle,Landmark,Building,Town,Bicycle,City,Urban area,[T T o1 T T T,ﬁ Imran Khan, Jun 2017
351,Lund_01386,Building,Property,Estate,Town,Mansion,Architecture,Stately home,House,City,Neighbourhood,Kulturen,Kulturen, Mar 2017
352,Lund_01436,Property,Building,Estate,Town,House,Architecture,Tree,Château,Sky,Stately home,Kulturen,Renee Petterssot, Sep 2017
353,Lund_02724,Land lot,Road,Field,Soil,Plain,Line,Thoroughfare,Rural area,Infrastructure,Road surface,Nobbelbvs mosse,:&‘ Shaon Mazi, Apr 2017
355,Lund_01239,Building,Architecture,Landmark,Medieval architecture,Cathedral,Place of worship,Facade,City,Gothic architecture,Church,Lund Cathedral ¢,L Logan Leske, Sep 2017
359,Lund_01331,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Facade,Cathedral,Place of worship,Gothic architecture,Church,[ETLGEe0L E],E SRV VIN: Y, Aug 2017
363,Lund_02320,Pasture,Grazing,Grassland,Natural landscape,Bovine,Natural environment,Meadow,Rural area,Ranch,Farm,Rinnebick Gorge : H,Q Ani Vera, Aug 2017
364,Lund_01011,Classical architecture,Landmark,Architecture,Building,Facade,Sky,Monument,City,Courthouse,Tourist attraction,Lundagérd 8,M) MrAR2407, Mar 2017
366,Lund_02775,Sky,Landmark,Tree,Church,Spire,Architecture,Winter,Branch,Woody plant,Dusk,Stefan Larsson,Stefan Larsson, Jan 2017
367,Lund_01413,Estate,Building,Mansion,Landmark,Property,House,Palace,Architecture,Official residence,Stately home,Kulturkrogen ¢,Jacen, Apr 2017
368,Lund_02226,Vegetation,Natural landscape,Hill,Highland,Biome,Pasture,Grassland,Rural area,Land lot,Grass,Rinnebick Gorge,Florian Weissbac, Sep 2017
369,Lund_00373,Landmark,Medieval architecture,Building,Architecture,Spire,Place of worship,Classical architecture,Steeple,Church,Sky,[T L He 1 BT,ﬁj Narasimha Rao, Oct 2017
370,Lund_02396,Transport,Yellow,Building,Sky,Vehicle,Architecture,Landscape,Car,Gasoline,Gas,Netto 3,o Travel to, Jun 2017
372,Lund_02449,Body of water,Water resources,Natural landscape,Nature,Riparian zone,River,Water,Watercourse,Bank,Natural environment,(I L L T,@ Thyge Andersen, Jun 2017
373,Lund_02444,Body of water,Water resources,Natural landscape,Water,Natural environment,Bank,Freshwater marsh,Marsh,Nature reserve,Wetland,. Vahid Asgari,. Vahid Asgari, Aug 2017
377,Lund_00869,Landmark,Medieval architecture,Architecture,Building,Place of worship,Classical architecture,Church,Sky,Facade,Historic site,Lund Cathedral,@ Sumeet Ranjan S, May 2017
380,Lund_00235,Estate,Building,Palace,Mansion,Landmark,Official residence,Stately home,Château,Architecture,Presidential palace,Lundagérd,y Jonathan Howes, Apr 2017
385,Lund_00125,Sky,Landmark,Cloud,Architecture,Tree,Building,House,Estate,Palace,Grass,,, Jul 2017
391,Lund_00775,Landmark,Architecture,Building,Castle,Tree,Medieval architecture,Estate,Sky,Grass,Historic site,Lundagérd 9,% Vesna Fati¢, May 2017
394,Lund_03170,Natural landscape,Sky,Nature,Water,Water resources,Natural environment,River,Cloud,Grass,Tree,&) Mats Syde,&) Mats Syde, Jun 2017
396,Lund_00279,Building,Landmark,Architecture,Classical architecture,Mansion,Palace,Estate,Stately home,Official residence,Facade,Lundagérd ¢,ﬁg‘ Prabin Koirala, Jul 2017
401,Lund_00312,Landmark,Architecture,Building,Classical architecture,Medieval architecture,Place of worship,Sky,Cathedral,Facade,Gothic architecture,[T T o1 T T T,b melonhayes, Apr 2017
402,Lund_00266,Sky,Architecture,Building,Tree,Estate,House,Grass,Rural area,Historic site,Castle,Kungshuset,@ Carina Schilpzan, Aug 2017
405,Lund_01550,Sky,Architecture,Building,Landmark,Tree,Church,Medieval architecture,Place of worship,Cathedral,Spire,Lundagérd 9,"‘f."" Johan Visser", Mar 2017
409,Lund_02459,Property,Building,House,Architecture,Residential area,Brickwork,Brick,Neighbourhood,Town,Apartment,AR LT,o Travel to,Jul 2017 '
411,Lund_00556,Garden,Botanical garden,Natural landscape,Botany,Flower,Lawn,Plant,Estate,Spring,House,Botanical Garden,Teodora J-sin, Aug 2017
412,Lund_02879,Building,Architecture,Medieval architecture,Landmark,Cathedral,Place of worship,Gothic architecture,Classical architecture,Church,Steeple,Stadsparken,% \CeRinlinbiv], Oct 2017
417,Lund_00294,Landmark,Architecture,Building,Sky,House,Estate,Tree,Dome,City,Tower,Gamla observatoriet,@& ' Martin Ljungqvis, Mar 2017
420,Lund_02139,Estate,Building,Palace,Mansion,Stately home,Manor house,Architecture,Château,Official residence,House,Lundagérd,Karin Rosengren, Jul 2017
421,Lund_02187,Body of water,Natural landscape,Water resources,Waterway,Water,Watercourse,River,Nature,Canal,Bank,Rinnebiéck Gorge,a Daniel Nilsson, Nov 2017
424,Lund_01491,Building,Architecture,Estate,Mansion,Official residence,Palace,Stately home,Classical architecture,House,Manor house,Lundagérd,% LEVL GRGET ), Oct 2017
431,Lund_00532,Building,Estate,Tree,Castle,Architecture,Grass,Sky,Château,Stately home,Cloud,Lundagérd,G Goran Wangenhe, Jun 2017
432,Lund_00021,Building,Landmark,Town,Architecture,Sky,City,Urban area,House,Neighbourhood,Facade,[T 3,a Sylvia Beatriz, Dec 2017
437,Lund_01850,Town,Architecture,Public space,City,Tourism,Sky,Tree,Street,Building,Pedestrian,Lundagérd,Juliane Gaviragh, Mar 2017
440,Lund_00754,Landmark,Building,Classical architecture,Architecture,Palace,Mansion,Estate,Presidential palace,Official residence,Stately home,Lundagérd &,% Melissa lisley, May 2017
442,Lund_01710,Tree,Grass,Spring,Architecture,Building,Sky,Estate,Church,Park,Castle,Lundagérd,(O L= T R ), Mar 2017
443,Lund_00121,Spire,Steeple,Church,Tree,Building,Architecture,Place of worship,Leaf,Sky,Tower,9 Sumeet Ranjan S,9 Sumeet Ranjan S, May 2017
445,Lund_01125,Property,House,Landmark,Architecture,Building,Home,Town,Sky,Estate,Real estate,,, Jun 2017
449,Lund_02306,Land lot,Grassland,Pasture,Natural environment,Field,Natural landscape,Grass,Plain,Meadow,Prairie,Stadsodlingen pa Br,"{, ) Sanja Blomberg", Jun 2017
453,Lund_02577,Freshwater marsh,Natural landscape,Vegetation,Natural environment,Water,Pond,Nature reserve,Water resources,Marsh,Grass,Nobbelbvs mosse,M Maria Tracz, Jul 2017
460,Lund_01735,Property,Tree,Architecture,Estate,Sky,Building,House,Botany,Grass,Garden,Lundagérd ¢,@ Kiryl Shantyka, Jun 2017
461,Lund_00523,Building,Estate,Mansion,Palace,Landmark,Property,Stately home,Classical architecture,Official residence,Château,Lundagérd,Krystian Czernek, Oct 2017
462,Lund_00588,Garden,Nature,Green,Fountain,Tree,Botanical garden,Grass,Sky,Lawn,Botany,Stadsparken 9,WY TN ]S, May 2017
465,Lund_00975,Medieval architecture,Landmark,Architecture,Building,Church,Place of worship,Steeple,Gothic architecture,Spire,Cathedral,Lund Cathedral,p Christian Kinnun, May 2017
470,Lund_00426,Building,Landmark,College,Public space,Grass,City,Architecture,Campus,Human settlement,Estate,Bantorget 8,L 1T T, Mar 2017
471,Lund_01270,Property,Estate,House,Building,Tree,Home,Grass,Architecture,Mansion,Botany,Stadsparken c,(1RG0, May 2017
473,Lund_03166,Natural landscape,Nature,Vegetation,Green,Nature reserve,Natural environment,Grass,Tree,Sky,Wilderness,Nobbelbvs mosse,:&‘ Shaon Mazi, Apr 2017
474,Lund_00938,Building,Château,Classical architecture,Property,Estate,Palace,Landmark,Architecture,Stately home,Mansion,Lundagérd 9,[’ J Joe Fernet, Sep 2017
477,Lund_01951,Building,Tower block,Metropolitan area,Condominium,Architecture,Human settlement,City,Commercial building,Mixed-use,Residential area,Elite Hotel Ideon,Alexander Beliak, Jul 2017
478,Lund_03068,Property,Rural area,Land lot,Building,Landscape,Shade,Roof,Shed,House,,Rosa Tornet Montes:,S ) Sookyong Lee, Jan 2017
